,date,AOD_550_maiac_mean_60,AOD_550_AER_mean_60,AOD_550_maiac_mean_61,AOD_550_AER_mean_61
131,26/5/2016,0.6955,0.699995388,0.699,0.699995388
133,31/5/2016,0.3535,0.473573279,0.36325,0.473573279
135,7/7/2016,0.183,0.227063859,0.288,0.227063859
136,8/7/2016,0.28975,0.298923693,0.294,0.298923693
137,29/7/2016,0.204,0.156119201,0.20975,0.156119201
138,15/8/2016,0.162,0.254139668,0.2675,0.254139668
139,26/8/2016,0.2655,0.389984513,0.279,0.389984513
140,31/8/2016,0.2465,0.45508212,0.30275,0.45508212
142,8/9/2016,0.23525,0.212381007,0.2325,0.212381007
143,14/9/2016,0.24625,0.364737114,0.28,0.364737114
144,2/10/2016,0.196,0.192752913,0.26,0.192752913
145,5/10/2016,0.136,0.155485954,0.141,0.155485954
146,6/10/2016,0.146,0.198497853,0.1435,0.198497853
147,7/10/2016,0.17667,0.295299948,0.19275,0.295299948
148,10/10/2016,0.38,0.294292002,0.36,0.294292002
149,12/10/2016,0.2095,0.25329703,0.21775,0.25329703
151,14/10/2016,0.107,0.135064851,0.098625,0.135064851
152,15/10/2016,0.33775,0.305330532,0.348,0.305330532
153,19/10/2016,0.23575,0.191837518,0.22275,0.191837518
154,20/10/2016,0.18775,0.214569148,0.189,0.214569148
155,26/10/2016,0.1875,0.214360707,0.199,0.214360707
156,1/11/2016,0.11175,0.163179033,0.13925,0.163179033
157,2/11/2016,0.17725,0.148556639,0.20175,0.148556639
158,6/11/2016,0.32875,0.318047543,0.33833,0.318047543
159,7/11/2016,0.11475,0.117509017,0.15075,0.117509017
160,14/11/2016,0.31967,0.315610641,0.35,0.315610641
161,21/11/2016,0.103875,0.123851067,0.14675,0.123851067
162,23/11/2016,0.170375,0.218116867,0.19875,0.218116867
163,25/11/2016,0.3525,0.480016187,0.375415,0.480016187
164,26/11/2016,0.14025,0.205567247,0.15425,0.205567247
165,27/11/2016,0.310375,0.396745359,0.312875,0.396745359
166,5/12/2016,0.035,0.020546521,0.0795,0.020546521
167,10/1/2017,0.18929,0.150002921,0.128375,0.150002921
168,12/1/2017,0.21825,0.145912024,0.16875,0.174944835
169,13/1/2017,0.180865,0.150403255,0.125,0.150403255
171,15/1/2017,0.18404,0.210560093,0.234125,0.210560093
172,16/1/2017,0.12322,0.109290076,0.12925,0.11535243
173,18/1/2017,0.138035,0.383450325,0.318125,0.383450325
174,20/1/2017,0.13953,0.05552673,5.00E-04,0.05552673
175,21/1/2017,0.2356,0.032322441,0.037,0.043232819
176,22/1/2017,0.17888,0.133395037,0.079125,0.133395037
178,24/1/2017,0.187515,0.158545277,0.104125,0.158545277
179,26/1/2017,0.21335,0.176746226,0.21075,0.255073197
180,27/1/2017,0.1294,0.160971926,0.10075,0.160971926
181,28/1/2017,0.2307,0.107066996,0.183375,0.21074983
182,30/1/2017,0.25265,0.338630804,0.365,0.338630804
