,dia,hora,AOD,n,null,tipo
1025,28/7/2018,15:10:00,NA,3,3,MOD
1027,29/7/2018,14:15:00,NA,2,2,MOD
1032,30/7/2018,14:55:00,NA,4,4,MOD
1039,1/8/2018,14:45:00,NA,4,4,MOD
1042,2/8/2018,15:25:00,NA,1,1,MOD
1045,3/8/2018,14:30:00,NA,1,1,MOD
1050,4/8/2018,15:15:00,NA,2,2,MOD
1053,5/8/2018,14:20:00,NA,2,2,MOD
1058,6/8/2018,15:00:00,NA,2,2,MOD
1060,7/8/2018,14:05:00,NA,2,2,MOD
1066,8/8/2018,14:50:00,NA,4,4,MOD
1071,9/8/2018,15:35:00,NA,1,1,MOD
1074,10/8/2018,14:40:00,NA,4,4,MOD
1078,11/8/2018,15:20:00,NA,3,3,MOD
1081,12/8/2018,14:25:00,NA,1,1,MOD
1087,13/8/2018,15:10:00,NA,3,3,MOD
1089,14/8/2018,14:15:00,NA,1,1,MOD
1094,15/8/2018,14:55:00,NA,2,2,MOD
1101,17/8/2018,14:45:00,NA,4,4,MOD
1104,18/8/2018,15:25:00,NA,2,2,MOD
1107,19/8/2018,14:30:00,NA,3,3,MOD
1112,20/8/2018,15:15:00,NA,2,2,MOD
1115,21/8/2018,14:20:00,NA,2,2,MOD
1120,22/8/2018,15:00:00,NA,3,3,MOD
1128,24/8/2018,14:50:00,NA,3,3,MOD
1133,25/8/2018,15:35:00,NA,2,2,MOD
1136,26/8/2018,14:40:00,NA,4,4,MOD
1140,27/8/2018,15:20:00,NA,2,2,MOD
1143,28/8/2018,14:25:00,NA,2,2,MOD
1148,29/8/2018,15:10:00,NA,4,4,MOD
1150,30/8/2018,14:15:00,NA,3,3,MOD
1155,31/8/2018,14:55:00,NA,4,4,MOD
1162,2/9/2018,14:45:00,NA,4,4,MOD
1165,3/9/2018,15:25:00,NA,2,2,MOD
1168,4/9/2018,14:30:00,NA,1,1,MOD
1173,5/9/2018,15:15:00,NA,2,2,MOD
1175,6/9/2018,14:20:00,NA,2,2,MOD
1180,7/9/2018,15:00:00,NA,4,4,MOD
1188,9/9/2018,14:50:00,NA,4,4,MOD
1193,10/9/2018,15:35:00,NA,2,2,MOD
1196,11/9/2018,14:40:00,NA,3,3,MOD
1200,12/9/2018,15:20:00,NA,1,1,MOD
1203,13/9/2018,14:25:00,NA,2,2,MOD
1208,14/9/2018,15:10:00,NA,2,2,MOD
1210,15/9/2018,14:15:00,NA,1,1,MOD
1215,16/9/2018,14:55:00,NA,4,4,MOD
1220,17/9/2018,15:40:00,NA,1,1,MOD
1223,18/9/2018,14:45:00,NA,4,4,MOD
1229,20/9/2018,14:30:00,NA,3,3,MOD
1234,21/9/2018,15:15:00,NA,1,1,MOD
1236,22/9/2018,14:20:00,NA,2,2,MOD
1241,23/9/2018,15:00:00,NA,2,2,MOD
1249,25/9/2018,14:50:00,NA,4,4,MOD
1254,26/9/2018,15:35:00,NA,3,3,MOD
1257,27/9/2018,14:40:00,NA,4,4,MOD
1261,28/9/2018,15:20:00,NA,1,1,MOD
1264,29/9/2018,14:25:00,NA,2,2,MOD
1269,30/9/2018,15:10:00,NA,1,1,MOD
1276,2/10/2018,14:55:00,NA,4,4,MOD
1281,3/10/2018,15:40:00,0.0805,2,0,MOD
1284,4/10/2018,14:45:00,NA,3,3,MOD
1287,5/10/2018,15:25:00,NA,1,1,MOD
1290,6/10/2018,14:30:00,NA,1,1,MOD
1295,7/10/2018,15:15:00,NA,3,3,MOD
1300,9/10/2018,15:00:00,NA,3,3,MOD
1302,10/10/2018,14:05:00,NA,1,1,MOD
1308,11/10/2018,14:50:00,NA,4,4,MOD
1314,13/10/2018,14:35:00,NA,3,3,MOD
1319,14/10/2018,15:20:00,NA,1,1,MOD
1322,15/10/2018,14:25:00,0.347,3,2,MOD
1327,16/10/2018,15:10:00,NA,1,1,MOD
1329,17/10/2018,14:15:00,NA,2,2,MOD
1334,18/10/2018,14:55:00,NA,3,3,MOD
1337,19/10/2018,14:00:00,0.197,3,1,MOD
1339,19/10/2018,15:40:00,0.055,3,0,MOD
1342,20/10/2018,14:45:00,NA,3,3,MOD
1345,21/10/2018,15:25:00,NA,3,3,MOD
1348,22/10/2018,14:30:00,NA,2,2,MOD
1353,23/10/2018,15:15:00,NA,1,1,MOD
1355,24/10/2018,14:20:00,NA,3,3,MOD
1360,25/10/2018,15:00:00,NA,5,5,MOD
1362,26/10/2018,14:05:00,NA,3,3,MOD
1368,27/10/2018,14:50:00,NA,4,4,MOD
1371,28/10/2018,15:30:00,NA,1,1,MOD
1374,29/10/2018,14:35:00,NA,4,4,MOD
1379,30/10/2018,15:20:00,NA,1,1,MOD
1382,31/10/2018,14:25:00,NA,1,1,MOD
1387,1/11/2018,15:10:00,NA,5,5,MOD
1389,2/11/2018,14:15:00,NA,3,3,MOD
1394,3/11/2018,14:55:00,NA,2,2,MOD
1402,5/11/2018,14:45:00,NA,4,4,MOD
1408,7/11/2018,14:30:00,0.381,4,3,MOD
1413,8/11/2018,15:15:00,NA,2,2,MOD
1415,9/11/2018,14:20:00,NA,2,2,MOD
1420,10/11/2018,15:00:00,NA,4,4,MOD
1429,12/11/2018,14:50:00,NA,4,4,MOD
1432,13/11/2018,15:30:00,NA,1,1,MOD
1435,14/11/2018,14:35:00,NA,4,4,MOD
1440,15/11/2018,15:20:00,0.2095,3,1,MOD
1443,16/11/2018,14:25:00,NA,2,2,MOD
1448,17/11/2018,15:10:00,NA,2,2,MOD
1450,18/11/2018,14:15:00,0.262,2,0,MOD
1455,19/11/2018,14:55:00,NA,4,4,MOD
1458,20/11/2018,14:00:00,0.17,1,0,MOD
1460,20/11/2018,15:40:00,0.007,2,0,MOD
1463,21/11/2018,14:45:00,NA,4,4,MOD
1466,22/11/2018,15:25:00,NA,3,3,MOD
1469,23/11/2018,14:30:00,NA,3,3,MOD
1474,24/11/2018,15:15:00,0.133,2,1,MOD
1476,25/11/2018,14:20:00,NA,1,1,MOD
1481,26/11/2018,15:00:00,NA,3,3,MOD
1484,27/11/2018,14:05:00,0.2015,2,0,MOD
1489,28/11/2018,14:50:00,NA,4,4,MOD
1492,29/11/2018,15:30:00,0.117,2,0,MOD
1495,30/11/2018,14:35:00,NA,4,4,MOD
1500,1/12/2018,15:20:00,0.162,1,0,MOD
1503,2/12/2018,14:25:00,NA,1,1,MOD
1508,3/12/2018,15:05:00,NA,2,2,MOD
1510,4/12/2018,14:10:00,NA,2,2,MOD
1522,7/12/2018,14:45:00,0.595,4,3,MOD
1525,8/12/2018,15:25:00,NA,2,2,MOD
1528,9/12/2018,14:30:00,NA,2,2,MOD
1533,10/12/2018,15:15:00,NA,3,3,MOD
1540,12/12/2018,15:00:00,NA,3,3,MOD
1543,13/12/2018,14:05:00,NA,1,1,MOD
1548,14/12/2018,14:50:00,NA,4,4,MOD
1551,15/12/2018,15:30:00,NA,2,2,MOD
1554,16/12/2018,14:35:00,NA,3,3,MOD
1559,17/12/2018,15:20:00,NA,1,1,MOD
1562,18/12/2018,14:25:00,NA,2,2,MOD
1567,19/12/2018,15:05:00,NA,2,2,MOD
1569,20/12/2018,14:10:00,0.356,2,1,MOD
1575,21/12/2018,14:55:00,NA,3,3,MOD
1583,23/12/2018,14:45:00,0.505,4,3,MOD
1586,24/12/2018,15:25:00,0.093,3,0,MOD
1589,25/12/2018,14:30:00,NA,3,3,MOD
1594,26/12/2018,15:15:00,NA,4,4,MOD
1596,27/12/2018,14:20:00,0.374,1,0,MOD
1601,28/12/2018,15:00:00,NA,3,3,MOD
1604,29/12/2018,14:05:00,0.26,1,0,MOD
1609,30/12/2018,14:50:00,NA,4,4,MOD
1612,31/12/2018,15:30:00,0.075,2,1,MOD
2,1/1/2019,14:35:00,NA,4,4,MOD
7,2/1/2019,15:20:00,NA,1,1,MOD
10,3/1/2019,14:25:00,0.314,3,2,MOD
15,4/1/2019,15:05:00,NA,2,2,MOD
17,5/1/2019,14:10:00,0.566,2,1,MOD
23,6/1/2019,14:55:00,NA,4,4,MOD
31,8/1/2019,14:45:00,NA,3,3,MOD
34,9/1/2019,15:25:00,NA,2,2,MOD
37,10/1/2019,14:30:00,NA,2,2,MOD
42,11/1/2019,15:15:00,NA,3,3,MOD
44,12/1/2019,14:20:00,0.38,1,0,MOD
49,13/1/2019,15:00:00,NA,5,5,MOD
52,14/1/2019,14:05:00,NA,2,2,MOD
57,15/1/2019,14:50:00,NA,4,4,MOD
63,17/1/2019,14:35:00,NA,3,3,MOD
68,18/1/2019,15:20:00,NA,2,2,MOD
70,19/1/2019,14:25:00,NA,4,4,MOD
75,20/1/2019,15:05:00,NA,4,4,MOD
77,21/1/2019,14:10:00,NA,1,1,MOD
83,22/1/2019,14:55:00,NA,4,4,MOD
91,24/1/2019,14:45:00,NA,4,4,MOD
97,26/1/2019,14:30:00,NA,4,4,MOD
102,27/1/2019,15:15:00,NA,2,2,MOD
104,28/1/2019,14:20:00,0.266,3,2,MOD
109,29/1/2019,15:00:00,NA,3,3,MOD
112,30/1/2019,14:05:00,0.238,1,0,MOD
117,31/1/2019,14:50:00,NA,4,4,MOD
123,2/2/2019,14:35:00,NA,3,3,MOD
128,3/2/2019,15:20:00,NA,3,3,MOD
130,4/2/2019,14:25:00,NA,1,1,MOD
135,5/2/2019,15:05:00,NA,3,3,MOD
137,6/2/2019,14:10:00,NA,1,1,MOD
143,7/2/2019,14:55:00,NA,2,2,MOD
151,9/2/2019,14:45:00,NA,4,4,MOD
157,11/2/2019,14:30:00,NA,4,4,MOD
162,12/2/2019,15:15:00,NA,2,2,MOD
164,13/2/2019,14:20:00,NA,1,1,MOD
169,14/2/2019,15:00:00,0.164,3,2,MOD
172,15/2/2019,14:05:00,0.306,2,1,MOD
177,16/2/2019,14:50:00,NA,4,4,MOD
183,18/2/2019,14:35:00,NA,2,2,MOD
188,19/2/2019,15:20:00,0.142,3,2,MOD
190,20/2/2019,14:25:00,NA,3,3,MOD
195,21/2/2019,15:05:00,NA,1,1,MOD
197,22/2/2019,14:10:00,NA,1,1,MOD
203,23/2/2019,14:55:00,NA,3,3,MOD
210,25/2/2019,14:45:00,NA,4,4,MOD
216,27/2/2019,14:30:00,NA,4,4,MOD
221,28/2/2019,15:15:00,NA,1,1,MOD
223,1/3/2019,14:20:00,0.24,2,1,MOD
228,2/3/2019,15:00:00,NA,4,4,MOD
236,4/3/2019,14:50:00,NA,4,4,MOD
239,5/3/2019,15:30:00,0.045,1,0,MOD
242,6/3/2019,14:35:00,NA,3,3,MOD
246,7/3/2019,15:20:00,NA,1,1,MOD
249,8/3/2019,14:25:00,NA,2,2,MOD
254,9/3/2019,15:05:00,0.159,3,2,MOD
256,10/3/2019,14:10:00,0.262,2,1,MOD
262,11/3/2019,14:55:00,NA,4,4,MOD
265,12/3/2019,14:00:00,NA,1,1,MOD
270,13/3/2019,14:45:00,NA,4,4,MOD
273,14/3/2019,15:25:00,NA,2,2,MOD
276,15/3/2019,14:30:00,NA,4,4,MOD
282,16/3/2019,15:15:00,NA,1,1,MOD
284,17/3/2019,14:20:00,NA,1,1,MOD
289,18/3/2019,15:00:00,NA,4,4,MOD
297,20/3/2019,14:50:00,NA,4,4,MOD
300,21/3/2019,15:30:00,NA,2,2,MOD
303,22/3/2019,14:35:00,0.224,4,3,MOD
308,23/3/2019,15:20:00,NA,2,2,MOD
311,24/3/2019,14:25:00,0.231,2,1,MOD
316,25/3/2019,15:05:00,NA,3,3,MOD
318,26/3/2019,14:10:00,NA,2,2,MOD
324,27/3/2019,14:55:00,NA,5,5,MOD
327,28/3/2019,14:00:00,NA,1,1,MOD
332,29/3/2019,14:45:00,NA,3,3,MOD
335,30/3/2019,15:25:00,NA,2,2,MOD
338,31/3/2019,14:30:00,NA,4,4,MOD
344,1/4/2019,15:15:00,NA,3,3,MOD
346,2/4/2019,14:20:00,NA,2,2,MOD
351,3/4/2019,15:00:00,NA,3,3,MOD
359,5/4/2019,14:50:00,0.259,4,3,MOD
362,6/4/2019,15:30:00,NA,3,3,MOD
365,7/4/2019,14:35:00,NA,3,3,MOD
370,8/4/2019,15:20:00,NA,1,1,MOD
373,9/4/2019,14:25:00,NA,2,2,MOD
378,10/4/2019,15:05:00,NA,1,1,MOD
380,11/4/2019,14:10:00,NA,1,1,MOD
386,12/4/2019,14:55:00,NA,4,4,MOD
394,14/4/2019,14:45:00,NA,4,4,MOD
397,15/4/2019,15:25:00,NA,1,1,MOD
400,16/4/2019,14:30:00,NA,4,4,MOD
406,17/4/2019,15:15:00,NA,2,2,MOD
408,18/4/2019,14:20:00,NA,3,3,MOD
413,19/4/2019,15:00:00,NA,3,3,MOD
421,21/4/2019,14:50:00,NA,4,4,MOD
424,22/4/2019,15:30:00,NA,1,1,MOD
427,23/4/2019,14:35:00,NA,3,3,MOD
432,24/4/2019,15:20:00,NA,1,1,MOD
435,25/4/2019,14:25:00,NA,3,3,MOD
440,26/4/2019,15:05:00,NA,4,4,MOD
442,27/4/2019,14:10:00,NA,2,2,MOD
448,28/4/2019,14:55:00,NA,3,3,MOD
451,29/4/2019,14:00:00,NA,1,1,MOD
456,30/4/2019,14:45:00,NA,3,3,MOD
459,1/5/2019,15:25:00,NA,2,2,MOD
462,2/5/2019,14:30:00,NA,3,3,MOD
468,3/5/2019,15:15:00,NA,3,3,MOD
470,4/5/2019,14:20:00,NA,3,3,MOD
475,5/5/2019,15:00:00,NA,4,4,MOD
483,7/5/2019,14:50:00,NA,4,4,MOD
486,8/5/2019,15:30:00,NA,1,1,MOD
489,9/5/2019,14:35:00,NA,4,4,MOD
494,10/5/2019,15:20:00,NA,1,1,MOD
497,11/5/2019,14:25:00,NA,3,3,MOD
502,12/5/2019,15:05:00,NA,2,2,MOD
504,13/5/2019,14:10:00,NA,1,1,MOD
510,14/5/2019,14:55:00,NA,4,4,MOD
513,15/5/2019,14:00:00,NA,1,1,MOD
516,16/5/2019,14:45:00,NA,2,2,MOD
519,17/5/2019,15:25:00,NA,3,3,MOD
522,18/5/2019,14:30:00,NA,2,2,MOD
528,19/5/2019,15:15:00,NA,1,1,MOD
530,20/5/2019,14:20:00,NA,1,1,MOD
535,21/5/2019,15:00:00,NA,3,3,MOD
543,23/5/2019,14:50:00,NA,4,4,MOD
546,24/5/2019,15:30:00,NA,2,2,MOD
549,25/5/2019,14:35:00,NA,4,4,MOD
557,27/5/2019,14:25:00,NA,1,1,MOD
562,28/5/2019,15:05:00,NA,4,4,MOD
564,29/5/2019,14:10:00,NA,2,2,MOD
570,30/5/2019,14:55:00,NA,4,4,MOD
573,31/5/2019,14:00:00,NA,1,1,MOD
578,1/6/2019,14:45:00,NA,3,3,MOD
581,2/6/2019,15:25:00,NA,2,2,MOD
584,3/6/2019,14:30:00,NA,3,3,MOD
590,4/6/2019,15:15:00,NA,3,3,MOD
592,5/6/2019,14:20:00,NA,2,2,MOD
597,6/6/2019,15:00:00,NA,4,4,MOD
605,8/6/2019,14:50:00,NA,4,4,MOD
608,9/6/2019,15:30:00,NA,2,2,MOD
611,10/6/2019,14:35:00,NA,2,2,MOD
616,11/6/2019,15:20:00,NA,1,1,MOD
619,12/6/2019,14:25:00,NA,3,3,MOD
624,13/6/2019,15:05:00,NA,2,2,MOD
626,14/6/2019,14:10:00,NA,3,3,MOD
632,15/6/2019,14:55:00,NA,3,3,MOD
640,17/6/2019,14:45:00,NA,4,4,MOD
643,18/6/2019,15:25:00,NA,1,1,MOD
646,19/6/2019,14:30:00,NA,2,2,MOD
651,20/6/2019,15:15:00,NA,2,2,MOD
658,22/6/2019,15:00:00,NA,4,4,MOD
661,23/6/2019,14:05:00,NA,1,1,MOD
666,24/6/2019,14:50:00,NA,4,4,MOD
672,26/6/2019,14:35:00,NA,5,5,MOD
677,27/6/2019,15:20:00,NA,2,2,MOD
679,28/6/2019,14:25:00,NA,2,2,MOD
684,29/6/2019,15:05:00,NA,3,3,MOD
686,30/6/2019,14:10:00,NA,2,2,MOD
692,1/7/2019,14:55:00,NA,4,4,MOD
700,3/7/2019,14:45:00,NA,4,4,MOD
703,4/7/2019,15:25:00,NA,1,1,MOD
706,5/7/2019,14:30:00,NA,2,2,MOD
711,6/7/2019,15:15:00,NA,3,3,MOD
713,7/7/2019,14:20:00,NA,1,1,MOD
718,8/7/2019,15:00:00,NA,4,4,MOD
721,9/7/2019,14:05:00,NA,2,2,MOD
727,10/7/2019,14:50:00,NA,3,3,MOD
733,12/7/2019,14:35:00,NA,2,2,MOD
738,13/7/2019,15:20:00,NA,2,2,MOD
740,14/7/2019,14:25:00,NA,3,3,MOD
745,15/7/2019,15:05:00,NA,4,4,MOD
747,16/7/2019,14:10:00,NA,2,2,MOD
753,17/7/2019,14:55:00,NA,4,4,MOD
761,19/7/2019,14:45:00,NA,4,4,MOD
764,20/7/2019,15:25:00,NA,1,1,MOD
767,21/7/2019,14:30:00,NA,4,4,MOD
772,22/7/2019,15:15:00,NA,1,1,MOD
774,23/7/2019,14:20:00,NA,1,1,MOD
779,24/7/2019,15:00:00,NA,4,4,MOD
782,25/7/2019,14:05:00,NA,2,2,MOD
788,26/7/2019,14:50:00,NA,3,3,MOD
794,28/7/2019,14:35:00,NA,4,4,MOD
799,29/7/2019,15:20:00,NA,3,3,MOD
801,30/7/2019,14:25:00,NA,2,2,MOD
806,31/7/2019,15:05:00,NA,4,4,MOD
808,1/8/2019,14:10:00,NA,2,2,MOD
814,2/8/2019,14:55:00,NA,4,4,MOD
822,4/8/2019,14:45:00,NA,4,4,MOD
825,5/8/2019,15:25:00,NA,1,1,MOD
828,6/8/2019,14:30:00,NA,3,3,MOD
833,7/8/2019,15:15:00,NA,2,2,MOD
835,8/8/2019,14:20:00,NA,2,2,MOD
840,9/8/2019,15:00:00,NA,3,3,MOD
843,10/8/2019,14:05:00,NA,1,1,MOD
848,11/8/2019,14:50:00,NA,4,4,MOD
854,13/8/2019,14:35:00,NA,3,3,MOD
859,14/8/2019,15:20:00,NA,1,1,MOD
861,15/8/2019,14:25:00,NA,1,1,MOD
866,16/8/2019,15:05:00,NA,4,4,MOD
869,17/8/2019,14:10:00,NA,3,3,MOD
875,18/8/2019,14:55:00,NA,4,4,MOD
882,20/8/2019,14:40:00,NA,4,4,MOD
886,21/8/2019,15:25:00,NA,1,1,MOD
889,22/8/2019,14:30:00,NA,3,3,MOD
894,23/8/2019,15:15:00,NA,2,2,MOD
896,24/8/2019,14:20:00,NA,1,1,MOD
901,25/8/2019,15:00:00,NA,5,5,MOD
904,26/8/2019,14:05:00,NA,3,3,MOD
909,27/8/2019,14:50:00,NA,4,4,MOD
915,29/8/2019,14:35:00,NA,3,3,MOD
920,30/8/2019,15:20:00,NA,3,3,MOD
922,31/8/2019,14:25:00,NA,2,2,MOD
927,1/9/2019,15:05:00,NA,4,4,MOD
930,2/9/2019,14:10:00,NA,1,1,MOD
936,3/9/2019,14:55:00,NA,4,4,MOD
942,5/9/2019,14:40:00,NA,5,5,MOD
946,6/9/2019,15:25:00,NA,1,1,MOD
949,7/9/2019,14:30:00,NA,4,4,MOD
954,8/9/2019,15:15:00,NA,1,1,MOD
956,9/9/2019,14:20:00,NA,1,1,MOD
961,10/9/2019,15:00:00,NA,3,3,MOD
964,11/9/2019,14:05:00,NA,2,2,MOD
969,12/9/2019,14:50:00,NA,4,4,MOD
975,14/9/2019,14:35:00,NA,3,3,MOD
980,15/9/2019,15:20:00,NA,3,3,MOD
983,16/9/2019,14:25:00,NA,2,2,MOD
988,17/9/2019,15:05:00,NA,3,3,MOD
991,18/9/2019,14:10:00,NA,1,1,MOD
997,19/9/2019,14:55:00,NA,4,4,MOD
1003,21/9/2019,14:40:00,NA,5,5,MOD
1007,22/9/2019,15:25:00,0.112,2,1,MOD
1010,23/9/2019,14:30:00,NA,1,1,MOD
1015,24/9/2019,15:15:00,NA,1,1,MOD
1017,25/9/2019,14:20:00,NA,1,1,MOD
1022,26/9/2019,15:00:00,NA,3,3,MOD
1025,27/9/2019,14:05:00,NA,1,1,MOD
1030,28/9/2019,14:50:00,NA,5,5,MOD
1036,30/9/2019,14:35:00,NA,4,4,MOD
1041,1/10/2019,15:20:00,NA,3,3,MOD
1044,2/10/2019,14:25:00,NA,2,2,MOD
1049,3/10/2019,15:05:00,NA,2,2,MOD
1052,4/10/2019,14:10:00,NA,3,3,MOD
1058,5/10/2019,14:55:00,NA,4,4,MOD
1064,7/10/2019,14:40:00,NA,3,3,MOD
1068,8/10/2019,15:25:00,NA,2,2,MOD
1071,9/10/2019,14:30:00,NA,2,2,MOD
1076,10/10/2019,15:15:00,NA,3,3,MOD
1078,11/10/2019,14:20:00,NA,1,1,MOD
1083,12/10/2019,15:00:00,NA,3,3,MOD
1091,14/10/2019,14:50:00,NA,4,4,MOD
1094,15/10/2019,15:30:00,0.159,2,1,MOD
1097,16/10/2019,14:35:00,NA,3,3,MOD
1102,17/10/2019,15:20:00,NA,1,1,MOD
1105,18/10/2019,14:25:00,NA,1,1,MOD
1108,19/10/2019,15:05:00,NA,4,4,MOD
1111,20/10/2019,14:10:00,NA,3,3,MOD
1117,21/10/2019,14:55:00,NA,4,4,MOD
1119,22/10/2019,14:00:00,NA,2,2,MOD
1123,23/10/2019,14:40:00,NA,4,4,MOD
1127,24/10/2019,15:25:00,NA,2,2,MOD
1130,25/10/2019,14:30:00,NA,4,4,MOD
1135,26/10/2019,15:15:00,NA,2,2,MOD
1136,27/10/2019,14:20:00,NA,3,3,MOD
1141,28/10/2019,15:00:00,NA,4,4,MOD
1149,30/10/2019,14:50:00,0.338,4,3,MOD
1152,31/10/2019,15:30:00,NA,1,1,MOD
1155,1/11/2019,14:35:00,NA,4,4,MOD
1160,2/11/2019,15:20:00,NA,1,1,MOD
1163,3/11/2019,14:25:00,NA,2,2,MOD
1168,4/11/2019,15:05:00,NA,1,1,MOD
1171,5/11/2019,14:10:00,NA,1,1,MOD
1177,6/11/2019,14:55:00,NA,4,4,MOD
1179,7/11/2019,14:00:00,NA,1,1,MOD
1183,8/11/2019,14:40:00,NA,4,4,MOD
1187,9/11/2019,15:25:00,0.06,3,2,MOD
1190,10/11/2019,14:30:00,NA,3,3,MOD
1195,11/11/2019,15:15:00,NA,1,1,MOD
1197,12/11/2019,14:20:00,NA,1,1,MOD
1202,13/11/2019,15:00:00,NA,2,2,MOD
1210,15/11/2019,14:50:00,NA,4,4,MOD
1213,16/11/2019,15:30:00,-0.024,1,0,MOD
1216,17/11/2019,14:35:00,NA,3,3,MOD
1221,18/11/2019,15:20:00,NA,3,3,MOD
1224,19/11/2019,14:25:00,NA,2,2,MOD
1227,20/11/2019,15:05:00,0.179,3,2,MOD
1230,21/11/2019,14:10:00,NA,1,1,MOD
1236,22/11/2019,14:55:00,NA,4,4,MOD
1242,24/11/2019,14:40:00,NA,4,4,MOD
1246,25/11/2019,15:25:00,NA,1,1,MOD
1249,26/11/2019,14:30:00,NA,2,2,MOD
1255,27/11/2019,15:15:00,0.099,2,1,MOD
1257,28/11/2019,14:20:00,NA,1,1,MOD
1262,29/11/2019,15:00:00,NA,4,4,MOD
1265,30/11/2019,14:05:00,0.158,1,0,MOD
1270,1/12/2019,14:50:00,NA,4,4,MOD
1276,3/12/2019,14:35:00,NA,4,4,MOD
1281,4/12/2019,15:20:00,NA,2,2,MOD
1284,5/12/2019,14:25:00,0.273,2,1,MOD
1289,6/12/2019,15:05:00,NA,2,2,MOD
1292,7/12/2019,14:10:00,NA,1,1,MOD
1298,8/12/2019,14:55:00,NA,4,4,MOD
1304,10/12/2019,14:40:00,NA,3,3,MOD
1309,12/12/2019,14:30:00,NA,3,3,MOD
1315,13/12/2019,15:15:00,NA,3,3,MOD
1317,14/12/2019,14:20:00,NA,2,2,MOD
1322,15/12/2019,15:00:00,NA,4,4,MOD
1325,16/12/2019,14:05:00,0.2045,2,0,MOD
1330,17/12/2019,14:50:00,NA,3,3,MOD
1336,19/12/2019,14:35:00,NA,4,4,MOD
1341,20/12/2019,15:20:00,NA,2,2,MOD
1344,21/12/2019,14:25:00,NA,2,2,MOD
1349,22/12/2019,15:05:00,0.206,3,2,MOD
1352,23/12/2019,14:10:00,NA,1,1,MOD
1358,24/12/2019,14:55:00,NA,4,4,MOD
1364,26/12/2019,14:40:00,NA,3,3,MOD
1368,27/12/2019,15:25:00,0.031,2,1,MOD
1371,28/12/2019,14:30:00,NA,3,3,MOD
1377,29/12/2019,15:15:00,NA,2,2,MOD
1379,30/12/2019,14:20:00,NA,3,3,MOD
1384,31/12/2019,15:00:00,NA,4,4,MOD
2,1/1/2020,14:05:00,NA,2,2,MOD
7,2/1/2020,14:50:00,NA,3,3,MOD
13,4/1/2020,14:35:00,NA,3,3,MOD
18,5/1/2020,15:20:00,NA,2,2,MOD
20,6/1/2020,14:25:00,NA,3,3,MOD
25,7/1/2020,15:05:00,NA,4,4,MOD
28,8/1/2020,14:10:00,NA,1,1,MOD
34,9/1/2020,14:55:00,0.317,4,3,MOD
40,11/1/2020,14:40:00,NA,4,4,MOD
44,12/1/2020,15:25:00,0.224,3,2,MOD
47,13/1/2020,14:30:00,NA,2,2,MOD
52,14/1/2020,15:15:00,NA,1,1,MOD
54,15/1/2020,14:20:00,NA,1,1,MOD
59,16/1/2020,15:00:00,NA,3,3,MOD
67,18/1/2020,14:50:00,NA,3,3,MOD
70,19/1/2020,15:30:00,NA,2,2,MOD
73,20/1/2020,14:35:00,NA,4,4,MOD
78,21/1/2020,15:20:00,NA,2,2,MOD
80,22/1/2020,14:25:00,NA,3,3,MOD
85,23/1/2020,15:05:00,NA,3,3,MOD
88,24/1/2020,14:10:00,NA,1,1,MOD
94,25/1/2020,14:55:00,NA,4,4,MOD
97,26/1/2020,14:00:00,0.188,3,1,MOD
99,26/1/2020,15:40:00,NA,1,1,MOD
102,27/1/2020,14:45:00,NA,4,4,MOD
105,28/1/2020,15:25:00,NA,3,3,MOD
108,29/1/2020,14:30:00,NA,3,3,MOD
113,30/1/2020,15:15:00,NA,2,2,MOD
115,31/1/2020,14:20:00,NA,2,2,MOD
120,1/2/2020,15:00:00,NA,4,4,MOD
123,2/2/2020,14:05:00,NA,1,1,MOD
128,3/2/2020,14:50:00,NA,4,4,MOD
131,4/2/2020,15:30:00,0.055,3,1,MOD
134,5/2/2020,14:35:00,NA,3,3,MOD
139,6/2/2020,15:20:00,NA,1,1,MOD
142,7/2/2020,14:25:00,NA,3,3,MOD
147,8/2/2020,15:05:00,NA,2,2,MOD
149,9/2/2020,14:10:00,NA,2,2,MOD
155,10/2/2020,14:55:00,NA,4,4,MOD
158,11/2/2020,14:00:00,NA,1,1,MOD
163,12/2/2020,14:45:00,0.616,4,3,MOD
166,13/2/2020,15:25:00,NA,2,2,MOD
169,14/2/2020,14:30:00,NA,2,2,MOD
174,15/2/2020,15:15:00,NA,1,1,MOD
176,16/2/2020,14:20:00,NA,1,1,MOD
181,17/2/2020,15:00:00,NA,2,2,MOD
184,18/2/2020,14:05:00,NA,2,2,MOD
190,19/2/2020,14:50:00,NA,4,4,MOD
194,21/2/2020,14:35:00,NA,5,5,MOD
199,22/2/2020,15:20:00,NA,2,2,MOD
201,23/2/2020,14:25:00,NA,2,2,MOD
206,24/2/2020,15:10:00,NA,2,2,MOD
208,25/2/2020,14:15:00,NA,1,1,MOD
213,26/2/2020,14:55:00,NA,4,4,MOD
220,28/2/2020,14:45:00,NA,4,4,MOD
223,29/2/2020,15:25:00,NA,1,1,MOD
226,1/3/2020,14:30:00,NA,2,2,MOD
231,2/3/2020,15:15:00,NA,2,2,MOD
233,3/3/2020,14:20:00,NA,2,2,MOD
238,4/3/2020,15:00:00,NA,2,2,MOD
241,5/3/2020,14:05:00,NA,1,1,MOD
247,6/3/2020,14:50:00,NA,4,4,MOD
253,8/3/2020,14:35:00,NA,3,3,MOD
