,dia,hora,AOD,n,null,tipo
2,1/1/2015,14:20:00,NA,2,2,MOD
7,2/1/2015,15:00:00,NA,3,3,MOD
10,3/1/2015,14:05:00,0.2,3,2,MOD
15,4/1/2015,14:50:00,NA,4,4,MOD
18,5/1/2015,15:30:00,NA,1,1,MOD
21,6/1/2015,14:35:00,NA,4,4,MOD
26,7/1/2015,15:20:00,0.245,2,1,MOD
29,8/1/2015,14:25:00,NA,1,1,MOD
34,9/1/2015,15:05:00,0.208,4,2,MOD
36,10/1/2015,14:10:00,0.321,3,1,MOD
42,11/1/2015,14:55:00,NA,4,4,MOD
45,12/1/2015,14:00:00,0.213,1,0,MOD
47,12/1/2015,15:40:00,0.121,3,0,MOD
50,13/1/2015,14:45:00,NA,3,3,MOD
53,14/1/2015,15:25:00,NA,1,1,MOD
56,15/1/2015,14:30:00,NA,2,2,MOD
61,16/1/2015,15:15:00,NA,1,1,MOD
63,17/1/2015,14:20:00,0.424,3,1,MOD
68,18/1/2015,15:00:00,NA,4,4,MOD
71,19/1/2015,14:05:00,NA,2,2,MOD
76,20/1/2015,14:50:00,NA,4,4,MOD
82,22/1/2015,14:35:00,NA,3,3,MOD
87,23/1/2015,15:20:00,0.142,1,0,MOD
90,24/1/2015,14:25:00,NA,3,3,MOD
95,25/1/2015,15:05:00,NA,1,1,MOD
97,26/1/2015,14:10:00,NA,2,2,MOD
103,27/1/2015,14:55:00,NA,3,3,MOD
108,28/1/2015,15:40:00,0.10267,3,0,MOD
111,29/1/2015,14:45:00,0.4,3,2,MOD
114,30/1/2015,15:25:00,0.127,1,0,MOD
117,31/1/2015,14:30:00,NA,3,3,MOD
122,1/2/2015,15:15:00,NA,2,2,MOD
124,2/2/2015,14:20:00,NA,2,2,MOD
129,3/2/2015,15:00:00,0.244,4,3,MOD
132,4/2/2015,14:05:00,0.2135,2,0,MOD
137,5/2/2015,14:50:00,NA,4,4,MOD
143,7/2/2015,14:35:00,NA,3,3,MOD
151,9/2/2015,14:25:00,NA,3,3,MOD
156,10/2/2015,15:05:00,NA,2,2,MOD
158,11/2/2015,14:10:00,0.238,2,1,MOD
164,12/2/2015,14:55:00,NA,3,3,MOD
169,13/2/2015,15:40:00,0.0745,2,0,MOD
172,14/2/2015,14:45:00,NA,3,3,MOD
175,15/2/2015,15:25:00,NA,3,3,MOD
178,16/2/2015,14:30:00,NA,3,3,MOD
184,17/2/2015,15:15:00,NA,1,1,MOD
186,18/2/2015,14:20:00,NA,2,2,MOD
192,20/2/2015,14:05:00,NA,3,3,MOD
197,21/2/2015,14:50:00,NA,4,4,MOD
203,23/2/2015,14:35:00,NA,2,2,MOD
208,24/2/2015,15:20:00,NA,1,1,MOD
213,26/2/2015,15:05:00,NA,3,3,MOD
215,27/2/2015,14:10:00,NA,3,3,MOD
221,28/2/2015,14:55:00,NA,3,3,MOD
224,1/3/2015,14:00:00,0.192,3,2,MOD
226,1/3/2015,15:40:00,0.082,1,0,MOD
229,2/3/2015,14:45:00,NA,4,4,MOD
232,3/3/2015,15:25:00,NA,1,1,MOD
238,5/3/2015,15:15:00,NA,2,2,MOD
240,6/3/2015,14:20:00,0.216,3,2,MOD
245,7/3/2015,15:00:00,0.234,4,3,MOD
248,8/3/2015,14:05:00,0.298,2,1,MOD
253,9/3/2015,14:50:00,NA,4,4,MOD
256,10/3/2015,15:30:00,0.079,1,0,MOD
259,11/3/2015,14:35:00,0.238,3,2,MOD
264,12/3/2015,15:20:00,NA,2,2,MOD
267,13/3/2015,14:25:00,NA,2,2,MOD
272,14/3/2015,15:05:00,0.181,4,3,MOD
274,15/3/2015,14:10:00,0.196,3,2,MOD
280,16/3/2015,14:55:00,NA,4,4,MOD
283,17/3/2015,14:00:00,0.147,1,0,MOD
285,17/3/2015,15:40:00,NA,1,1,MOD
288,18/3/2015,14:45:00,NA,3,3,MOD
291,19/3/2015,15:25:00,NA,1,1,MOD
294,20/3/2015,14:30:00,NA,1,1,MOD
299,21/3/2015,15:15:00,NA,3,3,MOD
301,22/3/2015,14:20:00,NA,1,1,MOD
306,23/3/2015,15:00:00,NA,4,4,MOD
309,24/3/2015,14:05:00,NA,1,1,MOD
314,25/3/2015,14:50:00,NA,3,3,MOD
320,27/3/2015,14:35:00,NA,4,4,MOD
325,28/3/2015,15:20:00,0.209,2,1,MOD
328,29/3/2015,14:25:00,NA,2,2,MOD
333,30/3/2015,15:10:00,NA,2,2,MOD
335,31/3/2015,14:15:00,NA,1,1,MOD
340,1/4/2015,14:55:00,NA,3,3,MOD
345,2/4/2015,15:40:00,0.098,2,1,MOD
348,3/4/2015,14:45:00,NA,3,3,MOD
351,4/4/2015,15:25:00,NA,1,1,MOD
354,5/4/2015,14:30:00,NA,2,2,MOD
359,6/4/2015,15:15:00,NA,3,3,MOD
361,7/4/2015,14:20:00,NA,3,3,MOD
366,8/4/2015,15:00:00,NA,3,3,MOD
369,9/4/2015,14:05:00,NA,1,1,MOD
374,10/4/2015,14:50:00,NA,4,4,MOD
380,12/4/2015,14:35:00,0.238,4,3,MOD
385,13/4/2015,15:20:00,NA,2,2,MOD
388,14/4/2015,14:25:00,NA,2,2,MOD
393,15/4/2015,15:05:00,NA,3,3,MOD
401,17/4/2015,14:55:00,NA,4,4,MOD
404,18/4/2015,14:00:00,NA,2,2,MOD
409,19/4/2015,14:45:00,NA,3,3,MOD
412,20/4/2015,15:25:00,NA,3,3,MOD
415,21/4/2015,14:30:00,0.193,3,2,MOD
419,23/4/2015,14:20:00,NA,3,3,MOD
424,24/4/2015,15:00:00,NA,4,4,MOD
432,26/4/2015,14:50:00,NA,4,4,MOD
435,27/4/2015,15:30:00,NA,2,2,MOD
438,28/4/2015,14:35:00,NA,2,2,MOD
443,29/4/2015,15:20:00,NA,3,3,MOD
446,30/4/2015,14:25:00,NA,3,3,MOD
451,1/5/2015,15:10:00,NA,4,4,MOD
453,2/5/2015,14:15:00,NA,1,1,MOD
458,3/5/2015,14:55:00,NA,4,4,MOD
461,4/5/2015,14:00:00,NA,1,1,MOD
463,4/5/2015,15:40:00,NA,2,2,MOD
466,5/5/2015,14:45:00,NA,4,4,MOD
469,6/5/2015,15:25:00,NA,1,1,MOD
472,7/5/2015,14:30:00,NA,3,3,MOD
477,8/5/2015,15:15:00,NA,1,1,MOD
479,9/5/2015,14:20:00,NA,3,3,MOD
484,10/5/2015,15:00:00,NA,3,3,MOD
492,12/5/2015,14:50:00,NA,3,3,MOD
495,13/5/2015,15:30:00,NA,2,2,MOD
498,14/5/2015,14:35:00,NA,3,3,MOD
503,15/5/2015,15:20:00,NA,1,1,MOD
506,16/5/2015,14:25:00,NA,2,2,MOD
511,17/5/2015,15:10:00,NA,3,3,MOD
518,19/5/2015,14:55:00,NA,4,4,MOD
526,21/5/2015,14:45:00,NA,4,4,MOD
529,22/5/2015,15:25:00,NA,1,1,MOD
532,23/5/2015,14:30:00,NA,2,2,MOD
537,24/5/2015,15:15:00,NA,2,2,MOD
539,25/5/2015,14:20:00,NA,1,1,MOD
544,26/5/2015,15:00:00,NA,4,4,MOD
552,28/5/2015,14:50:00,NA,4,4,MOD
555,29/5/2015,15:30:00,NA,2,2,MOD
558,30/5/2015,14:35:00,NA,4,4,MOD
563,31/5/2015,15:20:00,NA,3,3,MOD
566,1/6/2015,14:25:00,NA,4,4,MOD
572,2/6/2015,15:10:00,NA,2,2,MOD
574,3/6/2015,14:15:00,NA,1,1,MOD
579,4/6/2015,14:55:00,NA,4,4,MOD
587,6/6/2015,14:45:00,NA,4,4,MOD
590,7/6/2015,15:25:00,NA,1,1,MOD
593,8/6/2015,14:30:00,NA,3,3,MOD
598,9/6/2015,15:15:00,NA,2,2,MOD
601,10/6/2015,14:20:00,NA,3,3,MOD
606,11/6/2015,15:00:00,NA,4,4,MOD
608,12/6/2015,14:05:00,NA,2,2,MOD
614,13/6/2015,14:50:00,NA,4,4,MOD
618,14/6/2015,15:35:00,NA,2,2,MOD
620,15/6/2015,14:35:00,NA,2,2,MOD
625,16/6/2015,15:20:00,NA,1,1,MOD
628,17/6/2015,14:25:00,NA,2,2,MOD
633,18/6/2015,15:10:00,NA,2,2,MOD
635,19/6/2015,14:15:00,NA,2,2,MOD
640,20/6/2015,14:55:00,NA,5,5,MOD
643,21/6/2015,14:00:00,NA,2,2,MOD
645,21/6/2015,15:40:00,NA,1,1,MOD
648,22/6/2015,14:45:00,NA,3,3,MOD
651,23/6/2015,15:25:00,NA,2,2,MOD
654,24/6/2015,14:30:00,NA,4,4,MOD
659,25/6/2015,15:15:00,NA,3,3,MOD
661,26/6/2015,14:20:00,NA,3,3,MOD
666,27/6/2015,15:00:00,NA,3,3,MOD
668,28/6/2015,14:05:00,NA,1,1,MOD
674,29/6/2015,14:50:00,NA,4,4,MOD
682,1/7/2015,14:40:00,NA,4,4,MOD
686,2/7/2015,15:20:00,NA,3,3,MOD
689,3/7/2015,14:25:00,NA,2,2,MOD
694,4/7/2015,15:10:00,NA,3,3,MOD
701,6/7/2015,14:55:00,NA,4,4,MOD
704,7/7/2015,14:00:00,NA,1,1,MOD
706,7/7/2015,15:40:00,NA,2,2,MOD
710,8/7/2015,14:45:00,NA,4,4,MOD
716,10/7/2015,14:30:00,NA,2,2,MOD
721,11/7/2015,15:15:00,NA,2,2,MOD
723,12/7/2015,14:20:00,NA,3,3,MOD
728,13/7/2015,15:00:00,NA,2,2,MOD
736,15/7/2015,14:50:00,NA,4,4,MOD
741,16/7/2015,15:35:00,NA,1,1,MOD
744,17/7/2015,14:40:00,NA,4,4,MOD
748,18/7/2015,15:20:00,NA,3,3,MOD
751,19/7/2015,14:25:00,NA,1,1,MOD
756,20/7/2015,15:10:00,NA,1,1,MOD
758,21/7/2015,14:15:00,NA,1,1,MOD
763,22/7/2015,14:55:00,NA,3,3,MOD
768,23/7/2015,15:40:00,NA,2,2,MOD
771,24/7/2015,14:45:00,NA,4,4,MOD
777,26/7/2015,14:30:00,NA,2,2,MOD
782,27/7/2015,15:15:00,NA,3,3,MOD
784,28/7/2015,14:20:00,NA,1,1,MOD
789,29/7/2015,15:00:00,NA,3,3,MOD
797,31/7/2015,14:50:00,NA,4,4,MOD
805,2/8/2015,14:40:00,NA,4,4,MOD
809,3/8/2015,15:20:00,NA,3,3,MOD
812,4/8/2015,14:25:00,NA,2,2,MOD
817,5/8/2015,15:10:00,NA,2,2,MOD
824,7/8/2015,14:55:00,NA,4,4,MOD
827,8/8/2015,14:00:00,NA,2,2,MOD
829,8/8/2015,15:40:00,NA,2,2,MOD
833,9/8/2015,14:45:00,NA,4,4,MOD
836,10/8/2015,15:25:00,NA,1,1,MOD
839,11/8/2015,14:30:00,NA,3,3,MOD
844,12/8/2015,15:15:00,NA,3,3,MOD
846,13/8/2015,14:20:00,NA,1,1,MOD
851,14/8/2015,15:00:00,NA,2,2,MOD
853,15/8/2015,14:05:00,NA,2,2,MOD
859,16/8/2015,14:50:00,NA,4,4,MOD
867,18/8/2015,14:40:00,NA,4,4,MOD
871,19/8/2015,15:20:00,NA,3,3,MOD
874,20/8/2015,14:25:00,NA,3,3,MOD
879,21/8/2015,15:10:00,NA,3,3,MOD
881,22/8/2015,14:15:00,NA,3,3,MOD
886,23/8/2015,14:55:00,NA,3,3,MOD
889,24/8/2015,14:00:00,NA,2,2,MOD
894,25/8/2015,14:45:00,NA,3,3,MOD
897,26/8/2015,15:25:00,NA,1,1,MOD
900,27/8/2015,14:30:00,NA,4,4,MOD
905,28/8/2015,15:15:00,NA,1,1,MOD
908,29/8/2015,14:20:00,NA,2,2,MOD
913,30/8/2015,15:00:00,NA,4,4,MOD
921,1/9/2015,14:50:00,NA,4,4,MOD
925,3/9/2015,14:35:00,NA,3,3,MOD
930,4/9/2015,15:20:00,NA,3,3,MOD
933,5/9/2015,14:25:00,NA,2,2,MOD
939,6/9/2015,15:10:00,NA,4,4,MOD
941,7/9/2015,14:15:00,NA,3,3,MOD
946,8/9/2015,14:55:00,NA,4,4,MOD
951,9/9/2015,15:40:00,NA,1,1,MOD
954,10/9/2015,14:45:00,NA,4,4,MOD
957,11/9/2015,15:25:00,NA,3,3,MOD
960,12/9/2015,14:30:00,NA,2,2,MOD
965,13/9/2015,15:15:00,NA,2,2,MOD
967,14/9/2015,14:20:00,NA,2,2,MOD
972,15/9/2015,15:00:00,NA,3,3,MOD
975,16/9/2015,14:05:00,NA,2,2,MOD
981,17/9/2015,14:50:00,NA,4,4,MOD
984,18/9/2015,15:30:00,NA,2,2,MOD
987,19/9/2015,14:35:00,NA,2,2,MOD
991,20/9/2015,15:20:00,NA,2,2,MOD
994,21/9/2015,14:25:00,NA,2,2,MOD
999,22/9/2015,15:10:00,NA,1,1,MOD
1000,23/9/2015,14:10:00,NA,2,2,MOD
1006,24/9/2015,14:55:00,NA,4,4,MOD
1009,25/9/2015,14:00:00,NA,1,1,MOD
1014,26/9/2015,14:45:00,NA,4,4,MOD
1017,27/9/2015,15:25:00,NA,2,2,MOD
1020,28/9/2015,14:30:00,NA,1,1,MOD
1025,29/9/2015,15:15:00,NA,3,3,MOD
1027,30/9/2015,14:20:00,NA,2,2,MOD
1035,3/10/2015,14:50:00,NA,4,4,MOD
55,2/10/2015,14:05:00,0.248,3,2,MOD
1041,5/10/2015,14:35:00,NA,3,3,MOD
1046,6/10/2015,15:20:00,NA,3,3,MOD
1049,7/10/2015,14:25:00,NA,3,3,MOD
1054,8/10/2015,15:05:00,NA,3,3,MOD
1056,9/10/2015,14:10:00,0.307,2,1,MOD
1062,10/10/2015,14:55:00,NA,4,4,MOD
1065,11/10/2015,14:00:00,NA,1,1,MOD
1070,12/10/2015,14:45:00,NA,3,3,MOD
1073,13/10/2015,15:25:00,NA,1,1,MOD
1076,14/10/2015,14:30:00,NA,2,2,MOD
1081,15/10/2015,15:15:00,NA,2,2,MOD
1083,16/10/2015,14:20:00,NA,3,3,MOD
1088,17/10/2015,15:00:00,NA,5,5,MOD
1091,18/10/2015,14:05:00,NA,1,1,MOD
1097,19/10/2015,14:50:00,NA,4,4,MOD
1103,21/10/2015,14:35:00,NA,5,5,MOD
1108,22/10/2015,15:20:00,NA,2,2,MOD
1111,23/10/2015,14:25:00,NA,1,1,MOD
1116,24/10/2015,15:10:00,NA,4,4,MOD
1118,25/10/2015,14:15:00,NA,2,2,MOD
1123,26/10/2015,14:55:00,NA,4,4,MOD
1126,27/10/2015,14:00:00,NA,1,1,MOD
1129,27/10/2015,15:40:00,NA,2,2,MOD
1133,29/10/2015,15:25:00,NA,1,1,MOD
1136,30/10/2015,14:30:00,NA,3,3,MOD
1141,31/10/2015,15:15:00,NA,2,2,MOD
1143,1/11/2015,14:20:00,NA,2,2,MOD
1148,2/11/2015,15:00:00,NA,3,3,MOD
1150,3/11/2015,14:05:00,NA,1,1,MOD
1156,4/11/2015,14:50:00,NA,4,4,MOD
1163,6/11/2015,14:35:00,NA,4,4,MOD
1168,7/11/2015,15:20:00,NA,3,3,MOD
1171,8/11/2015,14:25:00,NA,3,3,MOD
1176,9/11/2015,15:10:00,NA,3,3,MOD
1178,10/11/2015,14:15:00,NA,1,1,MOD
1183,11/11/2015,14:55:00,NA,4,4,MOD
1188,12/11/2015,15:40:00,NA,1,1,MOD
1191,13/11/2015,14:45:00,NA,5,5,MOD
1194,14/11/2015,15:25:00,NA,2,2,MOD
1197,15/11/2015,14:30:00,0.58,4,3,MOD
1202,16/11/2015,15:15:00,NA,1,1,MOD
1204,17/11/2015,14:20:00,0.464,1,0,MOD
1209,18/11/2015,15:00:00,NA,4,4,MOD
1211,19/11/2015,14:05:00,0.255,1,0,MOD
1217,20/11/2015,14:50:00,NA,3,3,MOD
1224,22/11/2015,14:35:00,NA,4,4,MOD
1229,23/11/2015,15:20:00,0.278,2,1,MOD
1232,24/11/2015,14:25:00,NA,1,1,MOD
1237,25/11/2015,15:10:00,NA,2,2,MOD
1239,26/11/2015,14:15:00,NA,1,1,MOD
1244,27/11/2015,14:55:00,NA,4,4,MOD
1247,28/11/2015,14:00:00,0.289,1,0,MOD
1250,28/11/2015,15:40:00,0.149,2,1,MOD
1253,29/11/2015,14:45:00,NA,4,4,MOD
1256,30/11/2015,15:25:00,0.264,3,1,MOD
1259,1/12/2015,14:30:00,NA,3,3,MOD
1264,2/12/2015,15:15:00,NA,1,1,MOD
1266,3/12/2015,14:20:00,NA,2,2,MOD
1271,4/12/2015,15:00:00,0.597,4,3,MOD
1274,5/12/2015,14:05:00,0.34,2,0,MOD
1280,6/12/2015,14:50:00,NA,4,4,MOD
1283,7/12/2015,15:30:00,NA,2,2,MOD
1286,8/12/2015,14:35:00,NA,2,2,MOD
1291,9/12/2015,15:20:00,NA,1,1,MOD
1294,10/12/2015,14:25:00,NA,3,3,MOD
1299,11/12/2015,15:05:00,0.331,3,2,MOD
1307,13/12/2015,14:55:00,NA,1,1,MOD
1310,14/12/2015,14:00:00,NA,1,1,MOD
1315,15/12/2015,14:45:00,NA,3,3,MOD
1318,16/12/2015,15:25:00,NA,1,1,MOD
1321,17/12/2015,14:30:00,0.472,4,3,MOD
1326,18/12/2015,15:15:00,NA,2,2,MOD
1328,19/12/2015,14:20:00,NA,1,1,MOD
1333,20/12/2015,15:00:00,NA,4,4,MOD
1341,22/12/2015,14:50:00,NA,4,4,MOD
1344,23/12/2015,15:30:00,0.165,2,1,MOD
1347,24/12/2015,14:35:00,NA,4,4,MOD
1352,25/12/2015,15:20:00,NA,2,2,MOD
1355,26/12/2015,14:25:00,NA,1,1,MOD
1359,27/12/2015,15:05:00,NA,2,2,MOD
1367,29/12/2015,14:55:00,NA,4,4,MOD
1370,30/12/2015,14:00:00,NA,2,2,MOD
1372,30/12/2015,15:40:00,0.43733,3,0,MOD
1375,31/12/2015,14:45:00,NA,2,2,MOD
6,2/1/2016,14:30:00,NA,3,3,MOD
11,3/1/2016,15:15:00,NA,3,3,MOD
13,4/1/2016,14:20:00,NA,1,1,MOD
18,5/1/2016,15:00:00,NA,4,4,MOD
21,6/1/2016,14:05:00,0.455,3,2,MOD
27,7/1/2016,14:50:00,NA,4,4,MOD
33,9/1/2016,14:35:00,NA,4,4,MOD
38,10/1/2016,15:20:00,NA,1,1,MOD
41,11/1/2016,14:25:00,0.505,3,2,MOD
46,12/1/2016,15:10:00,NA,4,4,MOD
48,13/1/2016,14:15:00,0.2245,3,1,MOD
53,14/1/2016,14:55:00,NA,4,4,MOD
58,15/1/2016,15:40:00,0.135,1,0,MOD
61,16/1/2016,14:45:00,0.489,4,3,MOD
64,17/1/2016,15:25:00,0.121,3,2,MOD
67,18/1/2016,14:30:00,NA,2,2,MOD
72,19/1/2016,15:15:00,NA,2,2,MOD
74,20/1/2016,14:20:00,0.461,2,1,MOD
79,21/1/2016,15:00:00,NA,3,3,MOD
82,22/1/2016,14:05:00,0.39633,3,0,MOD
88,23/1/2016,14:50:00,NA,4,4,MOD
94,25/1/2016,14:35:00,NA,3,3,MOD
102,27/1/2016,14:25:00,NA,2,2,MOD
107,28/1/2016,15:10:00,NA,2,2,MOD
109,29/1/2016,14:15:00,NA,3,3,MOD
114,30/1/2016,14:55:00,NA,4,4,MOD
117,31/1/2016,14:00:00,NA,1,1,MOD
119,31/1/2016,15:40:00,NA,2,2,MOD
122,1/2/2016,14:45:00,NA,2,2,MOD
125,2/2/2016,15:25:00,NA,1,1,MOD
128,3/2/2016,14:30:00,NA,1,1,MOD
133,4/2/2016,15:15:00,NA,2,2,MOD
135,5/2/2016,14:20:00,0.418,3,2,MOD
140,6/2/2016,15:00:00,NA,3,3,MOD
143,7/2/2016,14:05:00,0.309,1,0,MOD
149,8/2/2016,14:50:00,NA,4,4,MOD
155,10/2/2016,14:35:00,NA,3,3,MOD
160,11/2/2016,15:20:00,NA,2,2,MOD
163,12/2/2016,14:25:00,0.517,4,2,MOD
167,13/2/2016,15:05:00,NA,3,3,MOD
169,14/2/2016,14:10:00,NA,2,2,MOD
175,15/2/2016,14:55:00,NA,4,4,MOD
178,16/2/2016,14:00:00,0.25,2,0,MOD
180,16/2/2016,15:40:00,0.164,2,1,MOD
183,17/2/2016,14:45:00,NA,4,4,MOD
187,28/2/2016,14:25:00,0.245,2,1,MOD
192,29/2/2016,15:05:00,NA,3,3,MOD
194,1/3/2016,14:10:00,0.145,2,1,MOD
200,2/3/2016,14:55:00,0.271,4,3,MOD
205,4/3/2016,14:45:00,NA,4,4,MOD
208,5/3/2016,15:25:00,NA,1,1,MOD
211,6/3/2016,14:30:00,NA,3,3,MOD
216,7/3/2016,15:15:00,NA,2,2,MOD
218,8/3/2016,14:20:00,0.314,1,0,MOD
223,9/3/2016,15:00:00,0.225,3,2,MOD
226,10/3/2016,14:05:00,NA,1,1,MOD
233,12/3/2016,15:30:00,NA,1,1,MOD
236,13/3/2016,14:35:00,NA,3,3,MOD
241,14/3/2016,15:20:00,NA,3,3,MOD
243,15/3/2016,14:25:00,NA,2,2,MOD
248,16/3/2016,15:05:00,NA,2,2,MOD
250,17/3/2016,14:10:00,NA,2,2,MOD
256,18/3/2016,14:55:00,0.286,4,3,MOD
264,20/3/2016,14:45:00,NA,4,4,MOD
267,21/3/2016,15:25:00,0.131,2,1,MOD
270,22/3/2016,14:30:00,0.241,4,3,MOD
275,23/3/2016,15:15:00,NA,1,1,MOD
277,24/3/2016,14:20:00,NA,1,1,MOD
282,25/3/2016,15:00:00,NA,4,4,MOD
290,27/3/2016,14:50:00,NA,3,3,MOD
293,28/3/2016,15:30:00,NA,2,2,MOD
296,29/3/2016,14:35:00,NA,3,3,MOD
301,30/3/2016,15:20:00,NA,1,1,MOD
303,31/3/2016,14:25:00,NA,2,2,MOD
308,1/4/2016,15:05:00,NA,2,2,MOD
310,2/4/2016,14:10:00,NA,1,1,MOD
316,3/4/2016,14:55:00,NA,4,4,MOD
324,5/4/2016,14:45:00,NA,4,4,MOD
327,6/4/2016,15:25:00,NA,2,2,MOD
330,7/4/2016,14:30:00,NA,3,3,MOD
335,8/4/2016,15:15:00,0.378,5,4,MOD
337,9/4/2016,14:20:00,NA,1,1,MOD
342,10/4/2016,15:00:00,NA,3,3,MOD
345,11/4/2016,14:05:00,NA,1,1,MOD
350,12/4/2016,14:50:00,NA,4,4,MOD
358,15/4/2016,15:20:00,NA,2,2,MOD
360,16/4/2016,14:25:00,NA,1,1,MOD
365,17/4/2016,15:05:00,NA,2,2,MOD
367,18/4/2016,14:10:00,NA,2,2,MOD
373,19/4/2016,14:55:00,NA,3,3,MOD
376,20/4/2016,14:00:00,NA,1,1,MOD
381,21/4/2016,14:45:00,NA,3,3,MOD
384,22/4/2016,15:25:00,NA,2,2,MOD
387,23/4/2016,14:30:00,NA,1,1,MOD
393,24/4/2016,15:15:00,NA,3,3,MOD
395,25/4/2016,14:20:00,NA,1,1,MOD
400,26/4/2016,15:00:00,NA,3,3,MOD
403,27/4/2016,14:05:00,NA,2,2,MOD
408,28/4/2016,14:50:00,NA,4,4,MOD
411,29/4/2016,15:30:00,NA,1,1,MOD
414,30/4/2016,14:35:00,NA,4,4,MOD
419,1/5/2016,15:20:00,NA,1,1,MOD
422,2/5/2016,14:25:00,NA,2,2,MOD
427,3/5/2016,15:10:00,NA,4,4,MOD
429,4/5/2016,14:15:00,NA,2,2,MOD
434,5/5/2016,14:55:00,NA,4,4,MOD
437,6/5/2016,14:00:00,NA,1,1,MOD
440,6/5/2016,15:40:00,NA,2,2,MOD
443,7/5/2016,14:45:00,NA,4,4,MOD
446,8/5/2016,15:25:00,NA,1,1,MOD
449,9/5/2016,14:30:00,NA,3,3,MOD
454,10/5/2016,15:15:00,NA,1,1,MOD
456,11/5/2016,14:20:00,NA,1,1,MOD
461,12/5/2016,15:00:00,NA,3,3,MOD
469,14/5/2016,14:50:00,NA,4,4,MOD
472,15/5/2016,15:30:00,NA,1,1,MOD
475,16/5/2016,14:35:00,NA,1,1,MOD
480,17/5/2016,15:20:00,NA,1,1,MOD
483,18/5/2016,14:25:00,NA,1,1,MOD
488,19/5/2016,15:10:00,NA,1,1,MOD
495,21/5/2016,14:55:00,NA,4,4,MOD
503,23/5/2016,14:45:00,NA,3,3,MOD
509,25/5/2016,14:30:00,NA,3,3,MOD
514,26/5/2016,15:15:00,NA,2,2,MOD
516,27/5/2016,14:20:00,NA,3,3,MOD
521,28/5/2016,15:00:00,NA,2,2,MOD
523,29/5/2016,14:05:00,NA,1,1,MOD
529,30/5/2016,14:50:00,NA,4,4,MOD
532,31/5/2016,15:30:00,NA,1,1,MOD
533,31/5/2016,15:35:00,NA,1,1,MOD
535,1/6/2016,14:35:00,NA,3,3,MOD
540,2/6/2016,15:20:00,NA,1,1,MOD
543,3/6/2016,14:25:00,NA,3,3,MOD
548,4/6/2016,15:10:00,NA,3,3,MOD
550,5/6/2016,14:15:00,NA,2,2,MOD
555,6/6/2016,14:55:00,NA,1,1,MOD
558,7/6/2016,14:00:00,NA,1,1,MOD
563,8/6/2016,14:45:00,NA,4,4,MOD
566,9/6/2016,15:25:00,NA,2,2,MOD
569,10/6/2016,14:30:00,NA,1,1,MOD
574,11/6/2016,15:15:00,NA,3,3,MOD
576,12/6/2016,14:20:00,NA,2,2,MOD
581,13/6/2016,15:00:00,NA,4,4,MOD
583,14/6/2016,14:05:00,NA,2,2,MOD
589,15/6/2016,14:50:00,NA,4,4,MOD
595,17/6/2016,14:35:00,NA,4,4,MOD
600,18/6/2016,15:20:00,NA,2,2,MOD
603,19/6/2016,14:25:00,NA,2,2,MOD
608,20/6/2016,15:10:00,NA,4,4,MOD
610,21/6/2016,14:15:00,NA,2,2,MOD
615,22/6/2016,14:55:00,NA,4,4,MOD
618,23/6/2016,14:00:00,NA,1,1,MOD
623,24/6/2016,14:45:00,NA,4,4,MOD
626,25/6/2016,15:25:00,NA,2,2,MOD
629,26/6/2016,14:30:00,NA,2,2,MOD
634,27/6/2016,15:15:00,NA,3,3,MOD
636,28/6/2016,14:20:00,NA,3,3,MOD
641,29/6/2016,15:00:00,NA,3,3,MOD
643,30/6/2016,14:05:00,NA,2,2,MOD
651,1/7/2016,14:50:00,NA,4,4,MOD
652,1/7/2016,14:50:00,NA,4,4,MOD
659,2/7/2016,15:35:00,NA,2,2,MOD
660,2/7/2016,15:35:00,NA,2,2,MOD
663,3/7/2016,14:35:00,NA,4,4,MOD
664,3/7/2016,14:35:00,NA,4,4,MOD
673,4/7/2016,15:20:00,NA,1,1,MOD
674,4/7/2016,15:20:00,NA,1,1,MOD
679,5/7/2016,14:25:00,NA,3,3,MOD
680,5/7/2016,14:25:00,NA,3,3,MOD
689,6/7/2016,15:10:00,NA,3,3,MOD
690,6/7/2016,15:10:00,NA,3,3,MOD
693,7/7/2016,14:15:00,NA,2,2,MOD
694,7/7/2016,14:15:00,NA,2,2,MOD
703,8/7/2016,14:55:00,NA,4,4,MOD
704,8/7/2016,14:55:00,NA,4,4,MOD
709,9/7/2016,14:00:00,NA,2,2,MOD
710,9/7/2016,14:00:00,NA,2,2,MOD
719,10/7/2016,14:45:00,NA,4,4,MOD
720,10/7/2016,14:45:00,NA,4,4,MOD
725,11/7/2016,15:25:00,NA,2,2,MOD
726,11/7/2016,15:25:00,NA,2,2,MOD
731,12/7/2016,14:30:00,NA,2,2,MOD
732,12/7/2016,14:30:00,NA,2,2,MOD
741,13/7/2016,15:15:00,NA,3,3,MOD
742,13/7/2016,15:15:00,NA,3,3,MOD
747,14/7/2016,14:20:00,NA,3,3,MOD
748,14/7/2016,14:20:00,NA,3,3,MOD
757,15/7/2016,15:00:00,NA,4,4,MOD
758,15/7/2016,15:00:00,NA,4,4,MOD
761,16/7/2016,14:05:00,NA,2,2,MOD
762,16/7/2016,14:05:00,NA,2,2,MOD
773,17/7/2016,14:50:00,NA,4,4,MOD
774,17/7/2016,14:50:00,NA,4,4,MOD
