,dia,hora,AOD,n,null,tipo
348,15/2/2017,19:40:00,0.175,2,1,MYD
351,16/2/2017,20:20:00,NA,2,2,MYD
138,16/2/2017,17:15:00,NA,4,4,MOD
353,17/2/2017,19:25:00,NA,1,1,MYD
142,17/2/2017,18:00:00,NA,1,1,MOD
357,18/2/2017,20:10:00,0.44367,4,1,MYD
144,18/2/2017,17:05:00,0.517,3,1,MOD
359,19/2/2017,19:15:00,0.1345,2,0,MYD
148,19/2/2017,17:45:00,0.102,2,1,MOD
362,20/2/2017,19:55:00,0.1595,4,2,MYD
150,20/2/2017,16:50:00,NA,3,3,MOD
154,21/2/2017,17:35:00,NA,3,3,MOD
368,22/2/2017,19:45:00,0.3615,3,1,MYD
159,23/2/2017,17:20:00,0.324,4,1,MOD
374,24/2/2017,19:35:00,0.215,1,0,MYD
377,25/2/2017,20:15:00,0.68133,4,1,MYD
164,25/2/2017,17:10:00,0.422,4,2,MOD
379,26/2/2017,19:20:00,0.1485,2,0,MYD
383,27/2/2017,20:05:00,0.3635,4,2,MYD
170,27/2/2017,16:55:00,0.421,4,2,MOD
175,28/2/2017,17:40:00,0.2205,2,0,MOD
387,1/3/2017,19:50:00,0.334,3,1,MYD
177,1/3/2017,16:45:00,0.306,3,1,MOD
391,2/3/2017,20:35:00,0.389,2,1,MYD
180,2/3/2017,17:25:00,0.252,3,1,MOD
393,3/3/2017,19:40:00,0.374,2,1,MYD
396,4/3/2017,20:20:00,NA,3,3,MYD
187,4/3/2017,17:15:00,0.5135,3,1,MOD
398,5/3/2017,19:25:00,NA,2,2,MYD
402,6/3/2017,20:10:00,NA,4,4,MYD
194,6/3/2017,17:05:00,NA,2,2,MOD
404,7/3/2017,19:15:00,NA,3,3,MYD
197,7/3/2017,17:45:00,NA,3,3,MOD
407,8/3/2017,19:55:00,NA,4,4,MYD
200,8/3/2017,16:50:00,0.5935,2,0,MOD
204,9/3/2017,17:35:00,0.554,3,2,MOD
412,10/3/2017,19:45:00,NA,3,3,MYD
416,11/3/2017,20:30:00,NA,1,1,MYD
210,11/3/2017,17:20:00,NA,4,4,MOD
418,12/3/2017,19:35:00,NA,2,2,MYD
421,13/3/2017,20:15:00,NA,3,3,MYD
218,13/3/2017,17:10:00,NA,4,4,MOD
427,15/3/2017,20:05:00,NA,4,4,MYD
224,15/3/2017,16:55:00,NA,4,4,MOD
228,16/3/2017,17:40:00,0.46767,3,0,MOD
432,17/3/2017,19:50:00,NA,4,4,MYD
231,17/3/2017,16:45:00,0.397,2,1,MOD
436,18/3/2017,20:35:00,NA,2,2,MYD
234,18/3/2017,17:25:00,0.217,4,2,MOD
438,19/3/2017,19:40:00,0.434,1,0,MYD
441,20/3/2017,20:20:00,NA,2,2,MYD
241,20/3/2017,17:15:00,0.469,4,3,MOD
443,21/3/2017,19:25:00,0.2035,2,0,MYD
446,22/3/2017,20:10:00,NA,4,4,MYD
248,22/3/2017,17:05:00,NA,2,2,MOD
452,24/3/2017,20:00:00,NA,4,4,MYD
254,24/3/2017,16:50:00,0.329,2,1,MOD
258,25/3/2017,17:35:00,0.216,4,1,MOD
457,26/3/2017,19:45:00,NA,2,2,MYD
261,26/3/2017,16:40:00,0.349,1,0,MOD
461,27/3/2017,20:30:00,NA,3,3,MYD
264,27/3/2017,17:20:00,0.249,4,2,MOD
463,28/3/2017,19:35:00,NA,3,3,MYD
466,29/3/2017,20:15:00,NA,2,2,MYD
272,29/3/2017,17:10:00,NA,4,4,MOD
467,30/3/2017,19:20:00,NA,2,2,MYD
276,30/3/2017,17:50:00,0.198,1,0,MOD
471,31/3/2017,20:05:00,NA,3,3,MYD
278,31/3/2017,16:55:00,NA,3,3,MOD
282,1/4/2017,17:40:00,0.067,2,0,MOD
476,2/4/2017,19:50:00,NA,4,4,MYD
285,2/4/2017,16:45:00,NA,2,2,MOD
480,3/4/2017,20:35:00,NA,1,1,MYD
288,3/4/2017,17:25:00,NA,3,3,MOD
482,4/4/2017,19:40:00,0.3775,2,0,MYD
291,4/4/2017,16:30:00,NA,1,1,MOD
485,5/4/2017,20:20:00,0.7445,2,0,MYD
295,5/4/2017,17:15:00,0.5755,4,2,MOD
487,6/4/2017,19:25:00,NA,1,1,MYD
490,7/4/2017,20:10:00,NA,3,3,MYD
302,7/4/2017,17:05:00,0.57,4,1,MOD
495,9/4/2017,19:55:00,NA,3,3,MYD
308,9/4/2017,16:50:00,0.575,2,1,MOD
499,10/4/2017,20:40:00,NA,1,1,MYD
312,10/4/2017,17:35:00,0.436,4,1,MOD
501,11/4/2017,19:45:00,NA,5,5,MYD
315,11/4/2017,16:40:00,0.54067,3,0,MOD
505,12/4/2017,20:30:00,0.412,2,0,MYD
318,12/4/2017,17:20:00,NA,4,4,MOD
507,13/4/2017,19:35:00,NA,2,2,MYD
510,14/4/2017,20:15:00,NA,2,2,MYD
326,14/4/2017,17:10:00,0.6295,4,2,MOD
512,15/4/2017,19:20:00,NA,2,2,MYD
317,15/4/2017,17:50:00,NA,2,2,MOD
516,16/4/2017,20:05:00,NA,4,4,MYD
331,16/4/2017,16:55:00,0.542,2,0,MOD
335,17/4/2017,17:40:00,NA,2,2,MOD
520,18/4/2017,19:50:00,NA,4,4,MYD
338,18/4/2017,16:45:00,NA,2,2,MOD
341,19/4/2017,17:25:00,NA,2,2,MOD
526,20/4/2017,19:40:00,0.283,1,0,MYD
344,20/4/2017,16:30:00,0.2775,2,0,MOD
529,21/4/2017,20:20:00,NA,1,1,MYD
348,21/4/2017,17:15:00,0.52267,4,1,MOD
531,22/4/2017,19:25:00,0.239,1,0,MYD
535,23/4/2017,20:10:00,NA,3,3,MYD
355,23/4/2017,17:05:00,0.569,3,2,MOD
537,24/4/2017,19:15:00,NA,1,1,MYD
540,25/4/2017,19:55:00,NA,4,4,MYD
358,25/4/2017,16:50:00,0.773,1,0,MOD
362,26/4/2017,17:35:00,0.14633,3,0,MOD
545,27/4/2017,19:45:00,NA,3,3,MYD
365,27/4/2017,16:40:00,NA,2,2,MOD
549,28/4/2017,20:30:00,NA,2,2,MYD
368,28/4/2017,17:20:00,NA,4,4,MOD
551,29/4/2017,19:35:00,NA,1,1,MYD
554,30/4/2017,20:15:00,NA,1,1,MYD
376,30/4/2017,17:10:00,0.601,2,1,MOD
556,1/5/2017,19:20:00,NA,2,2,MYD
381,1/5/2017,17:50:00,0.659,1,0,MOD
560,2/5/2017,20:05:00,NA,5,5,MYD
383,2/5/2017,16:55:00,0.957,2,0,MOD
388,3/5/2017,17:40:00,NA,2,2,MOD
564,4/5/2017,19:50:00,NA,4,4,MYD
390,4/5/2017,16:45:00,1.904,1,0,MOD
569,5/5/2017,20:35:00,NA,3,3,MYD
393,5/5/2017,17:25:00,0.6705,3,1,MOD
571,6/5/2017,19:40:00,NA,1,1,MYD
395,6/5/2017,16:30:00,NA,1,1,MOD
574,7/5/2017,20:20:00,NA,2,2,MYD
399,7/5/2017,17:15:00,0.71725,4,0,MOD
576,8/5/2017,19:25:00,NA,2,2,MYD
580,9/5/2017,20:10:00,NA,3,3,MYD
405,9/5/2017,17:05:00,NA,1,1,MOD
582,10/5/2017,19:15:00,NA,2,2,MYD
585,11/5/2017,19:55:00,NA,4,4,MYD
411,11/5/2017,16:50:00,0.641,1,0,MOD
416,12/5/2017,17:35:00,0.8655,3,1,MOD
591,13/5/2017,19:45:00,0.62,2,1,MYD
418,13/5/2017,16:40:00,0.671,2,0,MOD
595,14/5/2017,20:30:00,NA,1,1,MYD
421,14/5/2017,17:20:00,1.3635,4,2,MOD
597,15/5/2017,19:35:00,NA,1,1,MYD
600,16/5/2017,20:15:00,NA,4,4,MYD
426,16/5/2017,17:10:00,1.095,3,2,MOD
602,17/5/2017,19:20:00,NA,1,1,MYD
430,17/5/2017,17:50:00,NA,2,2,MOD
606,18/5/2017,20:05:00,1.385,4,3,MYD
432,18/5/2017,16:55:00,0.65133,3,0,MOD
437,19/5/2017,17:40:00,0.631,2,0,MOD
610,20/5/2017,19:50:00,NA,4,4,MYD
439,20/5/2017,16:45:00,0.55533,3,0,MOD
615,21/5/2017,20:35:00,NA,3,3,MYD
442,21/5/2017,17:25:00,0.568,3,1,MOD
617,22/5/2017,19:40:00,0.668,3,2,MYD
444,22/5/2017,16:30:00,0.765,1,0,MOD
620,23/5/2017,20:20:00,0.769,2,0,MYD
448,23/5/2017,17:15:00,0.562,4,2,MOD
622,24/5/2017,19:25:00,NA,1,1,MYD
626,25/5/2017,20:10:00,NA,5,5,MYD
628,26/5/2017,19:15:00,NA,1,1,MYD
631,27/5/2017,19:55:00,NA,3,3,MYD
458,27/5/2017,16:50:00,NA,1,1,MOD
463,28/5/2017,17:35:00,0.697,3,2,MOD
637,29/5/2017,19:45:00,NA,4,4,MYD
465,29/5/2017,16:40:00,NA,2,2,MOD
468,30/5/2017,17:20:00,NA,4,4,MOD
643,31/5/2017,19:35:00,NA,1,1,MYD
646,1/6/2017,20:15:00,NA,4,4,MYD
473,1/6/2017,17:10:00,NA,4,4,MOD
648,2/6/2017,19:20:00,NA,1,1,MYD
477,2/6/2017,17:50:00,NA,1,1,MOD
652,3/6/2017,20:05:00,0.458,4,3,MYD
479,3/6/2017,16:55:00,0.5345,2,0,MOD
484,4/6/2017,17:40:00,0.478,2,0,MOD
656,5/6/2017,19:50:00,NA,4,4,MYD
486,5/6/2017,16:45:00,NA,1,1,MOD
661,6/6/2017,20:35:00,NA,3,3,MYD
489,6/6/2017,17:25:00,NA,5,5,MOD
663,7/6/2017,19:40:00,NA,2,2,MYD
491,7/6/2017,16:30:00,NA,1,1,MOD
666,8/6/2017,20:20:00,NA,1,1,MYD
495,8/6/2017,17:15:00,NA,4,4,MOD
668,9/6/2017,19:25:00,NA,2,2,MYD
672,10/6/2017,20:10:00,NA,4,4,MYD
501,10/6/2017,17:05:00,NA,4,4,MOD
674,11/6/2017,19:15:00,NA,2,2,MYD
505,11/6/2017,17:45:00,0.478,1,0,MOD
677,12/6/2017,19:55:00,NA,4,4,MYD
507,12/6/2017,16:50:00,NA,1,1,MOD
512,13/6/2017,17:35:00,0.31225,4,0,MOD
683,14/6/2017,19:45:00,NA,2,2,MYD
514,14/6/2017,16:40:00,NA,2,2,MOD
517,15/6/2017,17:20:00,NA,5,5,MOD
689,16/6/2017,19:35:00,NA,1,1,MYD
691,17/6/2017,20:15:00,NA,2,2,MYD
522,17/6/2017,17:10:00,0.438,4,3,MOD
693,18/6/2017,19:20:00,NA,2,2,MYD
526,18/6/2017,17:50:00,NA,2,2,MOD
697,19/6/2017,20:05:00,0.292,3,2,MYD
528,19/6/2017,16:55:00,1.086,2,1,MOD
533,20/6/2017,17:40:00,0.214,2,0,MOD
701,21/6/2017,19:50:00,NA,4,4,MYD
535,21/6/2017,16:45:00,NA,1,1,MOD
706,22/6/2017,20:35:00,NA,2,2,MYD
538,22/6/2017,17:25:00,NA,3,3,MOD
708,23/6/2017,19:40:00,0.201,3,2,MYD
540,23/6/2017,16:30:00,0.203,1,0,MOD
711,24/6/2017,20:20:00,NA,3,3,MYD
544,24/6/2017,17:15:00,NA,4,4,MOD
712,25/6/2017,19:25:00,NA,1,1,MYD
716,26/6/2017,20:10:00,NA,4,4,MYD
550,26/6/2017,17:05:00,NA,3,3,MOD
718,27/6/2017,19:15:00,NA,2,2,MYD
554,27/6/2017,17:45:00,NA,1,1,MOD
721,28/6/2017,19:55:00,NA,4,4,MYD
556,28/6/2017,16:50:00,NA,2,2,MOD
561,29/6/2017,17:35:00,NA,2,2,MOD
727,30/6/2017,19:45:00,NA,2,2,MYD
563,30/6/2017,16:40:00,NA,2,2,MOD
731,1/7/2017,20:30:00,NA,3,3,MYD
1,1/7/2017,17:20:00,NA,4,4,MOD
732,2/7/2017,19:30:00,NA,1,1,MYD
736,3/7/2017,20:15:00,NA,2,2,MYD
6,3/7/2017,17:10:00,NA,2,2,MOD
738,4/7/2017,19:20:00,NA,2,2,MYD
10,4/7/2017,17:50:00,NA,1,1,MOD
742,5/7/2017,20:05:00,NA,4,4,MYD
15,6/7/2017,17:40:00,NA,3,3,MOD
746,7/7/2017,19:50:00,NA,4,4,MYD
17,7/7/2017,16:45:00,NA,2,2,MOD
751,8/7/2017,20:35:00,NA,3,3,MYD
20,8/7/2017,17:25:00,NA,3,3,MOD
753,9/7/2017,19:40:00,NA,3,3,MYD
756,10/7/2017,20:20:00,NA,2,2,MYD
26,10/7/2017,17:15:00,NA,4,4,MOD
761,12/7/2017,20:10:00,NA,3,3,MYD
31,12/7/2017,17:05:00,NA,4,4,MOD
763,13/7/2017,19:15:00,NA,1,1,MYD
35,13/7/2017,17:45:00,NA,3,3,MOD
766,14/7/2017,19:55:00,NA,5,5,MYD
37,14/7/2017,16:50:00,0.646,2,1,MOD
42,15/7/2017,17:35:00,NA,2,2,MOD
772,16/7/2017,19:45:00,NA,2,2,MYD
776,17/7/2017,20:30:00,NA,2,2,MYD
47,17/7/2017,17:20:00,NA,4,4,MOD
777,18/7/2017,19:30:00,NA,1,1,MYD
781,19/7/2017,20:15:00,NA,1,1,MYD
53,19/7/2017,17:10:00,NA,3,3,MOD
56,20/7/2017,17:50:00,0.533,1,0,MOD
787,21/7/2017,20:05:00,NA,4,4,MYD
58,21/7/2017,16:55:00,NA,1,1,MOD
63,22/7/2017,17:40:00,NA,3,3,MOD
791,23/7/2017,19:50:00,NA,3,3,MYD
65,23/7/2017,16:45:00,NA,1,1,MOD
796,24/7/2017,20:35:00,NA,2,2,MYD
68,24/7/2017,17:25:00,NA,4,4,MOD
798,25/7/2017,19:40:00,NA,2,2,MYD
801,26/7/2017,20:20:00,NA,1,1,MYD
74,26/7/2017,17:15:00,NA,4,4,MOD
78,27/7/2017,18:00:00,NA,3,3,MOD
806,28/7/2017,20:10:00,0.752,4,3,MYD
80,28/7/2017,17:05:00,0.495,4,3,MOD
808,29/7/2017,19:15:00,NA,1,1,MYD
84,29/7/2017,17:45:00,0.288,2,0,MOD
811,30/7/2017,19:55:00,0.407,4,3,MYD
86,30/7/2017,16:50:00,NA,1,1,MOD
91,31/7/2017,17:35:00,NA,2,2,MOD
817,1/8/2017,19:45:00,NA,3,3,MYD
93,1/8/2017,16:40:00,0.6495,2,0,MOD
820,2/8/2017,20:25:00,NA,2,2,MYD
96,2/8/2017,17:20:00,NA,5,5,MOD
822,3/8/2017,19:30:00,NA,2,2,MYD
826,4/8/2017,20:15:00,NA,2,2,MYD
102,4/8/2017,17:10:00,NA,4,4,MOD
828,5/8/2017,19:20:00,NA,1,1,MYD
105,5/8/2017,17:50:00,NA,1,1,MOD
832,6/8/2017,20:05:00,NA,4,4,MYD
107,6/8/2017,16:55:00,NA,4,4,MOD
112,7/8/2017,17:40:00,NA,2,2,MOD
836,8/8/2017,19:50:00,NA,4,4,MYD
114,8/8/2017,16:45:00,NA,1,1,MOD
841,9/8/2017,20:35:00,NA,1,1,MYD
117,9/8/2017,17:25:00,NA,1,1,MOD
118,9/8/2017,17:30:00,NA,2,2,MOD
843,10/8/2017,19:40:00,NA,3,3,MYD
119,10/8/2017,16:30:00,NA,2,2,MOD
846,11/8/2017,20:20:00,NA,3,3,MYD
123,11/8/2017,17:15:00,NA,4,4,MOD
847,12/8/2017,19:25:00,NA,1,1,MYD
127,12/8/2017,18:00:00,NA,1,1,MOD
851,13/8/2017,20:10:00,NA,4,4,MYD
129,13/8/2017,17:05:00,NA,3,3,MOD
853,14/8/2017,19:15:00,NA,2,2,MYD
133,14/8/2017,17:45:00,0.2985,2,0,MOD
856,15/8/2017,19:55:00,NA,4,4,MYD
135,15/8/2017,16:50:00,NA,2,2,MOD
140,16/8/2017,17:35:00,NA,3,3,MOD
862,17/8/2017,19:45:00,NA,3,3,MYD
142,17/8/2017,16:40:00,NA,2,2,MOD
865,18/8/2017,20:25:00,NA,2,2,MYD
145,18/8/2017,17:20:00,NA,4,4,MOD
867,19/8/2017,19:30:00,NA,3,3,MYD
871,20/8/2017,20:15:00,NA,2,2,MYD
151,20/8/2017,17:10:00,NA,4,4,MOD
873,21/8/2017,19:20:00,NA,3,3,MYD
154,21/8/2017,17:50:00,NA,1,1,MOD
877,22/8/2017,20:05:00,NA,4,4,MYD
156,22/8/2017,16:55:00,NA,2,2,MOD
161,23/8/2017,17:40:00,NA,1,1,MOD
881,24/8/2017,19:50:00,NA,3,3,MYD
163,24/8/2017,16:45:00,NA,1,1,MOD
886,25/8/2017,20:35:00,NA,3,3,MYD
166,25/8/2017,17:30:00,NA,4,4,MOD
888,26/8/2017,19:40:00,NA,3,3,MYD
167,26/8/2017,16:30:00,NA,1,1,MOD
891,27/8/2017,20:20:00,NA,2,2,MYD
171,27/8/2017,17:15:00,NA,4,4,MOD
892,28/8/2017,19:25:00,NA,2,2,MYD
896,29/8/2017,20:10:00,NA,3,3,MYD
177,29/8/2017,17:05:00,NA,4,4,MOD
898,30/8/2017,19:15:00,NA,2,2,MYD
181,30/8/2017,17:45:00,NA,3,3,MOD
901,31/8/2017,19:55:00,NA,4,4,MYD
183,31/8/2017,16:50:00,NA,1,1,MOD
905,1/9/2017,20:40:00,NA,2,2,MYD
188,1/9/2017,17:35:00,NA,1,1,MOD
907,2/9/2017,19:45:00,NA,4,4,MYD
190,2/9/2017,16:40:00,NA,2,2,MOD
910,3/9/2017,20:25:00,NA,2,2,MYD
193,3/9/2017,17:20:00,NA,3,3,MOD
912,4/9/2017,19:30:00,NA,2,2,MYD
916,5/9/2017,20:15:00,NA,2,2,MYD
199,5/9/2017,17:10:00,NA,4,4,MOD
918,6/9/2017,19:20:00,NA,1,1,MYD
922,7/9/2017,20:05:00,NA,4,4,MYD
204,7/9/2017,16:55:00,NA,3,3,MOD
209,8/9/2017,17:40:00,NA,3,3,MOD
926,9/9/2017,19:50:00,NA,4,4,MYD
931,10/9/2017,20:35:00,NA,2,2,MYD
214,10/9/2017,17:30:00,NA,4,4,MOD
933,11/9/2017,19:40:00,0.41,4,2,MYD
215,11/9/2017,16:30:00,0.2655,2,0,MOD
936,12/9/2017,20:20:00,NA,3,3,MYD
219,12/9/2017,17:15:00,0.2985,4,2,MOD
937,13/9/2017,19:25:00,NA,3,3,MYD
941,14/9/2017,20:10:00,NA,4,4,MYD
225,14/9/2017,17:05:00,NA,3,3,MOD
943,15/9/2017,19:15:00,NA,2,2,MYD
229,15/9/2017,17:45:00,0.1225,3,1,MOD
946,16/9/2017,19:55:00,0.655,3,2,MYD
231,16/9/2017,16:50:00,NA,1,1,MOD
950,17/9/2017,20:40:00,NA,1,1,MYD
236,17/9/2017,17:35:00,0.31,3,2,MOD
952,18/9/2017,19:45:00,NA,4,4,MYD
238,18/9/2017,16:40:00,NA,2,2,MOD
956,19/9/2017,20:30:00,NA,3,3,MYD
241,19/9/2017,17:20:00,NA,4,4,MOD
957,20/9/2017,19:30:00,NA,3,3,MYD
961,21/9/2017,20:15:00,NA,2,2,MYD
247,21/9/2017,17:10:00,NA,4,4,MOD
963,22/9/2017,19:20:00,NA,3,3,MYD
967,23/9/2017,20:05:00,NA,2,2,MYD
252,23/9/2017,16:55:00,NA,3,3,MOD
257,24/9/2017,17:40:00,NA,3,3,MOD
971,25/9/2017,19:50:00,NA,4,4,MYD
976,26/9/2017,20:35:00,NA,3,3,MYD
261,26/9/2017,17:25:00,NA,4,4,MOD
978,27/9/2017,19:40:00,NA,2,2,MYD
263,27/9/2017,16:30:00,NA,1,1,MOD
981,28/9/2017,20:20:00,NA,2,2,MYD
267,28/9/2017,17:15:00,NA,4,4,MOD
982,29/9/2017,19:25:00,NA,2,2,MYD
986,30/9/2017,20:10:00,NA,5,5,MYD
273,30/9/2017,17:05:00,NA,3,3,MOD
988,1/10/2017,19:15:00,NA,1,1,MYD
277,1/10/2017,17:45:00,NA,1,1,MOD
991,2/10/2017,19:55:00,NA,4,4,MYD
279,2/10/2017,16:50:00,NA,1,1,MOD
284,3/10/2017,17:35:00,NA,2,2,MOD
997,4/10/2017,19:45:00,NA,2,2,MYD
286,4/10/2017,16:40:00,NA,3,3,MOD
1001,5/10/2017,20:30:00,NA,1,1,MYD
289,5/10/2017,17:20:00,NA,3,3,MOD
1003,6/10/2017,19:35:00,NA,3,3,MYD
1005,7/10/2017,20:15:00,NA,4,4,MYD
295,7/10/2017,17:10:00,0.408,4,2,MOD
1007,8/10/2017,19:20:00,NA,2,2,MYD
298,8/10/2017,17:50:00,NA,2,2,MOD
1011,9/10/2017,20:05:00,NA,4,4,MYD
304,10/10/2017,17:40:00,NA,2,2,MOD
1015,11/10/2017,19:50:00,NA,4,4,MYD
306,11/10/2017,16:45:00,NA,1,1,MOD
1020,12/10/2017,20:35:00,NA,2,2,MYD
309,12/10/2017,17:25:00,NA,3,3,MOD
1022,13/10/2017,19:40:00,NA,3,3,MYD
311,13/10/2017,16:30:00,NA,3,3,MOD
1025,14/10/2017,20:20:00,NA,3,3,MYD
315,14/10/2017,17:15:00,0.3455,4,2,MOD
1026,15/10/2017,19:25:00,NA,3,3,MYD
1030,16/10/2017,20:10:00,NA,4,4,MYD
320,16/10/2017,17:05:00,NA,4,4,MOD
1032,17/10/2017,19:15:00,NA,3,3,MYD
324,17/10/2017,17:45:00,NA,2,2,MOD
1035,18/10/2017,19:55:00,NA,4,4,MYD
326,18/10/2017,16:50:00,NA,1,1,MOD
328,19/10/2017,17:35:00,0.40867,3,0,MOD
1041,20/10/2017,19:45:00,NA,3,3,MYD
330,20/10/2017,16:40:00,0.39,1,0,MOD
1045,21/10/2017,20:30:00,NA,1,1,MYD
333,21/10/2017,17:20:00,0.434,3,1,MOD
1047,22/10/2017,19:35:00,NA,2,2,MYD
1049,23/10/2017,20:15:00,NA,2,2,MYD
338,23/10/2017,17:10:00,NA,4,4,MOD
1051,24/10/2017,19:20:00,NA,2,2,MYD
342,24/10/2017,17:50:00,NA,2,2,MOD
1055,25/10/2017,20:05:00,0.434,5,4,MYD
344,25/10/2017,16:55:00,NA,3,3,MOD
349,26/10/2017,17:40:00,0.241,2,0,MOD
1059,27/10/2017,19:50:00,0.267,3,1,MYD
351,27/10/2017,16:45:00,NA,1,1,MOD
1064,28/10/2017,20:35:00,NA,1,1,MYD
354,28/10/2017,17:25:00,0.419,3,2,MOD
1066,29/10/2017,19:40:00,NA,2,2,MYD
356,29/10/2017,16:30:00,NA,1,1,MOD
1069,30/10/2017,20:20:00,NA,1,1,MYD
360,30/10/2017,17:15:00,NA,3,3,MOD
1070,31/10/2017,19:25:00,NA,3,3,MYD
363,31/10/2017,18:00:00,NA,2,2,MOD
1074,1/11/2017,20:10:00,NA,3,3,MYD
365,1/11/2017,17:05:00,NA,5,5,MOD
1076,2/11/2017,19:15:00,NA,2,2,MYD
369,2/11/2017,17:45:00,NA,2,2,MOD
1079,3/11/2017,19:55:00,0.223,4,2,MYD
371,3/11/2017,16:50:00,NA,2,2,MOD
376,4/11/2017,17:35:00,0.059,2,1,MOD
1085,5/11/2017,19:45:00,0.173,3,1,MYD
378,5/11/2017,16:40:00,NA,2,2,MOD
381,6/11/2017,17:20:00,0.211,4,2,MOD
1091,7/11/2017,19:35:00,0.109,3,1,MYD
1093,8/11/2017,20:15:00,0.265,3,2,MYD
386,8/11/2017,17:10:00,NA,2,2,MOD
1095,9/11/2017,19:20:00,NA,2,2,MYD
389,9/11/2017,17:50:00,NA,2,2,MOD
1099,10/11/2017,20:05:00,0.527,3,2,MYD
391,10/11/2017,16:55:00,NA,2,2,MOD
396,11/11/2017,17:40:00,NA,1,1,MOD
1103,12/11/2017,19:50:00,0.1995,4,2,MYD
398,12/11/2017,16:45:00,NA,2,2,MOD
1108,13/11/2017,20:35:00,NA,2,2,MYD
401,13/11/2017,17:25:00,0.1345,4,2,MOD
1110,14/11/2017,19:40:00,NA,2,2,MYD
1113,15/11/2017,20:20:00,0.208,2,1,MYD
407,15/11/2017,17:15:00,0.337,4,3,MOD
1114,16/11/2017,19:25:00,0.148,3,2,MYD
410,16/11/2017,18:00:00,0.095,2,0,MOD
1118,17/11/2017,20:10:00,0.312,5,3,MYD
412,17/11/2017,17:05:00,0.325,2,1,MOD
1120,18/11/2017,19:15:00,0.109,1,0,MYD
416,18/11/2017,17:45:00,0.083,1,0,MOD
1123,19/11/2017,19:55:00,NA,4,4,MYD
418,19/11/2017,16:50:00,NA,2,2,MOD
423,20/11/2017,17:35:00,0.18967,3,0,MOD
1129,21/11/2017,19:45:00,0.386,3,1,MYD
1133,22/11/2017,20:30:00,0.388,1,0,MYD
428,22/11/2017,17:20:00,0.236,4,1,MOD
1135,23/11/2017,19:35:00,0.3435,2,0,MYD
1137,24/11/2017,20:15:00,0.513,2,0,MYD
433,24/11/2017,17:10:00,0.388,3,2,MOD
1139,25/11/2017,19:20:00,NA,1,1,MYD
1143,26/11/2017,20:05:00,0.118,4,3,MYD
439,26/11/2017,16:55:00,NA,4,4,MOD
444,27/11/2017,17:40:00,0.11967,3,0,MOD
1147,28/11/2017,19:50:00,0.2445,3,1,MYD
446,28/11/2017,16:45:00,0.245,1,0,MOD
1152,29/11/2017,20:35:00,0.199,3,2,MYD
449,29/11/2017,17:25:00,0.1815,3,1,MOD
1154,30/11/2017,19:40:00,0.1715,3,1,MYD
1156,1/12/2017,20:20:00,0.341,2,0,MYD
455,1/12/2017,17:15:00,0.304,3,2,MOD
1158,2/12/2017,19:25:00,NA,2,2,MYD
1162,3/12/2017,20:10:00,0.615,3,1,MYD
461,3/12/2017,17:05:00,0.489,3,2,MOD
1164,4/12/2017,19:15:00,NA,2,2,MYD
1167,5/12/2017,19:55:00,0.31733,4,1,MYD
467,5/12/2017,16:50:00,NA,2,2,MOD
471,6/12/2017,17:35:00,0.20267,4,1,MOD
1173,7/12/2017,19:45:00,0.326,5,4,MYD
473,7/12/2017,16:40:00,0.271,2,1,MOD
1177,8/12/2017,20:30:00,NA,3,3,MYD
476,8/12/2017,17:20:00,NA,4,4,MOD
1179,9/12/2017,19:35:00,NA,3,3,MYD
1181,10/12/2017,20:15:00,NA,2,2,MYD
481,10/12/2017,17:10:00,0.2305,4,2,MOD
1183,11/12/2017,19:20:00,NA,2,2,MYD
485,11/12/2017,17:50:00,0.1665,2,0,MOD
1187,12/12/2017,20:05:00,0.135,4,2,MYD
487,12/12/2017,16:55:00,NA,3,3,MOD
492,13/12/2017,17:40:00,0.264,2,1,MOD
1191,14/12/2017,19:50:00,0.619,4,3,MYD
494,14/12/2017,16:45:00,NA,1,1,MOD
1196,15/12/2017,20:35:00,NA,2,2,MYD
497,15/12/2017,17:25:00,0.2135,3,1,MOD
1198,16/12/2017,19:40:00,NA,3,3,MYD
499,16/12/2017,16:30:00,NA,2,2,MOD
1201,17/12/2017,20:20:00,NA,3,3,MYD
503,17/12/2017,17:15:00,NA,4,4,MOD
1203,18/12/2017,19:25:00,NA,3,3,MYD
1207,19/12/2017,20:10:00,0.702,4,2,MYD
509,19/12/2017,17:05:00,NA,3,3,MOD
1209,20/12/2017,19:15:00,NA,3,3,MYD
513,20/12/2017,17:45:00,NA,3,3,MOD
1212,21/12/2017,19:55:00,0.31,3,0,MYD
515,21/12/2017,16:50:00,0.371,1,0,MOD
520,22/12/2017,17:35:00,NA,2,2,MOD
1218,23/12/2017,19:45:00,NA,4,4,MYD
522,23/12/2017,16:40:00,NA,2,2,MOD
1222,24/12/2017,20:30:00,0.335,1,0,MYD
525,24/12/2017,17:20:00,0.131,4,3,MOD
1224,25/12/2017,19:35:00,0.253,1,0,MYD
1227,26/12/2017,20:15:00,0.309,2,0,MYD
530,26/12/2017,17:10:00,0.41667,4,1,MOD
1229,27/12/2017,19:20:00,NA,2,2,MYD
534,27/12/2017,17:50:00,0.137,2,1,MOD
1233,28/12/2017,20:05:00,0.3115,4,2,MYD
536,28/12/2017,16:55:00,0.424,6,3,MOD
