,dia,hora,AOD,n,null,tipo
1,1/1/2015,12:35:00,NA,1,1,MOD
6,2/1/2015,13:20:00,NA,4,4,MOD
10,3/1/2015,14:05:00,NA,2,2,MOD
11,4/1/2015,13:05:00,NA,4,4,MOD
16,5/1/2015,13:50:00,0.289,1,0,MOD
18,6/1/2015,12:55:00,NA,1,1,MOD
22,7/1/2015,13:40:00,0.0355,3,1,MOD
24,8/1/2015,12:45:00,NA,3,3,MOD
27,9/1/2015,13:25:00,NA,4,4,MOD
33,11/1/2015,13:15:00,0.33,4,3,MOD
36,12/1/2015,13:55:00,0.224,2,0,MOD
38,13/1/2015,13:00:00,NA,3,3,MOD
43,14/1/2015,13:45:00,NA,1,1,MOD
44,15/1/2015,12:50:00,NA,1,1,MOD
47,16/1/2015,13:30:00,NA,4,4,MOD
54,18/1/2015,13:20:00,NA,3,3,MOD
60,20/1/2015,13:10:00,NA,3,3,MOD
64,21/1/2015,13:50:00,NA,2,2,MOD
66,22/1/2015,12:55:00,NA,2,2,MOD
70,23/1/2015,13:40:00,NA,2,2,MOD
72,24/1/2015,12:45:00,NA,1,1,MOD
75,25/1/2015,13:25:00,0.01,3,2,MOD
81,27/1/2015,13:15:00,NA,4,4,MOD
84,28/1/2015,13:55:00,NA,2,2,MOD
86,29/1/2015,13:00:00,NA,1,1,MOD
91,30/1/2015,13:45:00,NA,4,4,MOD
92,31/1/2015,12:50:00,NA,3,3,MOD
95,1/2/2015,13:30:00,NA,3,3,MOD
102,3/2/2015,13:20:00,0.0705,4,2,MOD
107,5/2/2015,13:05:00,NA,1,1,MOD
108,5/2/2015,13:10:00,NA,2,2,MOD
112,6/2/2015,13:50:00,NA,1,1,MOD
114,7/2/2015,12:55:00,NA,3,3,MOD
118,8/2/2015,13:40:00,NA,2,2,MOD
120,9/2/2015,12:45:00,NA,3,3,MOD
123,10/2/2015,13:25:00,NA,4,4,MOD
129,12/2/2015,13:15:00,NA,4,4,MOD
132,13/2/2015,13:55:00,NA,1,1,MOD
134,14/2/2015,13:00:00,NA,2,2,MOD
139,15/2/2015,13:45:00,NA,3,3,MOD
140,16/2/2015,12:50:00,NA,2,2,MOD
143,17/2/2015,13:30:00,NA,4,4,MOD
150,19/2/2015,13:20:00,NA,5,5,MOD
154,21/2/2015,13:05:00,NA,4,4,MOD
158,22/2/2015,13:50:00,0.137,1,0,MOD
160,23/2/2015,12:55:00,NA,2,2,MOD
163,24/2/2015,13:40:00,NA,5,5,MOD
165,25/2/2015,12:45:00,NA,3,3,MOD
167,26/2/2015,13:25:00,0.37,4,2,MOD
173,28/2/2015,13:15:00,NA,4,4,MOD
176,1/3/2015,13:55:00,NA,2,2,MOD
178,2/3/2015,13:00:00,NA,1,1,MOD
182,3/3/2015,13:45:00,NA,2,2,MOD
184,4/3/2015,12:50:00,NA,3,3,MOD
185,5/3/2015,13:30:00,NA,4,4,MOD
187,6/3/2015,12:35:00,NA,2,2,MOD
192,7/3/2015,13:20:00,NA,4,4,MOD
195,8/3/2015,14:00:00,NA,1,1,MOD
197,9/3/2015,13:05:00,NA,4,4,MOD
202,10/3/2015,13:50:00,NA,2,2,MOD
204,11/3/2015,12:55:00,NA,3,3,MOD
208,12/3/2015,13:40:00,NA,2,2,MOD
210,13/3/2015,12:45:00,NA,3,3,MOD
214,14/3/2015,13:25:00,NA,4,4,MOD
220,16/3/2015,13:15:00,NA,4,4,MOD
223,17/3/2015,13:55:00,NA,1,1,MOD
225,18/3/2015,13:00:00,NA,4,4,MOD
230,19/3/2015,13:45:00,NA,3,3,MOD
231,20/3/2015,12:50:00,NA,1,1,MOD
234,21/3/2015,13:30:00,NA,3,3,MOD
241,23/3/2015,13:20:00,NA,4,4,MOD
247,25/3/2015,13:10:00,0.105,4,3,MOD
251,26/3/2015,13:50:00,0.151,1,0,MOD
253,27/3/2015,12:55:00,NA,1,1,MOD
257,28/3/2015,13:40:00,0.294,2,0,MOD
259,29/3/2015,12:45:00,NA,3,3,MOD
262,30/3/2015,13:25:00,NA,4,4,MOD
268,1/4/2015,13:15:00,NA,4,4,MOD
271,2/4/2015,13:55:00,NA,2,2,MOD
273,3/4/2015,13:00:00,NA,1,1,MOD
278,4/4/2015,13:45:00,0.26,3,1,MOD
279,5/4/2015,12:50:00,NA,1,1,MOD
282,6/4/2015,13:30:00,NA,2,2,MOD
289,8/4/2015,13:20:00,0.067,4,3,MOD
295,10/4/2015,13:10:00,NA,3,3,MOD
299,11/4/2015,13:50:00,NA,2,2,MOD
301,12/4/2015,12:55:00,NA,2,2,MOD
305,13/4/2015,13:40:00,NA,2,2,MOD
307,14/4/2015,12:45:00,NA,2,2,MOD
310,15/4/2015,13:25:00,NA,3,3,MOD
316,17/4/2015,13:15:00,NA,4,4,MOD
321,19/4/2015,13:00:00,NA,4,4,MOD
326,20/4/2015,13:45:00,0.11933,3,0,MOD
328,21/4/2015,12:50:00,NA,2,2,MOD
331,23/4/2015,12:35:00,NA,2,2,MOD
339,25/4/2015,14:05:00,NA,1,1,MOD
340,26/4/2015,13:05:00,NA,1,1,MOD
345,27/4/2015,13:50:00,0.1215,2,0,MOD
65,28/4/2015,12:55:00,NA,3,3,MOD
350,29/4/2015,13:40:00,NA,1,1,MOD
352,30/4/2015,12:45:00,NA,2,2,MOD
355,1/5/2015,13:25:00,NA,4,4,MOD
361,3/5/2015,13:15:00,NA,4,4,MOD
364,4/5/2015,13:55:00,NA,2,2,MOD
366,5/5/2015,13:00:00,NA,4,4,MOD
371,6/5/2015,13:45:00,NA,2,2,MOD
372,7/5/2015,12:50:00,NA,2,2,MOD
375,8/5/2015,13:30:00,NA,4,4,MOD
382,10/5/2015,13:20:00,NA,4,4,MOD
388,12/5/2015,13:10:00,NA,2,2,MOD
392,13/5/2015,13:50:00,NA,2,2,MOD
394,14/5/2015,12:55:00,NA,3,3,MOD
398,15/5/2015,13:40:00,NA,3,3,MOD
403,17/5/2015,13:25:00,0.223,4,3,MOD
409,19/5/2015,13:15:00,NA,4,4,MOD
414,21/5/2015,13:00:00,0.205,4,3,MOD
419,22/5/2015,13:45:00,0.1175,3,1,MOD
420,23/5/2015,12:50:00,NA,3,3,MOD
423,24/5/2015,13:30:00,NA,3,3,MOD
425,25/5/2015,12:35:00,NA,2,2,MOD
429,26/5/2015,13:20:00,NA,3,3,MOD
433,27/5/2015,14:05:00,NA,1,1,MOD
435,28/5/2015,13:10:00,NA,4,4,MOD
439,29/5/2015,13:50:00,NA,1,1,MOD
441,30/5/2015,12:55:00,NA,1,1,MOD
445,31/5/2015,13:40:00,NA,2,2,MOD
450,2/6/2015,13:25:00,NA,3,3,MOD
456,4/6/2015,13:15:00,0.347,3,2,MOD
459,5/6/2015,13:55:00,0.1505,2,0,MOD
461,6/6/2015,13:00:00,0.137,2,1,MOD
466,7/6/2015,13:45:00,NA,1,1,MOD
468,8/6/2015,12:50:00,NA,1,1,MOD
472,9/6/2015,13:35:00,0.1495,3,1,MOD
474,10/6/2015,12:40:00,NA,1,1,MOD
477,11/6/2015,13:20:00,0.09167,4,1,MOD
481,12/6/2015,14:05:00,NA,2,2,MOD
483,13/6/2015,13:10:00,0.084,3,2,MOD
487,14/6/2015,13:50:00,0.103,1,0,MOD
489,15/6/2015,12:55:00,NA,1,1,MOD
493,16/6/2015,13:40:00,NA,4,4,MOD
495,17/6/2015,12:45:00,NA,2,2,MOD
498,18/6/2015,13:25:00,0.14267,4,1,MOD
504,20/6/2015,13:15:00,NA,4,4,MOD
507,21/6/2015,13:55:00,0.111,1,0,MOD
509,22/6/2015,13:00:00,NA,2,2,MOD
514,23/6/2015,13:45:00,0.09567,3,0,MOD
516,24/6/2015,12:50:00,NA,2,2,MOD
520,25/6/2015,13:35:00,NA,1,1,MOD
525,27/6/2015,13:20:00,0.14633,4,1,MOD
530,29/6/2015,13:10:00,0.31933,3,0,MOD
2,30/6/2015,13:50:00,0.1095,2,0,MOD
4,1/7/2015,12:55:00,NA,1,1,MOD
8,2/7/2015,13:40:00,NA,4,4,MOD
13,4/7/2015,13:25:00,NA,4,4,MOD
20,6/7/2015,13:15:00,0.4535,4,2,MOD
25,8/7/2015,13:00:00,NA,2,2,MOD
30,9/7/2015,13:45:00,NA,1,1,MOD
32,10/7/2015,12:50:00,NA,1,1,MOD
36,11/7/2015,13:35:00,NA,2,2,MOD
41,13/7/2015,13:20:00,0.374,4,3,MOD
47,15/7/2015,13:10:00,NA,4,4,MOD
53,17/7/2015,12:55:00,NA,2,2,MOD
57,18/7/2015,13:40:00,0.365,3,2,MOD
59,19/7/2015,12:45:00,NA,1,1,MOD
62,20/7/2015,13:25:00,0.214,4,3,MOD
69,22/7/2015,13:15:00,NA,4,4,MOD
74,24/7/2015,13:00:00,0.193,2,1,MOD
79,25/7/2015,13:45:00,NA,1,1,MOD
134,27/7/2015,13:35:00,0.09,2,0,MOD
89,29/7/2015,13:20:00,0.18633,4,1,MOD
95,31/7/2015,13:10:00,0.2215,3,1,MOD
99,1/8/2015,13:50:00,0.155,1,0,MOD
101,2/8/2015,12:55:00,0.174,3,2,MOD
105,3/8/2015,13:40:00,0.07933,3,0,MOD
110,5/8/2015,13:25:00,0.18833,4,1,MOD
117,7/8/2015,13:15:00,0.134,4,1,MOD
122,9/8/2015,13:00:00,0.234,2,1,MOD
127,10/8/2015,13:45:00,0.1175,2,0,MOD
129,11/8/2015,12:50:00,0.147,1,0,MOD
133,12/8/2015,13:35:00,0.086,3,1,MOD
138,14/8/2015,13:20:00,0.14667,4,1,MOD
143,16/8/2015,13:10:00,0.225,4,2,MOD
147,17/8/2015,13:50:00,0.132,3,0,MOD
149,18/8/2015,12:55:00,NA,3,3,MOD
153,19/8/2015,13:40:00,0.166,2,0,MOD
155,20/8/2015,12:45:00,NA,1,1,MOD
158,21/8/2015,13:25:00,NA,4,4,MOD
164,23/8/2015,13:15:00,NA,4,4,MOD
167,24/8/2015,13:55:00,NA,3,3,MOD
169,25/8/2015,13:00:00,NA,3,3,MOD
174,26/8/2015,13:45:00,NA,3,3,MOD
180,28/8/2015,13:35:00,NA,2,2,MOD
182,29/8/2015,12:40:00,0.277,2,1,MOD
185,30/8/2015,13:20:00,0.091,4,2,MOD
189,31/8/2015,14:05:00,0.0955,2,0,MOD
191,1/9/2015,13:10:00,0.119,3,1,MOD
195,2/9/2015,13:50:00,NA,2,2,MOD
197,3/9/2015,12:55:00,NA,3,3,MOD
201,4/9/2015,13:40:00,NA,4,4,MOD
206,6/9/2015,13:25:00,NA,4,4,MOD
212,8/9/2015,13:15:00,NA,4,4,MOD
215,9/9/2015,13:55:00,NA,1,1,MOD
217,10/9/2015,13:00:00,NA,4,4,MOD
222,11/9/2015,13:45:00,NA,3,3,MOD
223,12/9/2015,12:50:00,NA,1,1,MOD
226,13/9/2015,13:30:00,NA,3,3,MOD
233,15/9/2015,13:20:00,0.4865,4,2,MOD
237,16/9/2015,14:05:00,0.201,1,0,MOD
239,17/9/2015,13:10:00,NA,3,3,MOD
243,18/9/2015,13:50:00,0.166,3,0,MOD
245,19/9/2015,12:55:00,0.214,3,2,MOD
249,20/9/2015,13:40:00,0.116,3,0,MOD
254,22/9/2015,13:25:00,0.15167,3,0,MOD
260,24/9/2015,13:15:00,0.26233,4,1,MOD
263,25/9/2015,13:55:00,NA,2,2,MOD
265,26/9/2015,13:00:00,NA,2,2,MOD
270,27/9/2015,13:45:00,NA,1,1,MOD
271,28/9/2015,12:50:00,NA,1,1,MOD
274,29/9/2015,13:30:00,NA,3,3,MOD
281,1/10/2015,13:20:00,NA,4,4,MOD
285,3/10/2015,13:05:00,NA,4,4,MOD
290,4/10/2015,13:50:00,NA,2,2,MOD
292,5/10/2015,12:55:00,NA,3,3,MOD
295,6/10/2015,13:40:00,NA,3,3,MOD
297,7/10/2015,12:45:00,0.191,1,0,MOD
300,8/10/2015,13:25:00,0.0255,4,2,MOD
306,10/10/2015,13:15:00,NA,4,4,MOD
311,12/10/2015,13:00:00,NA,3,3,MOD
316,13/10/2015,13:45:00,NA,3,3,MOD
317,14/10/2015,12:50:00,0.731,2,1,MOD
320,15/10/2015,13:30:00,0.1695,3,1,MOD
322,16/10/2015,12:35:00,NA,2,2,MOD
327,17/10/2015,13:20:00,0.64525,4,0,MOD
331,18/10/2015,14:05:00,NA,1,1,MOD
333,19/10/2015,13:10:00,NA,3,3,MOD
337,20/10/2015,13:50:00,0.434,3,0,MOD
339,21/10/2015,12:55:00,NA,3,3,MOD
343,22/10/2015,13:40:00,NA,3,3,MOD
345,23/10/2015,12:45:00,NA,2,2,MOD
348,24/10/2015,13:25:00,NA,4,4,MOD
354,26/10/2015,13:15:00,1.5325,4,2,MOD
357,27/10/2015,13:55:00,NA,3,3,MOD
359,28/10/2015,13:00:00,NA,3,3,MOD
362,29/10/2015,13:45:00,NA,2,2,MOD
363,30/10/2015,12:50:00,0.2,2,1,MOD
366,31/10/2015,13:30:00,NA,3,3,MOD
373,2/11/2015,13:20:00,NA,4,4,MOD
379,4/11/2015,13:10:00,NA,3,3,MOD
383,5/11/2015,13:50:00,NA,2,2,MOD
385,6/11/2015,12:55:00,NA,3,3,MOD
389,7/11/2015,13:40:00,NA,1,1,MOD
391,8/11/2015,12:45:00,NA,1,1,MOD
394,9/11/2015,13:25:00,NA,4,4,MOD
400,11/11/2015,13:15:00,0.6135,4,2,MOD
403,12/11/2015,13:55:00,NA,1,1,MOD
405,13/11/2015,13:00:00,NA,2,2,MOD
410,14/11/2015,13:45:00,NA,1,1,MOD
411,15/11/2015,12:50:00,NA,1,1,MOD
414,16/11/2015,13:30:00,NA,4,4,MOD
421,18/11/2015,13:20:00,NA,4,4,MOD
427,20/11/2015,13:10:00,NA,3,3,MOD
431,21/11/2015,13:50:00,NA,1,1,MOD
433,22/11/2015,12:55:00,0.4,2,1,MOD
437,23/11/2015,13:40:00,NA,2,2,MOD
439,24/11/2015,12:45:00,NA,2,2,MOD
442,25/11/2015,13:25:00,NA,4,4,MOD
447,27/11/2015,13:15:00,NA,3,3,MOD
450,28/11/2015,13:55:00,NA,2,2,MOD
452,29/11/2015,13:00:00,NA,3,3,MOD
457,30/11/2015,13:45:00,NA,3,3,MOD
461,2/12/2015,13:30:00,NA,4,4,MOD
468,4/12/2015,13:20:00,NA,4,4,MOD
471,5/12/2015,14:05:00,NA,2,2,MOD
473,6/12/2015,13:10:00,NA,4,4,MOD
477,7/12/2015,13:50:00,NA,3,3,MOD
479,8/12/2015,12:55:00,NA,3,3,MOD
483,9/12/2015,13:40:00,NA,4,4,MOD
488,11/12/2015,13:25:00,NA,4,4,MOD
494,13/12/2015,13:15:00,NA,3,3,MOD
499,15/12/2015,13:00:00,NA,2,2,MOD
237,16/12/2015,13:45:00,NA,1,1,MOD
504,17/12/2015,12:50:00,NA,1,1,MOD
507,18/12/2015,13:30:00,0.127,2,1,MOD
509,19/12/2015,12:35:00,0.249,3,2,MOD
514,20/12/2015,13:20:00,NA,4,4,MOD
518,21/12/2015,14:05:00,NA,2,2,MOD
520,22/12/2015,13:10:00,NA,3,3,MOD
524,23/12/2015,13:50:00,NA,2,2,MOD
526,24/12/2015,12:55:00,NA,2,2,MOD
530,25/12/2015,13:40:00,NA,4,4,MOD
532,26/12/2015,12:45:00,NA,1,1,MOD
535,27/12/2015,13:25:00,NA,4,4,MOD
541,29/12/2015,13:15:00,NA,3,3,MOD
544,30/12/2015,13:55:00,NA,2,2,MOD
546,31/12/2015,13:00:00,NA,3,3,MOD
2,1/1/2016,13:45:00,NA,3,3,MOD
3,2/1/2016,12:50:00,NA,1,1,MOD
6,3/1/2016,13:30:00,NA,3,3,MOD
13,5/1/2016,13:20:00,NA,4,4,MOD
16,6/1/2016,14:05:00,NA,1,1,MOD
18,7/1/2016,13:10:00,NA,2,2,MOD
22,8/1/2016,13:50:00,NA,3,3,MOD
24,9/1/2016,12:55:00,NA,3,3,MOD
28,10/1/2016,13:40:00,NA,6,6,MOD
30,11/1/2016,12:45:00,NA,3,3,MOD
33,12/1/2016,13:25:00,NA,3,3,MOD
39,14/1/2016,13:15:00,NA,3,3,MOD
42,15/1/2016,13:55:00,NA,2,2,MOD
44,16/1/2016,13:00:00,NA,4,4,MOD
49,17/1/2016,13:45:00,0.06833,4,1,MOD
50,18/1/2016,12:50:00,NA,1,1,MOD
53,19/1/2016,13:30:00,NA,2,2,MOD
60,21/1/2016,13:20:00,NA,4,4,MOD
65,23/1/2016,13:10:00,NA,5,5,MOD
71,25/1/2016,12:55:00,NA,2,2,MOD
75,26/1/2016,13:40:00,0.075,2,1,MOD
77,27/1/2016,12:45:00,NA,2,2,MOD
80,28/1/2016,13:25:00,NA,4,4,MOD
86,30/1/2016,13:15:00,NA,3,3,MOD
89,31/1/2016,13:55:00,NA,2,2,MOD
91,1/2/2016,13:00:00,NA,3,3,MOD
96,2/2/2016,13:45:00,0.195,3,0,MOD
97,3/2/2016,12:50:00,NA,1,1,MOD
100,4/2/2016,13:30:00,NA,2,2,MOD
107,6/2/2016,13:20:00,NA,4,4,MOD
113,8/2/2016,13:10:00,NA,4,4,MOD
119,10/2/2016,12:55:00,NA,2,2,MOD
123,11/2/2016,13:40:00,NA,5,5,MOD
125,12/2/2016,12:45:00,NA,1,1,MOD
128,13/2/2016,13:25:00,NA,4,4,MOD
134,15/2/2016,13:15:00,NA,4,4,MOD
137,16/2/2016,13:55:00,NA,1,1,MOD
139,17/2/2016,13:00:00,NA,3,3,MOD
144,18/2/2016,13:45:00,NA,2,2,MOD
150,29/2/2016,13:25:00,NA,4,4,MOD
156,2/3/2016,13:15:00,NA,4,4,MOD
159,4/3/2016,13:00:00,NA,3,3,MOD
163,5/3/2016,13:45:00,NA,2,2,MOD
168,7/3/2016,13:30:00,0.0715,4,2,MOD
170,8/3/2016,12:35:00,NA,1,1,MOD
175,9/3/2016,13:20:00,NA,4,4,MOD
180,11/3/2016,13:05:00,NA,2,2,MOD
183,12/3/2016,13:50:00,NA,2,2,MOD
185,13/3/2016,12:55:00,NA,3,3,MOD
189,14/3/2016,13:40:00,0.127,2,0,MOD
191,15/3/2016,12:45:00,NA,1,1,MOD
195,16/3/2016,13:25:00,NA,4,4,MOD
201,18/3/2016,13:15:00,0.125,4,3,MOD
204,19/3/2016,13:55:00,0.028,1,0,MOD
206,20/3/2016,13:00:00,NA,3,3,MOD
210,21/3/2016,13:45:00,NA,2,2,MOD
212,22/3/2016,12:50:00,NA,1,1,MOD
215,23/3/2016,13:30:00,0.226,4,2,MOD
217,24/3/2016,12:35:00,NA,1,1,MOD
222,25/3/2016,13:20:00,NA,3,3,MOD
227,27/3/2016,13:05:00,NA,4,4,MOD
232,28/3/2016,13:50:00,NA,2,2,MOD
234,29/3/2016,12:55:00,NA,3,3,MOD
238,30/3/2016,13:40:00,0.25567,3,0,MOD
240,31/3/2016,12:45:00,NA,1,1,MOD
244,1/4/2016,13:25:00,0.224,5,4,MOD
250,3/4/2016,13:15:00,0.144,3,1,MOD
253,4/4/2016,13:55:00,NA,2,2,MOD
255,5/4/2016,13:00:00,NA,3,3,MOD
259,6/4/2016,13:45:00,0.22,2,1,MOD
261,7/4/2016,12:50:00,NA,1,1,MOD
264,8/4/2016,13:30:00,0.24067,4,1,MOD
266,9/4/2016,12:35:00,NA,1,1,MOD
271,10/4/2016,13:20:00,0.21425,4,0,MOD
276,12/4/2016,13:05:00,NA,3,3,MOD
281,13/4/2016,13:50:00,0.16,2,0,MOD
283,14/4/2016,12:55:00,NA,2,2,MOD
285,15/4/2016,13:40:00,0.13717,6,0,MOD
287,16/4/2016,12:45:00,NA,1,1,MOD
291,17/4/2016,13:25:00,0.13033,4,1,MOD
297,19/4/2016,13:15:00,0.023,4,3,MOD
300,20/4/2016,13:55:00,0.088,1,0,MOD
302,21/4/2016,13:00:00,0.128,3,2,MOD
307,22/4/2016,13:45:00,0.0725,2,0,MOD
308,23/4/2016,12:50:00,NA,1,1,MOD
311,24/4/2016,13:30:00,0.115,3,2,MOD
313,25/4/2016,12:35:00,NA,2,2,MOD
318,26/4/2016,13:20:00,0.445,4,3,MOD
322,27/4/2016,14:05:00,NA,2,2,MOD
324,28/4/2016,13:10:00,NA,3,3,MOD
328,29/4/2016,13:50:00,NA,2,2,MOD
330,30/4/2016,12:55:00,0.196,3,0,MOD
334,1/5/2016,13:40:00,0.08,2,1,MOD
336,2/5/2016,12:45:00,0.091,3,2,MOD
339,3/5/2016,13:25:00,0.083,4,2,MOD
345,5/5/2016,13:15:00,NA,3,3,MOD
348,6/5/2016,13:55:00,0.2215,2,0,MOD
350,7/5/2016,13:00:00,NA,2,2,MOD
355,8/5/2016,13:45:00,NA,1,1,MOD
356,9/5/2016,12:50:00,NA,2,2,MOD
359,10/5/2016,13:30:00,NA,4,4,MOD
366,12/5/2016,13:20:00,NA,4,4,MOD
372,14/5/2016,13:10:00,NA,4,4,MOD
376,15/5/2016,13:50:00,0.115,1,0,MOD
378,16/5/2016,12:55:00,NA,3,3,MOD
382,17/5/2016,13:40:00,NA,4,4,MOD
387,19/5/2016,13:25:00,NA,5,5,MOD
393,21/5/2016,13:15:00,NA,4,4,MOD
396,22/5/2016,13:55:00,NA,1,1,MOD
398,23/5/2016,13:00:00,NA,1,1,MOD
403,24/5/2016,13:45:00,NA,4,4,MOD
404,25/5/2016,12:50:00,NA,1,1,MOD
407,26/5/2016,13:30:00,0.2495,3,1,MOD
410,27/5/2016,12:40:00,NA,3,3,MOD
413,28/5/2016,13:20:00,NA,4,4,MOD
417,29/5/2016,14:05:00,NA,2,2,MOD
419,30/5/2016,13:10:00,NA,3,3,MOD
425,1/6/2016,12:55:00,NA,2,2,MOD
428,2/6/2016,13:40:00,NA,3,3,MOD
430,3/6/2016,12:45:00,NA,2,2,MOD
433,4/6/2016,13:25:00,NA,4,4,MOD
439,6/6/2016,13:15:00,NA,4,4,MOD
442,7/6/2016,13:55:00,NA,2,2,MOD
444,8/6/2016,13:00:00,0.1625,3,1,MOD
449,9/6/2016,13:45:00,NA,1,1,MOD
451,10/6/2016,12:50:00,NA,2,2,MOD
455,11/6/2016,13:35:00,0.24933,4,1,MOD
457,12/6/2016,12:40:00,NA,2,2,MOD
460,13/6/2016,13:20:00,0.0205,4,2,MOD
464,14/6/2016,14:05:00,NA,3,3,MOD
466,15/6/2016,13:10:00,0.195,2,1,MOD
470,16/6/2016,13:50:00,0.159,1,0,MOD
472,17/6/2016,12:55:00,NA,1,1,MOD
476,18/6/2016,13:40:00,NA,3,3,MOD
478,19/6/2016,12:45:00,NA,2,2,MOD
481,20/6/2016,13:25:00,NA,4,4,MOD
487,22/6/2016,13:15:00,NA,4,4,MOD
490,23/6/2016,13:55:00,0.222,2,1,MOD
492,24/6/2016,13:00:00,0.236,4,0,MOD
497,25/6/2016,13:45:00,NA,3,3,MOD
499,26/6/2016,12:50:00,NA,2,2,MOD
503,27/6/2016,13:35:00,0.12425,4,0,MOD
505,28/6/2016,12:40:00,NA,1,1,MOD
508,29/6/2016,13:20:00,NA,4,4,MOD
512,30/6/2016,14:05:00,NA,1,1,MOD
514,1/7/2016,13:10:00,0.1875,3,1,MOD
518,2/7/2016,13:50:00,0.146,2,0,MOD
520,3/7/2016,12:55:00,0.1435,3,1,MOD
524,4/7/2016,13:40:00,0.097,1,0,MOD
526,5/7/2016,12:45:00,0.151,2,1,MOD
529,6/7/2016,13:25:00,0.1135,3,1,MOD
535,8/7/2016,13:15:00,0.0725,4,2,MOD
538,9/7/2016,13:55:00,0.097,1,0,MOD
540,10/7/2016,13:00:00,0.143,3,0,MOD
545,11/7/2016,13:45:00,0.0735,2,0,MOD
547,12/7/2016,12:50:00,NA,2,2,MOD
551,13/7/2016,13:35:00,NA,4,4,MOD
553,14/7/2016,12:40:00,0.188,2,0,MOD
556,15/7/2016,13:20:00,0.085,4,2,MOD
560,16/7/2016,14:05:00,NA,2,2,MOD
562,17/7/2016,13:10:00,0.054,4,1,MOD
568,19/7/2016,12:55:00,NA,3,3,MOD
572,20/7/2016,13:40:00,NA,3,3,MOD
574,21/7/2016,12:45:00,NA,2,2,MOD
577,22/7/2016,13:25:00,NA,4,4,MOD
583,24/7/2016,13:15:00,0.20933,3,0,MOD
586,25/7/2016,13:55:00,NA,1,1,MOD
588,26/7/2016,13:00:00,0.0865,2,0,MOD
593,27/7/2016,13:45:00,0.09933,3,0,MOD
599,29/7/2016,13:35:00,NA,4,4,MOD
601,30/7/2016,12:40:00,NA,2,2,MOD
604,31/7/2016,13:20:00,0.38333,4,1,MOD
608,1/8/2016,14:05:00,NA,1,1,MOD
610,2/8/2016,13:10:00,NA,3,3,MOD
614,3/8/2016,13:50:00,NA,1,1,MOD
616,4/8/2016,12:55:00,0.379,3,2,MOD
620,5/8/2016,13:40:00,0.2125,3,1,MOD
625,7/8/2016,13:25:00,NA,4,4,MOD
631,9/8/2016,13:15:00,NA,3,3,MOD
636,11/8/2016,13:00:00,NA,1,1,MOD
641,12/8/2016,13:45:00,NA,2,2,MOD
642,13/8/2016,12:50:00,NA,1,1,MOD
645,14/8/2016,13:30:00,0.12875,4,0,MOD
652,16/8/2016,13:20:00,NA,3,3,MOD
658,18/8/2016,13:10:00,NA,3,3,MOD
662,19/8/2016,13:50:00,NA,1,1,MOD
664,20/8/2016,12:55:00,NA,1,1,MOD
668,21/8/2016,13:40:00,NA,2,2,MOD
670,22/8/2016,12:45:00,NA,2,2,MOD
673,23/8/2016,13:25:00,NA,4,4,MOD
678,25/8/2016,13:15:00,0.177,4,3,MOD
681,26/8/2016,13:55:00,0.062,2,0,MOD
683,27/8/2016,13:00:00,0.076,3,2,MOD
688,28/8/2016,13:45:00,0.03,3,1,MOD
689,29/8/2016,12:50:00,0.1405,2,0,MOD
692,30/8/2016,13:30:00,NA,4,4,MOD
699,1/9/2016,13:20:00,NA,4,4,MOD
703,2/9/2016,14:05:00,NA,1,1,MOD
705,3/9/2016,13:10:00,NA,2,2,MOD
709,4/9/2016,13:50:00,NA,1,1,MOD
711,5/9/2016,12:55:00,NA,2,2,MOD
715,6/9/2016,13:40:00,NA,3,3,MOD
720,8/9/2016,13:25:00,0.09,3,0,MOD
726,10/9/2016,13:15:00,NA,3,3,MOD
729,11/9/2016,13:55:00,0.179,1,0,MOD
731,12/9/2016,13:00:00,0.28,2,1,MOD
736,13/9/2016,13:45:00,0.213,2,1,MOD
738,14/9/2016,12:50:00,NA,1,1,MOD
741,15/9/2016,13:30:00,0.19125,4,0,MOD
743,16/9/2016,12:35:00,NA,1,1,MOD
748,17/9/2016,13:20:00,0.71375,4,0,MOD
753,19/9/2016,13:05:00,0.459,3,0,MOD
758,20/9/2016,13:50:00,NA,2,2,MOD
760,21/9/2016,12:55:00,NA,3,3,MOD
763,22/9/2016,13:40:00,NA,1,1,MOD
765,23/9/2016,12:45:00,0.168,1,0,MOD
769,24/9/2016,13:25:00,NA,4,4,MOD
775,26/9/2016,13:15:00,NA,4,4,MOD
778,27/9/2016,13:55:00,0.03533,3,0,MOD
780,28/9/2016,13:00:00,0.256,2,1,MOD
785,29/9/2016,13:45:00,0.01,2,1,MOD
787,30/9/2016,12:50:00,NA,1,1,MOD
790,1/10/2016,13:30:00,NA,2,2,MOD
792,2/10/2016,12:35:00,NA,2,2,MOD
797,3/10/2016,13:20:00,NA,4,4,MOD
801,4/10/2016,14:05:00,NA,1,1,MOD
802,5/10/2016,13:05:00,NA,4,4,MOD
809,7/10/2016,12:55:00,NA,1,1,MOD
812,8/10/2016,13:40:00,NA,2,2,MOD
818,10/10/2016,13:25:00,NA,4,4,MOD
824,12/10/2016,13:15:00,0.4275,4,2,MOD
827,13/10/2016,13:55:00,NA,1,1,MOD
829,14/10/2016,13:00:00,NA,2,2,MOD
834,15/10/2016,13:45:00,NA,1,1,MOD
