"","date","AOD_modis","AOD_maiac_61","AOD_550_AER_mean"
"1",2015-01-02,0.357,0.07483,0.027187111875
"2",2015-01-08,0.1225,0.169756666666667,0.04690033425
"3",2015-01-10,0.54367,0.15879,0.229221897307692
"4",2015-01-29,0.116,0.141555,0.0589668080588235
"5",2015-01-31,0.159,0.166365,0.0692250604615385
"6",2015-02-01,0.471,0.186395,0.0753625154705882
"7",2015-02-06,0.556,0.128355,0.064788051125
"8",2015-02-17,0.4805,0.148695,0.0739380597058824
"9",2015-02-20,0.374,0.223685,0.1781584638
"10",2015-02-20,0.377,0.223685,0.208200815466667
"11",2015-02-22,0.5395,0.17673,0.1050750615625
"12",2015-02-24,0.514,0.11903,0.0414698131176471
"13",2015-02-28,0.27,0.10286,0.0433521921111111
"14",2015-03-02,0.219,0.176915,0.103281262588235
"15",2015-03-02,0.208,0.176915,0.1030649246
"16",2015-03-05,0.2815,0.066,0.0453204271764706
"17",2015-03-06,0.142,0.123815,0.0403666771578947
"18",2015-03-07,0.27,0.16268,0.0374198763529412
"19",2015-03-07,0.236,0.16268,0.0385852208421053
"20",2015-03-26,0.115,0.13116,0.0420959636666667
"21",2015-03-29,0.104,0.111306666666667,0.0383296957777778
"22",2015-03-29,0.144,0.111306666666667,0.027199408
"23",2015-03-30,0.193,0.2052,0.193328788
"24",2015-04-01,0.149,0.129185,0.0526394586111111
"25",2015-04-02,0.155,0.11968,0.061716325
"26",2015-04-02,0.242,0.11968,0.0463914751111111
"27",2015-04-03,0.201,0.178495,0.114137609352941
"28",2015-04-03,0.238,0.178495,0.109558153444444
"29",2015-04-06,0.196,0.087815,0.0518303840588235
"30",2015-04-06,0.323,0.087815,0.0726541851428571
"31",2015-04-07,0.312,0.23003,0.070088555
"32",2015-04-09,0.145,0.126635,0.0844963914166667
"33",2015-04-11,0.344,0.15361,0.0878824102666667
"34",2015-04-12,0.146,0.164535,0.0792065486
"35",2015-04-13,0.1925,0.134745,0.0774871418947368
"36",2015-04-17,0.135,0.14862,0.0324113016
"37",2015-04-18,0.134,0.105425,0.0220077029473684
"38",2015-04-19,0.145,0.1018,0.0595870561111111
"39",2015-04-20,0.1925,0.069845,0.079177194
"40",2015-04-23,0.119,0.097765,0.0506288005
"41",2015-04-23,0.128,0.097765,0.0431707848947368
"42",2015-04-26,0.1325,0.124783333333333,0.0778943451
"43",2015-04-26,0.226,0.124783333333333,0.0665534570714286
"44",2015-05-04,0.155,0.106845,0.0639143572666667
"45",2015-05-04,0.305,0.106845,0.05266449535
"46",2015-05-05,0.122,0.096855,0.115711357
"47",2015-05-05,0.117,0.096855,0.110668392833333
