region,num,estacion,metrica,temporal,espacial,valor,collection,min,max
latam,1,SP,bias,30,1,-0.06,C60,0,0
latam,1,SP,bias,60,1,-0.06,C60,0,0
latam,1,SP,bias,90,1,-0.06,C60,0,0
latam,1,SP,bias,120,1,-0.06,C60,0,0
latam,1,SP,bias,30,1,-0.04,C61,0,0
latam,1,SP,bias,60,1,-0.04,C61,0,0
latam,1,SP,bias,90,1,-0.04,C61,0,0
latam,1,SP,bias,120,1,-0.04,C61,0,0
latam,1,SP,bias,30,3,-0.06,C60,0,0
latam,1,SP,bias,60,3,-0.06,C60,0,0
latam,1,SP,bias,90,3,-0.06,C60,0,0
latam,1,SP,bias,120,3,-0.05,C60,0,0
latam,1,SP,bias,30,3,-0.03,C61,0,0
latam,1,SP,bias,60,3,-0.03,C61,0,0
latam,1,SP,bias,90,3,-0.03,C61,0,0
latam,1,SP,bias,120,3,-0.03,C61,0,0
latam,1,SP,bias,30,5,-0.06,C60,0,0
latam,1,SP,bias,60,5,-0.05,C60,0,0
latam,1,SP,bias,90,5,-0.05,C60,0,0
latam,1,SP,bias,120,5,-0.05,C60,0,0
latam,1,SP,bias,30,5,-0.02,C61,0,0
latam,1,SP,bias,60,5,-0.02,C61,0,0
latam,1,SP,bias,90,5,-0.02,C61,0,0
latam,1,SP,bias,120,5,-0.02,C61,0,0
latam,1,SP,bias,30,15,-0.05,C60,0,0
latam,1,SP,bias,60,15,-0.05,C60,0,0
latam,1,SP,bias,90,15,-0.05,C60,0,0
latam,1,SP,bias,120,15,-0.05,C60,0,0
latam,1,SP,bias,30,15,-0.03,C61,0,0
latam,1,SP,bias,60,15,-0.02,C61,0,0
latam,1,SP,bias,90,15,-0.02,C61,0,0
latam,1,SP,bias,120,15,-0.02,C61,0,0
latam,1,SP,bias,30,25,-0.06,C60,0,0
latam,1,SP,bias,60,25,-0.05,C60,0,0
latam,1,SP,bias,90,25,-0.05,C60,0,0
latam,1,SP,bias,120,25,-0.05,C60,0,0
latam,1,SP,bias,30,25,-0.04,C61,0,0
latam,1,SP,bias,60,25,-0.03,C61,0,0
latam,1,SP,bias,90,25,-0.03,C61,0,0
latam,1,SP,bias,120,25,-0.02,C61,0,0
latam,2,ST,bias,30,1,-0.06,C60,0,0
latam,2,ST,bias,60,1,-0.06,C60,0,0
latam,2,ST,bias,90,1,-0.06,C60,0,0
latam,2,ST,bias,120,1,-0.06,C60,0,0
latam,2,ST,bias,30,1,-0.04,C61,0,0
latam,2,ST,bias,60,1,-0.04,C61,0,0
latam,2,ST,bias,90,1,-0.04,C61,0,0
latam,2,ST,bias,120,1,-0.04,C61,0,0
latam,2,ST,bias,30,3,-0.05,C60,0,0
latam,2,ST,bias,60,3,-0.05,C60,0,0
latam,2,ST,bias,90,3,-0.05,C60,0,0
latam,2,ST,bias,120,3,-0.05,C60,0,0
latam,2,ST,bias,30,3,-0.04,C61,0,0
latam,2,ST,bias,60,3,-0.04,C61,0,0
latam,2,ST,bias,90,3,-0.04,C61,0,0
latam,2,ST,bias,120,3,-0.04,C61,0,0
latam,2,ST,bias,30,5,-0.05,C60,0,0
latam,2,ST,bias,60,5,-0.05,C60,0,0
latam,2,ST,bias,90,5,-0.05,C60,0,0
latam,2,ST,bias,120,5,-0.05,C60,0,0
latam,2,ST,bias,30,5,-0.04,C61,0,0
latam,2,ST,bias,60,5,-0.04,C61,0,0
latam,2,ST,bias,90,5,-0.04,C61,0,0
latam,2,ST,bias,120,5,-0.04,C61,0,0
latam,2,ST,bias,30,15,-0.06,C60,0,0
latam,2,ST,bias,60,15,-0.06,C60,0,0
latam,2,ST,bias,90,15,-0.05,C60,0,0
latam,2,ST,bias,120,15,-0.05,C60,0,0
latam,2,ST,bias,30,15,-0.04,C61,0,0
latam,2,ST,bias,60,15,-0.04,C61,0,0
latam,2,ST,bias,90,15,-0.04,C61,0,0
latam,2,ST,bias,120,15,-0.04,C61,0,0
latam,2,ST,bias,30,25,-0.07,C60,0,0
latam,2,ST,bias,60,25,-0.07,C60,0,0
latam,2,ST,bias,90,25,-0.07,C60,0,0
latam,2,ST,bias,120,25,-0.07,C60,0,0
latam,2,ST,bias,30,25,-0.06,C61,0,0
latam,2,ST,bias,60,25,-0.05,C61,0,0
latam,2,ST,bias,90,25,-0.05,C61,0,0
latam,2,ST,bias,120,25,-0.05,C61,0,0
latam,3,BA,bias,30,1,-0.01,C60,0,0
latam,3,BA,bias,60,1,-0.01,C60,0,0
latam,3,BA,bias,90,1,-0.01,C60,0,0
latam,3,BA,bias,120,1,-0.01,C60,0,0
latam,3,BA,bias,30,1,0.02,C61,0,0
latam,3,BA,bias,60,1,0.02,C61,0,0
latam,3,BA,bias,90,1,0.02,C61,0,0
latam,3,BA,bias,120,1,0.02,C61,0,0
latam,3,BA,bias,30,3,0,C60,0,0
latam,3,BA,bias,60,3,0,C60,0,0
latam,3,BA,bias,90,3,0,C60,0,0
latam,3,BA,bias,120,3,0,C60,0,0
latam,3,BA,bias,30,3,0.03,C61,0,0
latam,3,BA,bias,60,3,0.03,C61,0,0
latam,3,BA,bias,90,3,0.03,C61,0,0
latam,3,BA,bias,120,3,0.03,C61,0,0
latam,3,BA,bias,30,5,0,C60,0,0
latam,3,BA,bias,60,5,0,C60,0,0
latam,3,BA,bias,90,5,0,C60,0,0
latam,3,BA,bias,120,5,0,C60,0,0
latam,3,BA,bias,30,5,0.03,C61,0,0
latam,3,BA,bias,60,5,0.03,C61,0,0
latam,3,BA,bias,90,5,0.03,C61,0,0
latam,3,BA,bias,120,5,0.03,C61,0,0
latam,3,BA,bias,30,15,-0.01,C60,0,0
latam,3,BA,bias,60,15,-0.01,C60,0,0
latam,3,BA,bias,90,15,-0.01,C60,0,0
latam,3,BA,bias,120,15,-0.01,C60,0,0
latam,3,BA,bias,30,15,0.02,C61,0,0
latam,3,BA,bias,60,15,0.02,C61,0,0
latam,3,BA,bias,90,15,0.02,C61,0,0
latam,3,BA,bias,120,15,0.03,C61,0,0
latam,3,BA,bias,30,25,-0.02,C60,0,0
latam,3,BA,bias,60,25,0.02,C60,0,0
latam,3,BA,bias,90,25,0.02,C60,0,0
latam,3,BA,bias,120,25,-0.02,C60,0,0
latam,3,BA,bias,30,25,0.01,C61,0,0
latam,3,BA,bias,60,25,0.01,C61,0,0
latam,3,BA,bias,90,25,0.01,C61,0,0
latam,3,BA,bias,120,25,0.01,C61,0,0
latam,4,MD,bias,30,1,-0.02,C60,0,0
latam,4,MD,bias,60,1,-0.02,C60,0,0
latam,4,MD,bias,90,1,-0.02,C60,0,0
latam,4,MD,bias,120,1,-0.02,C60,0,0
latam,4,MD,bias,30,1,0.01,C61,0,0
latam,4,MD,bias,60,1,0.01,C61,0,0
latam,4,MD,bias,90,1,0.01,C61,0,0
latam,4,MD,bias,120,1,0.01,C61,0,0
latam,4,MD,bias,30,3,-0.02,C60,0,0
latam,4,MD,bias,60,3,-0.02,C60,0,0
latam,4,MD,bias,90,3,-0.02,C60,0,0
latam,4,MD,bias,120,3,-0.02,C60,0,0
latam,4,MD,bias,30,3,0.03,C61,0,0
latam,4,MD,bias,60,3,0.03,C61,0,0
latam,4,MD,bias,90,3,0.03,C61,0,0
latam,4,MD,bias,120,3,0.03,C61,0,0
latam,4,MD,bias,30,5,-0.01,C60,0,0
latam,4,MD,bias,60,5,-0.01,C60,0,0
latam,4,MD,bias,90,5,-0.01,C60,0,0
latam,4,MD,bias,120,5,-0.01,C60,0,0
latam,4,MD,bias,30,5,0.03,C61,0,0
latam,4,MD,bias,60,5,0.03,C61,0,0
latam,4,MD,bias,90,5,0.03,C61,0,0
latam,4,MD,bias,120,5,0.03,C61,0,0
latam,4,MD,bias,30,15,0,C60,0,0
latam,4,MD,bias,60,15,0,C60,0,0
latam,4,MD,bias,90,15,0,C60,0,0
latam,4,MD,bias,120,15,0,C60,0,0
latam,4,MD,bias,30,15,0.02,C61,0,0
latam,4,MD,bias,60,15,0.02,C61,0,0
latam,4,MD,bias,90,15,0.02,C61,0,0
latam,4,MD,bias,120,15,0.02,C61,0,0
latam,4,MD,bias,30,25,0,C60,0,0
latam,4,MD,bias,60,25,-0.01,C60,0,0
latam,4,MD,bias,90,25,-0.01,C60,0,0
latam,4,MD,bias,120,25,-0.01,C60,0,0
latam,4,MD,bias,30,25,0.01,C61,0,0
latam,4,MD,bias,60,25,0.01,C61,0,0
latam,4,MD,bias,90,25,0.01,C61,0,0
latam,4,MD,bias,120,25,0.01,C61,0,0
latam,5,LP,bias,30,1,0.02,C60,0,0
latam,5,LP,bias,60,1,0.02,C60,0,0
latam,5,LP,bias,90,1,0.02,C60,0,0
latam,5,LP,bias,120,1,0.02,C60,0,0
latam,5,LP,bias,30,1,0.05,C61,0,0
latam,5,LP,bias,60,1,0.05,C61,0,0
latam,5,LP,bias,90,1,0.05,C61,0,0
latam,5,LP,bias,120,1,0.05,C61,0,0
latam,5,LP,bias,30,3,0.02,C60,0,0
latam,5,LP,bias,60,3,0.02,C60,0,0
latam,5,LP,bias,90,3,0.02,C60,0,0
latam,5,LP,bias,120,3,0.03,C60,0,0
latam,5,LP,bias,30,3,0.05,C61,0,0
latam,5,LP,bias,60,3,0.06,C61,0,0
latam,5,LP,bias,90,3,0.06,C61,0,0
latam,5,LP,bias,120,3,0.06,C61,0,0
latam,5,LP,bias,30,5,0.02,C60,0,0
latam,5,LP,bias,60,5,0.02,C60,0,0
latam,5,LP,bias,90,5,0.02,C60,0,0
latam,5,LP,bias,120,5,0.02,C60,0,0
latam,5,LP,bias,30,5,0.05,C61,0,0
latam,5,LP,bias,60,5,0.06,C61,0,0
latam,5,LP,bias,90,5,0.06,C61,0,0
latam,5,LP,bias,120,5,0.06,C61,0,0
latam,5,LP,bias,30,15,0.02,C60,0,0
latam,5,LP,bias,60,15,0.02,C60,0,0
latam,5,LP,bias,90,15,0.02,C60,0,0
latam,5,LP,bias,120,15,0.03,C60,0,0
latam,5,LP,bias,30,15,0.04,C61,0,0
latam,5,LP,bias,60,15,0.05,C61,0,0
latam,5,LP,bias,90,15,0.05,C61,0,0
latam,5,LP,bias,120,15,0.06,C61,0,0
latam,5,LP,bias,30,25,-0.01,C60,0,0
latam,5,LP,bias,60,25,-0.01,C60,0,0
latam,5,LP,bias,90,25,-0.01,C60,0,0
latam,5,LP,bias,120,25,-0.01,C60,0,0
latam,5,LP,bias,30,25,0.03,C61,0,0
latam,5,LP,bias,60,25,0.04,C61,0,0
latam,5,LP,bias,90,25,0.05,C61,0,0
latam,5,LP,bias,120,25,0.05,C61,0,0
latam,6,MX,bias,30,1,-0.02,C60,0,0
latam,6,MX,bias,60,1,-0.02,C60,0,0
latam,6,MX,bias,90,1,-0.02,C60,0,0
latam,6,MX,bias,120,1,-0.02,C60,0,0
latam,6,MX,bias,30,1,-0.01,C61,0,0
latam,6,MX,bias,60,1,0,C61,0,0
latam,6,MX,bias,90,1,0,C61,0,0
latam,6,MX,bias,120,1,0,C61,0,0
latam,6,MX,bias,30,3,-0.02,C60,0,0
latam,6,MX,bias,60,3,-0.02,C60,0,0
latam,6,MX,bias,90,3,-0.02,C60,0,0
latam,6,MX,bias,120,3,-0.02,C60,0,0
latam,6,MX,bias,30,3,0,C61,0,0
latam,6,MX,bias,60,3,0,C61,0,0
latam,6,MX,bias,90,3,0,C61,0,0
latam,6,MX,bias,120,3,0,C61,0,0
latam,6,MX,bias,30,5,-0.02,C60,0,0
latam,6,MX,bias,60,5,-0.02,C60,0,0
latam,6,MX,bias,90,5,-0.02,C60,0,0
latam,6,MX,bias,120,5,-0.02,C60,0,0
latam,6,MX,bias,30,5,0,C61,0,0
latam,6,MX,bias,60,5,0,C61,0,0
latam,6,MX,bias,90,5,0,C61,0,0
latam,6,MX,bias,120,5,0,C61,0,0
latam,6,MX,bias,30,15,-0.03,C60,0,0
latam,6,MX,bias,60,15,-0.03,C60,0,0
latam,6,MX,bias,90,15,-0.03,C60,0,0
latam,6,MX,bias,120,15,-0.02,C60,0,0
latam,6,MX,bias,30,15,-0.01,C61,0,0
latam,6,MX,bias,60,15,-0.01,C61,0,0
latam,6,MX,bias,90,15,-0.01,C61,0,0
latam,6,MX,bias,120,15,0,C61,0,0
latam,6,MX,bias,30,25,-0.05,C60,0,0
latam,6,MX,bias,60,25,-0.05,C60,0,0
latam,6,MX,bias,90,25,-0.05,C60,0,0
latam,6,MX,bias,120,25,-0.04,C60,0,0
latam,6,MX,bias,30,25,-0.03,C61,0,0
latam,6,MX,bias,60,25,-0.03,C61,0,0
latam,6,MX,bias,90,25,-0.03,C61,0,0
latam,6,MX,bias,120,25,-0.03,C61,0,0
latam,1,SP,media,0,0,0.18,C61,0,0
latam,2,ST,media,0,0,0.16,C61,0,0
latam,3,BA,media,0,0,0.11,C61,0,0
latam,4,MD,media,0,0,0.2,C61,0,0
latam,5,LP,media,0,0,0.09,C61,0,0
latam,6,MX,media,0,0,0.29,C61,0,0
latam,1,SP,n,30,1,572,C60,0,0
latam,1,SP,n,60,1,603,C60,0,0
latam,1,SP,n,90,1,619,C60,0,0
latam,1,SP,n,120,1,624,C60,0,0
latam,1,SP,n,30,1,592,C61,0,0
latam,1,SP,n,60,1,633,C61,0,0
latam,1,SP,n,90,1,652,C61,0,0
latam,1,SP,n,120,1,659,C61,0,0
latam,1,SP,n,30,3,636,C60,0,0
latam,1,SP,n,60,3,690,C60,0,0
latam,1,SP,n,90,3,711,C60,0,0
latam,1,SP,n,120,3,718,C60,0,0
latam,1,SP,n,30,3,672,C61,0,0
latam,1,SP,n,60,3,738,C61,0,0
latam,1,SP,n,90,3,767,C61,0,0
latam,1,SP,n,120,3,777,C61,0,0
latam,1,SP,n,30,5,661,C60,0,0
latam,1,SP,n,60,5,724,C60,0,0
latam,1,SP,n,90,5,749,C60,0,0
latam,1,SP,n,120,5,760,C60,0,0
latam,1,SP,n,30,5,694,C61,0,0
latam,1,SP,n,60,5,781,C61,0,0
latam,1,SP,n,90,5,813,C61,0,0
latam,1,SP,n,120,5,827,C61,0,0
latam,1,SP,n,30,15,723,C60,0,0
latam,1,SP,n,60,15,840,C60,0,0
latam,1,SP,n,90,15,882,C60,0,0
latam,1,SP,n,120,15,903,C60,0,0
latam,1,SP,n,30,15,769,C61,0,0
latam,1,SP,n,60,15,899,C61,0,0
latam,1,SP,n,90,15,952,C61,0,0
latam,1,SP,n,120,15,987,C61,0,0
latam,1,SP,n,30,25,752,C60,0,0
latam,1,SP,n,60,25,888,C60,0,0
latam,1,SP,n,90,25,940,C60,0,0
latam,1,SP,n,120,25,963,C60,0,0
latam,1,SP,n,30,25,787,C61,0,0
latam,1,SP,n,60,25,944,C61,0,0
latam,1,SP,n,90,25,1011,C61,0,0
latam,1,SP,n,120,25,1046,C61,0,0
latam,2,ST,n,30,1,938,C60,0,0
latam,2,ST,n,60,1,970,C60,0,0
latam,2,ST,n,90,1,992,C60,0,0
latam,2,ST,n,120,1,1014,C60,0,0
latam,2,ST,n,30,1,1029,C61,0,0
latam,2,ST,n,60,1,1064,C61,0,0
latam,2,ST,n,90,1,1082,C61,0,0
latam,2,ST,n,120,1,1103,C61,0,0
latam,2,ST,n,30,3,1031,C60,0,0
latam,2,ST,n,60,3,1075,C60,0,0
latam,2,ST,n,90,3,1100,C60,0,0
latam,2,ST,n,120,3,1124,C60,0,0
latam,2,ST,n,30,3,1065,C61,0,0
latam,2,ST,n,60,3,1108,C61,0,0
latam,2,ST,n,90,3,1129,C61,0,0
latam,2,ST,n,120,3,1152,C61,0,0
latam,2,ST,n,30,5,1048,C60,0,0
latam,2,ST,n,60,5,1105,C60,0,0
latam,2,ST,n,90,5,1128,C60,0,0
latam,2,ST,n,120,5,1154,C60,0,0
latam,2,ST,n,30,5,1081,C61,0,0
latam,2,ST,n,60,5,1129,C61,0,0
latam,2,ST,n,90,5,1154,C61,0,0
latam,2,ST,n,120,5,1180,C61,0,0
latam,2,ST,n,30,15,1058,C60,0,0
latam,2,ST,n,60,15,1111,C60,0,0
latam,2,ST,n,90,15,1144,C60,0,0
latam,2,ST,n,120,15,1171,C60,0,0
latam,2,ST,n,30,15,1097,C61,0,0
latam,2,ST,n,60,15,1169,C61,0,0
latam,2,ST,n,90,15,1208,C61,0,0
latam,2,ST,n,120,15,1240,C61,0,0
latam,2,ST,n,30,25,1088,C60,0,0
latam,2,ST,n,60,25,1155,C60,0,0
latam,2,ST,n,90,25,1188,C60,0,0
latam,2,ST,n,120,25,1215,C60,0,0
latam,2,ST,n,30,25,1099,C61,0,0
latam,2,ST,n,60,25,1178,C61,0,0
latam,2,ST,n,90,25,1220,C61,0,0
latam,2,ST,n,120,25,1255,C61,0,0
latam,3,BA,n,30,1,942,C60,0,0
latam,3,BA,n,60,1,981,C60,0,0
latam,3,BA,n,90,1,1002,C60,0,0
latam,3,BA,n,120,1,1007,C60,0,0
latam,3,BA,n,30,1,1063,C61,0,0
latam,3,BA,n,60,1,1109,C61,0,0
latam,3,BA,n,90,1,1133,C61,0,0
latam,3,BA,n,120,1,1140,C61,0,0
latam,3,BA,n,30,3,1045,C60,0,0
latam,3,BA,n,60,3,1093,C60,0,0
latam,3,BA,n,90,3,1120,C60,0,0
latam,3,BA,n,120,3,1129,C60,0,0
latam,3,BA,n,30,3,1111,C61,0,0
latam,3,BA,n,60,3,1178,C61,0,0
latam,3,BA,n,90,3,1211,C61,0,0
latam,3,BA,n,120,3,1223,C61,0,0
latam,3,BA,n,30,5,1059,C60,0,0
latam,3,BA,n,60,5,1112,C60,0,0
latam,3,BA,n,90,5,1136,C60,0,0
latam,3,BA,n,120,5,1144,C60,0,0
latam,3,BA,n,30,5,1130,C61,0,0
latam,3,BA,n,60,5,1204,C61,0,0
latam,3,BA,n,90,5,1241,C61,0,0
latam,3,BA,n,120,5,1255,C61,0,0
latam,3,BA,n,30,15,1035,C60,0,0
latam,3,BA,n,60,15,1092,C60,0,0
latam,3,BA,n,90,15,1128,C60,0,0
latam,3,BA,n,120,15,1138,C60,0,0
latam,3,BA,n,30,15,1145,C61,0,0
latam,3,BA,n,60,15,1235,C61,0,0
latam,3,BA,n,90,15,1289,C61,0,0
latam,3,BA,n,120,15,1305,C61,0,0
latam,3,BA,n,30,25,1033,C60,0,0
latam,3,BA,n,60,25,1109,C60,0,0
latam,3,BA,n,90,25,1146,C60,0,0
latam,3,BA,n,120,25,1157,C60,0,0
latam,3,BA,n,30,25,1137,C61,0,0
latam,3,BA,n,60,25,1139,C61,0,0
latam,3,BA,n,90,25,1304,C61,0,0
latam,3,BA,n,120,25,1334,C61,0,0
latam,4,MD,n,30,1,102,C60,0,0
latam,4,MD,n,60,1,103,C60,0,0
latam,4,MD,n,90,1,104,C60,0,0
latam,4,MD,n,120,1,104,C60,0,0
latam,4,MD,n,30,1,119,C61,0,0
latam,4,MD,n,60,1,119,C61,0,0
latam,4,MD,n,90,1,120,C61,0,0
latam,4,MD,n,120,1,121,C61,0,0
latam,4,MD,n,30,3,180,C60,0,0
latam,4,MD,n,60,3,183,C60,0,0
latam,4,MD,n,90,3,185,C60,0,0
latam,4,MD,n,120,3,186,C60,0,0
latam,4,MD,n,30,3,273,C61,0,0
latam,4,MD,n,60,3,283,C61,0,0
latam,4,MD,n,90,3,288,C61,0,0
latam,4,MD,n,120,3,291,C61,0,0
latam,4,MD,n,30,5,203,C60,0,0
latam,4,MD,n,60,5,207,C60,0,0
latam,4,MD,n,90,5,209,C60,0,0
latam,4,MD,n,120,5,211,C60,0,0
latam,4,MD,n,30,5,311,C61,0,0
latam,4,MD,n,60,5,324,C61,0,0
latam,4,MD,n,90,5,330,C61,0,0
latam,4,MD,n,120,5,334,C61,0,0
latam,4,MD,n,30,15,308,C60,0,0
latam,4,MD,n,60,15,336,C60,0,0
latam,4,MD,n,90,15,347,C60,0,0
latam,4,MD,n,120,15,355,C60,0,0
latam,4,MD,n,30,15,402,C61,0,0
latam,4,MD,n,60,15,453,C61,0,0
latam,4,MD,n,90,15,474,C61,0,0
latam,4,MD,n,120,15,489,C61,0,0
latam,4,MD,n,30,25,452,C60,0,0
latam,4,MD,n,60,25,515,C60,0,0
latam,4,MD,n,90,25,547,C60,0,0
latam,4,MD,n,120,25,568,C60,0,0
latam,4,MD,n,30,25,483,C61,0,0
latam,4,MD,n,60,25,601,C61,0,0
latam,4,MD,n,90,25,557,C61,0,0
latam,4,MD,n,120,25,626,C61,0,0
latam,5,LP,n,30,1,1116,C60,0,0
latam,5,LP,n,60,1,1140,C60,0,0
latam,5,LP,n,90,1,1144,C60,0,0
latam,5,LP,n,120,1,1150,C60,0,0
latam,5,LP,n,30,1,1178,C61,0,0
latam,5,LP,n,60,1,1209,C61,0,0
latam,5,LP,n,90,1,1216,C61,0,0
latam,5,LP,n,120,1,1222,C61,0,0
latam,5,LP,n,30,3,1312,C60,0,0
latam,5,LP,n,60,3,1356,C60,0,0
latam,5,LP,n,90,3,1367,C60,0,0
latam,5,LP,n,120,3,1377,C60,0,0
latam,5,LP,n,30,3,1406,C61,0,0
latam,5,LP,n,60,3,1458,C61,0,0
latam,5,LP,n,90,3,1478,C61,0,0
latam,5,LP,n,120,3,1456,C61,0,0
latam,5,LP,n,30,5,1409,C60,0,0
latam,5,LP,n,60,5,1460,C60,0,0
latam,5,LP,n,90,5,1474,C60,0,0
latam,5,LP,n,120,5,1481,C60,0,0
latam,5,LP,n,30,5,1501,C61,0,0
latam,5,LP,n,60,5,1567,C61,0,0
latam,5,LP,n,90,5,1594,C61,0,0
latam,5,LP,n,120,5,1611,C61,0,0
latam,5,LP,n,30,15,1530,C60,0,0
latam,5,LP,n,60,15,1626,C60,0,0
latam,5,LP,n,90,15,1666,C60,0,0
latam,5,LP,n,120,15,1699,C60,0,0
latam,5,LP,n,30,15,1581,C61,0,0
latam,5,LP,n,60,15,1704,C61,0,0
latam,5,LP,n,90,15,1758,C61,0,0
latam,5,LP,n,120,15,1791,C61,0,0
latam,5,LP,n,30,25,1627,C60,0,0
latam,5,LP,n,60,25,1628,C60,0,0
latam,5,LP,n,90,25,1689,C60,0,0
latam,5,LP,n,120,25,1710,C60,0,0
latam,5,LP,n,30,25,1617,C61,0,0
latam,5,LP,n,60,25,1781,C61,0,0
latam,5,LP,n,90,25,1859,C61,0,0
latam,5,LP,n,120,25,1896,C61,0,0
latam,6,MX,n,30,1,699,C60,0,0
latam,6,MX,n,60,1,764,C60,0,0
latam,6,MX,n,90,1,796,C60,0,0
latam,6,MX,n,120,1,819,C60,0,0
latam,6,MX,n,30,1,710,C61,0,0
latam,6,MX,n,60,1,776,C61,0,0
latam,6,MX,n,90,1,814,C61,0,0
latam,6,MX,n,120,1,840,C61,0,0
latam,6,MX,n,30,3,754,C60,0,0
latam,6,MX,n,60,3,831,C60,0,0
latam,6,MX,n,90,3,874,C60,0,0
latam,6,MX,n,120,3,903,C60,0,0
latam,6,MX,n,30,3,797,C61,0,0
latam,6,MX,n,60,3,887,C61,0,0
latam,6,MX,n,90,3,931,C61,0,0
latam,6,MX,n,120,3,963,C61,0,0
latam,6,MX,n,30,5,797,C60,0,0
latam,6,MX,n,60,5,886,C60,0,0
latam,6,MX,n,90,5,938,C60,0,0
latam,6,MX,n,120,5,970,C60,0,0
latam,6,MX,n,30,5,837,C61,0,0
latam,6,MX,n,60,5,939,C61,0,0
latam,6,MX,n,90,5,990,C61,0,0
latam,6,MX,n,120,5,1025,C61,0,0
latam,6,MX,n,30,15,875,C60,0,0
latam,6,MX,n,60,15,1001,C60,0,0
latam,6,MX,n,90,15,1072,C60,0,0
latam,6,MX,n,120,15,1114,C60,0,0
latam,6,MX,n,30,15,925,C61,0,0
latam,6,MX,n,60,15,1079,C61,0,0
latam,6,MX,n,90,15,1160,C61,0,0
latam,6,MX,n,120,15,1206,C61,0,0
latam,6,MX,n,30,25,864,C60,0,0
latam,6,MX,n,60,25,1011,C60,0,0
latam,6,MX,n,90,25,1090,C60,0,0
latam,6,MX,n,120,25,1138,C60,0,0
latam,6,MX,n,30,25,971,C61,0,0
latam,6,MX,n,60,25,1161,C61,0,0
latam,6,MX,n,90,25,1259,C61,0,0
latam,6,MX,n,120,25,1328,C61,0,0
latam,1,SP,nrmse,30,1,0.5,C60,0,0
latam,1,SP,nrmse,60,1,0.5,C60,0,0
latam,1,SP,nrmse,90,1,0.5,C60,0,0
latam,1,SP,nrmse,120,1,0.52,C60,0,0
latam,1,SP,nrmse,30,1,0.4,C61,0,0
latam,1,SP,nrmse,60,1,0.41,C61,0,0
latam,1,SP,nrmse,90,1,0.41,C61,0,0
latam,1,SP,nrmse,120,1,0.42,C61,0,0
latam,1,SP,nrmse,30,3,0.47,C60,0,0
latam,1,SP,nrmse,60,3,0.47,C60,0,0
latam,1,SP,nrmse,90,3,0.47,C60,0,0
latam,1,SP,nrmse,120,3,0.48,C60,0,0
latam,1,SP,nrmse,30,3,0.4,C61,0,0
latam,1,SP,nrmse,60,3,0.4,C61,0,0
latam,1,SP,nrmse,90,3,0.41,C61,0,0
latam,1,SP,nrmse,120,3,0.42,C61,0,0
latam,1,SP,nrmse,30,5,0.47,C60,0,0
latam,1,SP,nrmse,60,5,0.46,C60,0,0
latam,1,SP,nrmse,90,5,0.47,C60,0,0
latam,1,SP,nrmse,120,5,0.48,C60,0,0
latam,1,SP,nrmse,30,5,0.41,C61,0,0
latam,1,SP,nrmse,60,5,0.41,C61,0,0
latam,1,SP,nrmse,90,5,0.41,C61,0,0
latam,1,SP,nrmse,120,5,0.43,C61,0,0
latam,1,SP,nrmse,30,15,0.48,C60,0,0
latam,1,SP,nrmse,60,15,0.47,C60,0,0
latam,1,SP,nrmse,90,15,0.46,C60,0,0
latam,1,SP,nrmse,120,15,0.47,C60,0,0
latam,1,SP,nrmse,30,15,0.42,C61,0,0
latam,1,SP,nrmse,60,15,0.41,C61,0,0
latam,1,SP,nrmse,90,15,0.4,C61,0,0
latam,1,SP,nrmse,120,15,0.43,C61,0,0
latam,1,SP,nrmse,30,25,0.49,C60,0,0
latam,1,SP,nrmse,60,25,0.48,C60,0,0
latam,1,SP,nrmse,90,25,0.47,C60,0,0
latam,1,SP,nrmse,120,25,0.47,C60,0,0
latam,1,SP,nrmse,30,25,0.44,C61,0,0
latam,1,SP,nrmse,60,25,0.43,C61,0,0
latam,1,SP,nrmse,90,25,0.42,C61,0,0
latam,1,SP,nrmse,120,25,0.43,C61,0,0
latam,2,ST,nrmse,30,1,0.52,C60,0,0
latam,2,ST,nrmse,60,1,0.55,C60,0,0
latam,2,ST,nrmse,90,1,0.55,C60,0,0
latam,2,ST,nrmse,120,1,0.54,C60,0,0
latam,2,ST,nrmse,30,1,0.41,C61,0,0
latam,2,ST,nrmse,60,1,0.42,C61,0,0
latam,2,ST,nrmse,90,1,0.42,C61,0,0
latam,2,ST,nrmse,120,1,0.42,C61,0,0
latam,2,ST,nrmse,30,3,0.49,C60,0,0
latam,2,ST,nrmse,60,3,0.48,C60,0,0
latam,2,ST,nrmse,90,3,0.48,C60,0,0
latam,2,ST,nrmse,120,3,0.48,C60,0,0
latam,2,ST,nrmse,30,3,0.41,C61,0,0
latam,2,ST,nrmse,60,3,0.42,C61,0,0
latam,2,ST,nrmse,90,3,0.42,C61,0,0
latam,2,ST,nrmse,120,3,0.41,C61,0,0
latam,2,ST,nrmse,30,5,0.47,C60,0,0
latam,2,ST,nrmse,60,5,0.46,C60,0,0
latam,2,ST,nrmse,90,5,0.46,C60,0,0
latam,2,ST,nrmse,120,5,0.46,C60,0,0
latam,2,ST,nrmse,30,5,0.41,C61,0,0
latam,2,ST,nrmse,60,5,0.42,C61,0,0
latam,2,ST,nrmse,90,5,0.42,C61,0,0
latam,2,ST,nrmse,120,5,0.42,C61,0,0
latam,2,ST,nrmse,30,15,0.48,C60,0,0
