region,num,estacion,metrica,temporal,espacial,valor,collection,min,max
latam,5,LP,rmse,90,1,0.08,C61,0,0
latam,5,LP,rmse,120,1,0.08,C61,0,0
latam,5,LP,rmse,30,3,0.05,C60,0,0
latam,5,LP,rmse,60,3,0.05,C60,0,0
latam,5,LP,rmse,90,3,0.06,C60,0,0
latam,5,LP,rmse,120,3,0.06,C60,0,0
latam,5,LP,rmse,30,3,0.08,C61,0,0
latam,5,LP,rmse,60,3,0.09,C61,0,0
latam,5,LP,rmse,90,3,0.09,C61,0,0
latam,5,LP,rmse,120,3,0.09,C61,0,0
latam,5,LP,rmse,30,5,0.05,C60,0,0
latam,5,LP,rmse,60,5,0.06,C60,0,0
latam,5,LP,rmse,90,5,0.06,C60,0,0
latam,5,LP,rmse,120,5,0.06,C60,0,0
latam,5,LP,rmse,30,5,0.09,C61,0,0
latam,5,LP,rmse,60,5,0.09,C61,0,0
latam,5,LP,rmse,90,5,0.09,C61,0,0
latam,5,LP,rmse,120,5,0.09,C61,0,0
latam,5,LP,rmse,30,15,0.06,C60,0,0
latam,5,LP,rmse,60,15,0.06,C60,0,0
latam,5,LP,rmse,90,15,0.06,C60,0,0
latam,5,LP,rmse,120,15,0.06,C60,0,0
latam,5,LP,rmse,30,15,0.08,C61,0,0
latam,5,LP,rmse,60,15,0.09,C61,0,0
latam,5,LP,rmse,90,15,0.09,C61,0,0
latam,5,LP,rmse,120,15,0.09,C61,0,0
latam,5,LP,rmse,30,25,0.04,C60,0,0
latam,5,LP,rmse,60,25,0.04,C60,0,0
latam,5,LP,rmse,90,25,0.04,C60,0,0
latam,5,LP,rmse,120,25,0.04,C60,0,0
latam,5,LP,rmse,30,25,0.07,C61,0,0
latam,5,LP,rmse,60,25,0.08,C61,0,0
latam,5,LP,rmse,90,25,0.09,C61,0,0
latam,5,LP,rmse,120,25,0.09,C61,0,0
latam,6,MX,rmse,30,1,0.09,C60,0,0
latam,6,MX,rmse,60,1,0.08,C60,0,0
latam,6,MX,rmse,90,1,0.08,C60,0,0
latam,6,MX,rmse,120,1,0.09,C60,0,0
latam,6,MX,rmse,30,1,0.07,C61,0,0
latam,6,MX,rmse,60,1,0.07,C61,0,0
latam,6,MX,rmse,90,1,0.07,C61,0,0
latam,6,MX,rmse,120,1,0.08,C61,0,0
latam,6,MX,rmse,30,3,0.08,C60,0,0
latam,6,MX,rmse,60,3,0.08,C60,0,0
latam,6,MX,rmse,90,3,0.08,C60,0,0
latam,6,MX,rmse,120,3,0.09,C60,0,0
latam,6,MX,rmse,30,3,0.08,C61,0,0
latam,6,MX,rmse,60,3,0.08,C61,0,0
latam,6,MX,rmse,90,3,0.08,C61,0,0
latam,6,MX,rmse,120,3,0.08,C61,0,0
latam,6,MX,rmse,30,5,0.09,C60,0,0
latam,6,MX,rmse,60,5,0.09,C60,0,0
latam,6,MX,rmse,90,5,0.09,C60,0,0
latam,6,MX,rmse,120,5,0.09,C60,0,0
latam,6,MX,rmse,30,5,0.08,C61,0,0
latam,6,MX,rmse,60,5,0.08,C61,0,0
latam,6,MX,rmse,90,5,0.08,C61,0,0
latam,6,MX,rmse,120,5,0.08,C61,0,0
latam,6,MX,rmse,30,15,0.09,C60,0,0
latam,6,MX,rmse,60,15,0.09,C60,0,0
latam,6,MX,rmse,90,15,0.09,C60,0,0
latam,6,MX,rmse,120,15,0.09,C60,0,0
latam,6,MX,rmse,30,15,0.09,C61,0,0
latam,6,MX,rmse,60,15,0.09,C61,0,0
latam,6,MX,rmse,90,15,0.09,C61,0,0
latam,6,MX,rmse,120,15,0.09,C61,0,0
latam,6,MX,rmse,30,25,0.11,C60,0,0
latam,6,MX,rmse,60,25,0.11,C60,0,0
latam,6,MX,rmse,90,25,0.11,C60,0,0
latam,6,MX,rmse,120,25,0.11,C60,0,0
latam,6,MX,rmse,30,25,0.11,C61,0,0
latam,6,MX,rmse,60,25,0.11,C61,0,0
latam,6,MX,rmse,90,25,0.11,C61,0,0
latam,6,MX,rmse,120,25,0.11,C61,0,0
latam,1,SP,sd,0,0,0.12,C61,0,0
latam,2,ST,sd,0,0,0.1,C61,0,0
latam,3,BA,sd,0,0,0.09,C61,0,0
latam,4,MD,sd,0,0,0.16,C61,0,0
latam,5,LP,sd,0,0,0.05,C61,0,0
latam,6,MX,sd,0,0,0.19,C61,0,0
latam,1,SP,rmse promedio espacial,0,1,0.08,C60,0.08,0.08
latam,1,SP,rmse promedio espacial,0,1,0.065,C61,0.06,0.07
latam,1,SP,rmse promedio espacial,0,3,0.08,C60,0.08,0.08
latam,1,SP,rmse promedio espacial,0,3,0.07,C61,0.07,0.07
latam,1,SP,rmse promedio espacial,0,5,0.08,C60,0.08,0.08
latam,1,SP,rmse promedio espacial,0,5,0.07,C61,0.07,0.07
latam,1,SP,rmse promedio espacial,0,15,0.08,C60,0.08,0.08
latam,1,SP,rmse promedio espacial,0,15,0.07,C61,0.07,0.07
latam,1,SP,rmse promedio espacial,0,25,0.08,C60,0.08,0.08
latam,1,SP,rmse promedio espacial,0,25,0.07,C61,0.07,0.07
latam,2,ST,rmse promedio espacial,0,1,0.08,C60,0.08,0.08
latam,2,ST,rmse promedio espacial,0,1,0.065,C61,0.06,0.07
latam,2,ST,rmse promedio espacial,0,3,0.0775,C60,0.07,0.08
latam,2,ST,rmse promedio espacial,0,3,0.0675,C61,0.06,0.07
latam,2,ST,rmse promedio espacial,0,5,0.07,C60,0.07,0.07
latam,2,ST,rmse promedio espacial,0,5,0.07,C61,0.07,0.07
latam,2,ST,rmse promedio espacial,0,15,0.08,C60,0.08,0.08
latam,2,ST,rmse promedio espacial,0,15,0.07,C61,0.07,0.07
latam,2,ST,rmse promedio espacial,0,25,0.09,C60,0.09,0.09
latam,2,ST,rmse promedio espacial,0,25,0.08,C61,0.08,0.08
latam,3,BA,rmse promedio espacial,0,1,0.05,C60,0.05,0.05
latam,3,BA,rmse promedio espacial,0,1,0.065,C61,0.06,0.07
latam,3,BA,rmse promedio espacial,0,3,0.06,C60,0.06,0.06
latam,3,BA,rmse promedio espacial,0,3,0.0675,C61,0.06,0.07
latam,3,BA,rmse promedio espacial,0,5,0.06,C60,0.06,0.06
latam,3,BA,rmse promedio espacial,0,5,0.07,C61,0.07,0.07
latam,3,BA,rmse promedio espacial,0,15,0.05,C60,0.05,0.05
latam,3,BA,rmse promedio espacial,0,15,0.06,C61,0.06,0.06
latam,3,BA,rmse promedio espacial,0,25,0.05,C60,0.05,0.05
latam,3,BA,rmse promedio espacial,0,25,0.05,C61,0.05,0.05
latam,4,MD,rmse promedio espacial,0,1,0.07,C60,0.07,0.07
latam,4,MD,rmse promedio espacial,0,1,0.08,C61,0.08,0.08
latam,4,MD,rmse promedio espacial,0,3,0.0725,C60,0.07,0.08
latam,4,MD,rmse promedio espacial,0,3,0.0875,C61,0.08,0.09
latam,4,MD,rmse promedio espacial,0,5,0.07,C60,0.07,0.07
latam,4,MD,rmse promedio espacial,0,5,0.09,C61,0.09,0.09
latam,4,MD,rmse promedio espacial,0,15,0.08,C60,0.08,0.08
latam,4,MD,rmse promedio espacial,0,15,0.09,C61,0.09,0.09
latam,4,MD,rmse promedio espacial,0,25,0.08,C60,0.08,0.08
latam,4,MD,rmse promedio espacial,0,25,0.09,C61,0.09,0.09
latam,5,LP,rmse promedio espacial,0,1,0.05,C60,0.05,0.05
latam,5,LP,rmse promedio espacial,0,1,0.0775,C61,0.07,0.08
latam,5,LP,rmse promedio espacial,0,3,0.055,C60,0.05,0.06
latam,5,LP,rmse promedio espacial,0,3,0.0875,C61,0.08,0.09
latam,5,LP,rmse promedio espacial,0,5,0.0575,C60,0.05,0.06
latam,5,LP,rmse promedio espacial,0,5,0.09,C61,0.09,0.09
latam,5,LP,rmse promedio espacial,0,15,0.06,C60,0.06,0.06
latam,5,LP,rmse promedio espacial,0,15,0.0875,C61,0.08,0.09
latam,5,LP,rmse promedio espacial,0,25,0.04,C60,0.04,0.04
latam,5,LP,rmse promedio espacial,0,25,0.0825,C61,0.07,0.09
latam,6,MX,rmse promedio espacial,0,1,0.085,C60,0.08,0.09
latam,6,MX,rmse promedio espacial,0,1,0.0725,C61,0.07,0.08
latam,6,MX,rmse promedio espacial,0,3,0.0825,C60,0.08,0.09
latam,6,MX,rmse promedio espacial,0,3,0.08,C61,0.08,0.08
latam,6,MX,rmse promedio espacial,0,5,0.09,C60,0.09,0.09
latam,6,MX,rmse promedio espacial,0,5,0.08,C61,0.08,0.08
latam,6,MX,rmse promedio espacial,0,15,0.09,C60,0.09,0.09
latam,6,MX,rmse promedio espacial,0,15,0.09,C61,0.09,0.09
latam,6,MX,rmse promedio espacial,0,25,0.11,C60,0.11,0.11
latam,6,MX,rmse promedio espacial,0,25,0.11,C61,0.11,0.11
latam,1,SP,reu promedio espacial,0,1,60.6525,C60,59.12,63.12
latam,1,SP,reu promedio espacial,0,1,53.905,C61,52.76,56.08
latam,1,SP,reu promedio espacial,0,3,58.8075,C60,57.06,60.9
latam,1,SP,reu promedio espacial,0,3,52.8975,C61,51.45,55.08
latam,1,SP,reu promedio espacial,0,5,56.6425,C60,55.4,58.94
latam,1,SP,reu promedio espacial,0,5,53.915,C61,52.85,55.11
latam,1,SP,reu promedio espacial,0,15,65.065,C60,63.37,67.5
latam,1,SP,reu promedio espacial,0,15,55.5625,C61,54.04,56.4
latam,1,SP,reu promedio espacial,0,25,71.0675,C60,69.44,72.22
latam,1,SP,reu promedio espacial,0,25,60.7225,C61,59.26,61.97
latam,2,ST,reu promedio espacial,0,1,72.5875,C60,70.68,75.13
latam,2,ST,reu promedio espacial,0,1,59.5575,C61,58.36,60.62
latam,2,ST,reu promedio espacial,0,3,67.885,C60,66.43,69.71
latam,2,ST,reu promedio espacial,0,3,61.01,C61,59.6,62.56
latam,2,ST,reu promedio espacial,0,5,64.8125,C60,62.71,68.3
latam,2,ST,reu promedio espacial,0,5,61.7975,C61,61,62.89
latam,2,ST,reu promedio espacial,0,15,74.385,C60,72.27,76.96
latam,2,ST,reu promedio espacial,0,15,66.48,C61,65.41,67.42
latam,2,ST,reu promedio espacial,0,25,86.1,C60,84.32,89.3
latam,2,ST,reu promedio espacial,0,25,81.2125,C61,80.56,81.94
latam,3,BA,reu promedio espacial,0,1,68.0475,C60,67.39,68.43
latam,3,BA,reu promedio espacial,0,1,48.0375,C61,47.53,48.72
latam,3,BA,reu promedio espacial,0,3,63.79,C60,62.56,65.1
latam,3,BA,reu promedio espacial,0,3,46.755,C61,45.71,47.65
latam,3,BA,reu promedio espacial,0,5,62.7025,C60,61.16,64.39
latam,3,BA,reu promedio espacial,0,5,45.795,C61,43.97,48.09
latam,3,BA,reu promedio espacial,0,15,63.23,C60,61.64,64.65
latam,3,BA,reu promedio espacial,0,15,46.7175,C61,45.78,47.89
latam,3,BA,reu promedio espacial,0,25,69.6875,C60,67.3,72.26
latam,3,BA,reu promedio espacial,0,25,47.3025,C61,45.26,49.97
latam,4,MD,reu promedio espacial,0,1,62.845,C60,57.46,64.9
latam,4,MD,reu promedio espacial,0,1,59.61,C61,58.56,62.06
latam,4,MD,reu promedio espacial,0,3,62.4975,C60,59.24,65.14
latam,4,MD,reu promedio espacial,0,3,47.1475,C61,45.01,48.98
latam,4,MD,reu promedio espacial,0,5,58.85,C60,56.42,60.81
latam,4,MD,reu promedio espacial,0,5,47.9325,C61,46.31,49.63
latam,4,MD,reu promedio espacial,0,15,58.2925,C60,57.62,58.66
latam,4,MD,reu promedio espacial,0,15,52.93,C61,52.48,53.39
latam,4,MD,reu promedio espacial,0,25,54.5775,C60,52.1,55.51
latam,4,MD,reu promedio espacial,0,25,52.955,C61,51.11,54.03
latam,5,LP,reu promedio espacial,0,1,36.64,C60,35,38.58
latam,5,LP,reu promedio espacial,0,1,27.995,C61,27.29,28.77
latam,5,LP,reu promedio espacial,0,3,25.8775,C60,23.84,28.99
latam,5,LP,reu promedio espacial,0,3,21.4975,C61,19.87,24.3
latam,5,LP,reu promedio espacial,0,5,29.9825,C60,26.91,33.45
latam,5,LP,reu promedio espacial,0,5,24.905,C61,23.52,27.56
latam,5,LP,reu promedio espacial,0,15,38.215,C60,36.78,40.6
latam,5,LP,reu promedio espacial,0,15,29.315,C61,27.66,31.81
latam,5,LP,reu promedio espacial,0,25,64.0225,C60,62.25,66.24
latam,5,LP,reu promedio espacial,0,25,32.6275,C61,29.88,35.51
latam,6,MX,reu promedio espacial,0,1,45.4075,C60,44.29,47.85
latam,6,MX,reu promedio espacial,0,1,26.5,C61,24.34,31.33
latam,6,MX,reu promedio espacial,0,3,41.9075,C60,39.8,46.56
latam,6,MX,reu promedio espacial,0,3,23.0175,C61,20.87,27.53
latam,6,MX,reu promedio espacial,0,5,45.735,C60,43.61,49
latam,6,MX,reu promedio espacial,0,5,26.8725,C61,24.36,32.32
latam,6,MX,reu promedio espacial,0,15,52.9375,C60,51.62,55.28
latam,6,MX,reu promedio espacial,0,15,45.25,C61,41.78,51.72
latam,6,MX,reu promedio espacial,0,25,64.77,C60,62.97,66.38
latam,6,MX,reu promedio espacial,0,25,59.1975,C61,58.03,60.27
latam,1,SP,r2 promedio espacial,0,1,0.7975,C60,0.77,0.82
latam,1,SP,r2 promedio espacial,0,1,0.785,C61,0.75,0.83
latam,1,SP,r2 promedio espacial,0,3,0.76,C60,0.73,0.79
latam,1,SP,r2 promedio espacial,0,3,0.6775,C61,0.65,0.71
latam,1,SP,r2 promedio espacial,0,5,0.75,C60,0.73,0.77
latam,1,SP,r2 promedio espacial,0,5,0.6475,C61,0.61,0.69
latam,1,SP,r2 promedio espacial,0,15,0.6975,C60,0.67,0.72
latam,1,SP,r2 promedio espacial,0,15,0.6275,C61,0.58,0.67
latam,1,SP,r2 promedio espacial,0,25,0.6725,C60,0.66,0.7
latam,1,SP,r2 promedio espacial,0,25,0.6275,C61,0.59,0.66
latam,2,ST,r2 promedio espacial,0,1,0.655,C60,0.65,0.66
latam,2,ST,r2 promedio espacial,0,1,0.6875,C61,0.68,0.69
latam,2,ST,r2 promedio espacial,0,3,0.6125,C60,0.54,0.64
latam,2,ST,r2 promedio espacial,0,3,0.6825,C61,0.68,0.69
latam,2,ST,r2 promedio espacial,0,5,0.6775,C60,0.66,0.69
latam,2,ST,r2 promedio espacial,0,5,0.6925,C61,0.69,0.7
latam,2,ST,r2 promedio espacial,0,15,0.675,C60,0.66,0.68
latam,2,ST,r2 promedio espacial,0,15,0.665,C61,0.65,0.69
latam,2,ST,r2 promedio espacial,0,25,0.66,C60,0.65,0.67
latam,1,SP,r2 promedio espacial,0,25,0.667,MODIS,0.634,0.701
latam,3,BA,r2 promedio espacial,0,1,0.3825,C60,0.38,0.39
latam,3,BA,r2 promedio espacial,0,1,0.41,C61,0.41,0.41
latam,3,BA,r2 promedio espacial,0,3,0.3825,C60,0.38,0.39
latam,3,BA,r2 promedio espacial,0,3,0.385,C61,0.38,0.39
latam,3,BA,r2 promedio espacial,0,5,0.3775,C60,0.37,0.39
latam,3,BA,r2 promedio espacial,0,5,0.38,C61,0.37,0.39
latam,3,BA,r2 promedio espacial,0,15,0.4725,C60,0.47,0.48
latam,3,BA,r2 promedio espacial,0,15,0.455,C61,0.43,0.48
latam,3,BA,r2 promedio espacial,0,25,0.5225,C60,0.5,0.53
latam,2,ST,r2 promedio espacial,0,25,0.62,C61,0.59,0.64
latam,4,MD,r2 promedio espacial,0,1,0.4675,C60,0.45,0.52
latam,4,MD,r2 promedio espacial,0,1,0.3125,C61,0.31,0.32
latam,4,MD,r2 promedio espacial,0,3,0.5625,C60,0.55,0.59
latam,4,MD,r2 promedio espacial,0,3,0.4875,C61,0.47,0.51
latam,4,MD,r2 promedio espacial,0,5,0.5575,C60,0.55,0.58
latam,4,MD,r2 promedio espacial,0,5,0.455,C61,0.44,0.47
latam,4,MD,r2 promedio espacial,0,15,0.495,C60,0.48,0.52
latam,4,MD,r2 promedio espacial,0,15,0.4725,C61,0.43,0.58
latam,4,MD,r2 promedio espacial,0,25,0.5925,C60,0.58,0.62
latam,2,ST,r2 promedio espacial,0,25,0.5505,MODIS,0.52,0.569
latam,5,LP,r2 promedio espacial,0,1,0.375,C60,0.37,0.38
latam,5,LP,r2 promedio espacial,0,1,0.2775,C61,0.27,0.28
latam,5,LP,r2 promedio espacial,0,3,0.41,C60,0.41,0.41
latam,5,LP,r2 promedio espacial,0,3,0.28,C61,0.28,0.28
latam,5,LP,r2 promedio espacial,0,5,0.385,C60,0.38,0.39
latam,5,LP,r2 promedio espacial,0,5,0.25,C61,0.25,0.25
latam,5,LP,r2 promedio espacial,0,15,0.315,C60,0.3,0.34
latam,5,LP,r2 promedio espacial,0,15,0.225,C61,0.22,0.24
latam,5,LP,r2 promedio espacial,0,25,0.38,C60,0.37,0.39
latam,3,BA,r2 promedio espacial,0,25,0.5775,C61,0.54,0.6
latam,6,MX,r2 promedio espacial,0,1,0.585,C60,0.58,0.59
latam,6,MX,r2 promedio espacial,0,1,0.69,C61,0.68,0.7
latam,6,MX,r2 promedio espacial,0,3,0.605,C60,0.6,0.61
latam,6,MX,r2 promedio espacial,0,3,0.7025,C61,0.69,0.71
latam,6,MX,r2 promedio espacial,0,5,0.5825,C60,0.57,0.6
latam,6,MX,r2 promedio espacial,0,5,0.6725,C61,0.66,0.68
latam,6,MX,r2 promedio espacial,0,15,0.5625,C60,0.56,0.57
latam,6,MX,r2 promedio espacial,0,15,0.6075,C61,0.6,0.61
latam,6,MX,r2 promedio espacial,0,25,0.5475,C60,0.54,0.56
latam,3,BA,r2 promedio espacial,0,25,0.395,MODIS,0.343,0.418
latam,1,SP,bias promedio espacial,0,1,-0.06,C60,-0.06,-0.06
latam,1,SP,bias promedio espacial,0,1,-0.04,C61,-0.04,-0.04
latam,1,SP,bias promedio espacial,0,3,-0.0575,C60,-0.06,-0.05
latam,1,SP,bias promedio espacial,0,3,-0.03,C61,-0.03,-0.03
latam,1,SP,bias promedio espacial,0,5,-0.0525,C60,-0.06,-0.05
latam,1,SP,bias promedio espacial,0,5,-0.02,C61,-0.02,-0.02
latam,1,SP,bias promedio espacial,0,15,-0.05,C60,-0.05,-0.05
latam,1,SP,bias promedio espacial,0,15,-0.0225,C61,-0.03,-0.02
latam,1,SP,bias promedio espacial,0,25,-0.0525,C60,-0.06,-0.05
latam,1,SP,bias promedio espacial,0,25,-0.03,C61,-0.04,-0.02
latam,2,ST,bias promedio espacial,0,1,-0.06,C60,-0.06,-0.06
latam,2,ST,bias promedio espacial,0,1,-0.04,C61,-0.04,-0.04
latam,2,ST,bias promedio espacial,0,3,-0.05,C60,-0.05,-0.05
latam,2,ST,bias promedio espacial,0,3,-0.04,C61,-0.04,-0.04
latam,2,ST,bias promedio espacial,0,5,-0.05,C60,-0.05,-0.05
latam,2,ST,bias promedio espacial,0,5,-0.04,C61,-0.04,-0.04
latam,2,ST,bias promedio espacial,0,15,-0.055,C60,-0.06,-0.05
latam,2,ST,bias promedio espacial,0,15,-0.04,C61,-0.04,-0.04
latam,2,ST,bias promedio espacial,0,25,-0.07,C60,-0.07,-0.07
latam,2,ST,bias promedio espacial,0,25,-0.0525,C61,-0.06,-0.05
latam,3,BA,bias promedio espacial,0,1,-0.01,C60,-0.01,-0.01
latam,3,BA,bias promedio espacial,0,1,0.02,C61,0.02,0.02
latam,3,BA,bias promedio espacial,0,3,0,C60,0,0
latam,3,BA,bias promedio espacial,0,3,0.03,C61,0.03,0.03
latam,3,BA,bias promedio espacial,0,5,0,C60,0,0
latam,3,BA,bias promedio espacial,0,5,0.03,C61,0.03,0.03
latam,3,BA,bias promedio espacial,0,15,-0.01,C60,-0.01,-0.01
latam,3,BA,bias promedio espacial,0,15,0.0225,C61,0.02,0.03
latam,3,BA,bias promedio espacial,0,25,0,C60,-0.02,0.02
latam,3,BA,bias promedio espacial,0,25,0.01,C61,0.01,0.01
latam,4,MD,bias promedio espacial,0,1,-0.02,C60,-0.02,-0.02
latam,4,MD,bias promedio espacial,0,1,0.01,C61,0.01,0.01
latam,4,MD,bias promedio espacial,0,3,-0.02,C60,-0.02,-0.02
latam,4,MD,bias promedio espacial,0,3,0.03,C61,0.03,0.03
latam,4,MD,bias promedio espacial,0,5,-0.01,C60,-0.01,-0.01
latam,4,MD,bias promedio espacial,0,5,0.03,C61,0.03,0.03
latam,4,MD,bias promedio espacial,0,15,0,C60,0,0
latam,4,MD,bias promedio espacial,0,15,0.02,C61,0.02,0.02
latam,4,MD,bias promedio espacial,0,25,-0.0075,C60,-0.01,0
latam,4,MD,bias promedio espacial,0,25,0.01,C61,0.01,0.01
latam,5,LP,bias promedio espacial,0,1,0.02,C60,0.02,0.02
latam,5,LP,bias promedio espacial,0,1,0.05,C61,0.05,0.05
latam,5,LP,bias promedio espacial,0,3,0.0225,C60,0.02,0.03
latam,5,LP,bias promedio espacial,0,3,0.0575,C61,0.05,0.06
latam,5,LP,bias promedio espacial,0,5,0.02,C60,0.02,0.02
latam,5,LP,bias promedio espacial,0,5,0.0575,C61,0.05,0.06
latam,5,LP,bias promedio espacial,0,15,0.0225,C60,0.02,0.03
latam,5,LP,bias promedio espacial,0,15,0.05,C61,0.04,0.06
latam,5,LP,bias promedio espacial,0,25,-0.01,C60,-0.01,-0.01
latam,5,LP,bias promedio espacial,0,25,0.0425,C61,0.03,0.05
latam,6,MX,bias promedio espacial,0,1,-0.02,C60,-0.02,-0.02
latam,6,MX,bias promedio espacial,0,1,-0.0025,C61,-0.01,0
latam,6,MX,bias promedio espacial,0,3,-0.02,C60,-0.02,-0.02
latam,6,MX,bias promedio espacial,0,3,0,C61,0,0
latam,6,MX,bias promedio espacial,0,5,-0.02,C60,-0.02,-0.02
latam,6,MX,bias promedio espacial,0,5,0,C61,0,0
latam,6,MX,bias promedio espacial,0,15,-0.0275,C60,-0.03,-0.02
latam,6,MX,bias promedio espacial,0,15,-0.0075,C61,-0.01,0
latam,6,MX,bias promedio espacial,0,25,-0.0475,C60,-0.05,-0.04
latam,6,MX,bias promedio espacial,0,25,-0.03,C61,-0.03,-0.03
latam,1,SP,nrmse promedio espacial,0,1,0.505,C60,0.5,0.52
latam,1,SP,nrmse promedio espacial,0,1,0.41,C61,0.4,0.42
latam,1,SP,nrmse promedio espacial,0,3,0.4725,C60,0.47,0.48
latam,1,SP,nrmse promedio espacial,0,3,0.4075,C61,0.4,0.42
latam,1,SP,nrmse promedio espacial,0,5,0.47,C60,0.46,0.48
latam,1,SP,nrmse promedio espacial,0,5,0.415,C61,0.41,0.43
latam,1,SP,nrmse promedio espacial,0,15,0.47,C60,0.46,0.48
latam,1,SP,nrmse promedio espacial,0,15,0.415,C61,0.4,0.43
latam,1,SP,nrmse promedio espacial,0,25,0.4775,C60,0.47,0.49
latam,1,SP,nrmse promedio espacial,0,25,0.43,C61,0.42,0.44
latam,2,ST,nrmse promedio espacial,0,1,0.54,C60,0.52,0.55
latam,2,ST,nrmse promedio espacial,0,1,0.4175,C61,0.41,0.42
latam,2,ST,nrmse promedio espacial,0,3,0.4825,C60,0.48,0.49
latam,2,ST,nrmse promedio espacial,0,3,0.415,C61,0.41,0.42
latam,2,ST,nrmse promedio espacial,0,5,0.4625,C60,0.46,0.47
latam,2,ST,nrmse promedio espacial,0,5,0.4175,C61,0.41,0.42
latam,2,ST,nrmse promedio espacial,0,15,0.475,C60,0.47,0.48
latam,2,ST,nrmse promedio espacial,0,15,0.425,C61,0.42,0.43
latam,2,ST,nrmse promedio espacial,0,25,0.535,C60,0.53,0.55
latam,2,ST,nrmse promedio espacial,0,25,0.4975,C61,0.49,0.5
latam,3,BA,nrmse promedio espacial,0,1,0.535,C60,0.53,0.54
latam,3,BA,nrmse promedio espacial,0,1,0.6075,C61,0.6,0.61
latam,3,BA,nrmse promedio espacial,0,3,0.5325,C60,0.47,0.56
latam,3,BA,nrmse promedio espacial,0,3,0.65,C61,0.64,0.66
latam,3,BA,nrmse promedio espacial,0,5,0.565,C60,0.56,0.57
latam,3,BA,nrmse promedio espacial,0,5,0.6675,C61,0.66,0.68
latam,3,BA,nrmse promedio espacial,0,15,0.4975,C60,0.49,0.51
latam,3,BA,nrmse promedio espacial,0,15,0.59,C61,0.57,0.61
latam,3,BA,nrmse promedio espacial,0,25,0.4875,C60,0.47,0.51
latam,3,BA,nrmse promedio espacial,0,25,0.4775,C61,0.47,0.49
latam,4,MD,nrmse promedio espacial,0,1,0.475,C60,0.45,0.49
latam,4,MD,nrmse promedio espacial,0,1,0.56,C61,0.56,0.56
latam,4,MD,nrmse promedio espacial,0,3,0.4575,C60,0.44,0.47
latam,4,MD,nrmse promedio espacial,0,3,0.53,C61,0.52,0.54
latam,4,MD,nrmse promedio espacial,0,5,0.445,C60,0.43,0.45
latam,4,MD,nrmse promedio espacial,0,5,0.5425,C61,0.54,0.55
latam,4,MD,nrmse promedio espacial,0,15,0.4925,C60,0.49,0.5
latam,4,MD,nrmse promedio espacial,0,15,0.5325,C61,0.52,0.54
latam,4,MD,nrmse promedio espacial,0,25,0.4475,C60,0.43,0.46
latam,4,MD,nrmse promedio espacial,0,25,0.48,C61,0.47,0.49
latam,5,LP,nrmse promedio espacial,0,1,0.5575,C60,0.55,0.56
latam,5,LP,nrmse promedio espacial,0,1,0.85,C61,0.82,0.87
latam,5,LP,nrmse promedio espacial,0,3,0.5925,C60,0.57,0.61
latam,5,LP,nrmse promedio espacial,0,3,0.9475,C61,0.92,0.97
latam,5,LP,nrmse promedio espacial,0,5,0.6025,C60,0.58,0.62
latam,5,LP,nrmse promedio espacial,0,5,0.975,C61,0.93,1.01
latam,5,LP,nrmse promedio espacial,0,15,0.6475,C60,0.6,0.69
latam,5,LP,nrmse promedio espacial,0,15,0.955,C61,0.89,1
latam,5,LP,nrmse promedio espacial,0,25,0.43,C60,0.43,0.43
latam,5,LP,nrmse promedio espacial,0,25,0.88,C61,0.79,0.93
latam,6,MX,nrmse promedio espacial,0,1,0.37,C60,0.36,0.38
latam,6,MX,nrmse promedio espacial,0,1,0.315,C61,0.31,0.32
latam,6,MX,nrmse promedio espacial,0,3,0.365,C60,0.36,0.37
latam,6,MX,nrmse promedio espacial,0,3,0.3175,C61,0.31,0.32
latam,6,MX,nrmse promedio espacial,0,5,0.37,C60,0.36,0.38
latam,6,MX,nrmse promedio espacial,0,5,0.33,C61,0.32,0.34
latam,6,MX,nrmse promedio espacial,0,15,0.37,C60,0.36,0.38
latam,6,MX,nrmse promedio espacial,0,15,0.3525,C61,0.35,0.36
latam,6,MX,nrmse promedio espacial,0,25,0.415,C60,0.4,0.43
latam,6,MX,nrmse promedio espacial,0,25,0.4125,C61,0.41,0.42
USA,1,GS,bias,30,1,0.02,C61,0,0
USA,1,GS,bias,60,1,0.02,C61,0,0
USA,1,GS,bias,90,1,0.02,C61,0,0
USA,1,GS,bias,120,1,0.02,C61,0,0
USA,1,GS,bias,30,3,0.02,C61,0,0
USA,1,GS,bias,60,3,0.03,C61,0,0
USA,1,GS,bias,90,3,0.03,C61,0,0
USA,1,GS,bias,120,3,0.03,C61,0,0
USA,1,GS,bias,30,5,0.03,C61,0,0
USA,1,GS,bias,60,5,0.03,C61,0,0
USA,1,GS,bias,90,5,0.03,C61,0,0
USA,1,GS,bias,120,5,0.03,C61,0,0
USA,1,GS,bias,30,15,0.03,C61,0,0
USA,1,GS,bias,60,15,0.04,C61,0,0
USA,1,GS,bias,90,15,0.04,C61,0,0
USA,1,GS,bias,120,15,0.04,C61,0,0
USA,1,GS,bias,30,25,0.03,C61,0,0
USA,1,GS,bias,60,25,0.03,C61,0,0
USA,1,GS,bias,90,25,0.04,C61,0,0
USA,1,GS,bias,120,25,0.04,C61,0,0
USA,2,GT,bias,30,1,0.02,C61,0,0
USA,2,GT,bias,60,1,0.02,C61,0,0
