"","date","AOD_550_maiac_mean","AOD_550_AER_mean"
"1",2015-01-06,0.03502,0.098445595
"2",2015-01-08,0.022915,0.0368672366666667
"3",2015-01-09,0.07105,0.0425121858571429
"4",2015-01-10,0.059505,0.0294439480238095
"5",2015-01-16,0.042225,0.0543899003333333
"6",2015-01-19,0.020035,0.0418748982333333
"7",2015-01-20,0.03862,0.0411299128571429
"8",2015-01-21,0.021475,0.0373281409222222
"9",2015-01-24,0.130905,0.0467940693717949
"10",2015-01-25,0.036165,0.041940785125
"11",2015-01-27,0.14356,0.08738396475
"12",2015-01-30,0.03596,0.0495599241444444
"13",2015-01-31,0.158,0.0522908186666667
"14",2015-02-05,0.066625,0.074930031875
"15",2015-02-07,0.03464,0.0364854810333333
"16",2015-02-08,0.05894,0.0761195355
"17",2015-02-10,0.06852,0.0737512398333333
"18",2015-02-11,0.029975,0.075810386
"19",2015-02-12,0.03718,0.07304058825
"20",2015-02-13,0.030495,0.0418553617416667
"21",2015-02-14,0.0793,0.081764354576923
"22",2015-02-15,0.07159,0.0948295375
"23",2015-02-19,0.046065,0.058017226575
"24",2015-02-27,0.08724,0.0796560013333333
"25",2015-03-07,0.035145,0.07544690725
"26",2015-03-15,0.05353,0.0673381213333333
"27",2015-03-16,0.031425,0.036435757375
"28",2015-03-18,0.17589,0.128554561
"29",2015-03-27,0.06109,0.0782034116666667
"30",2015-03-28,0.065235,0.0521973206458334
"31",2015-03-29,0.05167,0.0563954330681818
"32",2015-03-30,0.18891,0.0973188632
"33",2015-04-01,0.18734,0.184019052166667
"34",2015-04-04,0.11029,0.127592989333333
"35",2015-04-05,0.12465,0.097998387125
"36",2015-04-22,0.126985,0.155218934946429
"37",2015-04-24,0.11501,0.129970029666667
"38",2015-04-26,0.19371,0.1844201615
"39",2015-04-28,0.15003,0.1375976896875
"40",2015-04-30,0.18555,0.1963003465
"41",2015-05-02,0.113345,0.13313663225
"42",2015-05-03,0.27166,0.15678252675
"43",2015-05-04,0.40367,0.22562538725
"44",2015-05-05,0.287,0.166343064
"45",2015-05-06,0.19206,0.1376013494
"46",2015-05-07,0.23458,0.223673248
"47",2015-05-08,0.30443,0.270948940333333
"48",2015-05-09,0.3025,0.3790690344
"49",2015-05-10,0.3625,0.312516272
"50",2015-05-11,0.347605,0.268611402625
"51",2015-05-13,0.07619,0.08428492555
"52",2015-05-14,0.28728,0.2141634264
"53",2015-05-16,0.18489,0.170182355
"54",2015-05-21,0.20224,0.144264947
"55",2015-05-22,0.083265,0.0857936443
"56",2015-05-23,0.101495,0.0911045738363637
"57",2015-06-05,0.2075,0.13012183
"58",2015-06-06,0.20464,0.139539104388889
"59",2015-06-07,0.29324,0.221467645675
"60",2015-06-09,0.30889,0.277890241
"61",2015-06-11,0.345125,0.2235867475
"62",2015-06-13,0.191905,0.199208070875
"63",2015-06-14,0.10362,0.137979557285714
"64",2015-06-15,0.19012,0.1953601172
"65",2015-06-17,0.14183,0.152202221
"66",2015-06-22,0.211175,0.1762524135
"67",2015-06-25,0.261895,0.201589542666667
"68",2015-06-26,0.356135,0.295066957333333
"69",2015-06-29,0.30947,0.334016827
"70",2015-06-30,0.18476,0.22579093125
"71",2015-07-09,0.22818,0.293994808651516
"72",2015-07-10,0.291525,0.285984686412879
"73",2015-07-11,0.26065,0.283718772666667
"74",2015-07-12,0.2608,0.198578421125
"75",2015-07-15,0.301775,0.1985533524
"76",2015-07-17,0.26766,0.245108854666666
"77",2015-07-20,0.3135,0.211568836875
"78",2015-07-22,0.275855,0.233531948
"79",2015-07-24,0.19767,0.110271717666667
"80",2015-07-27,0.3705,0.3250868085
"81",2015-07-28,0.26026,0.272335341910714
"82",2015-07-29,0.361505,0.300099110439394
"83",2015-07-30,0.32661,0.2721647535
"84",2015-07-31,0.30248,0.301263572071429
"85",2015-08-01,0.31514,0.2884477465
"86",2015-08-02,0.17814,0.167682803269231
"87",2015-08-03,0.35066,0.2366387915
"88",2015-08-04,0.11016,0.150853122431818
"89",2015-08-12,0.127115,0.098440823288889
"90",2015-08-14,0.277425,0.3108650691
"91",2015-08-15,0.286395,0.234453191261905
"92",2015-08-24,0.351,0.3521640875
"93",2015-08-25,0.073365,0.101956968056863
"94",2015-08-26,0.15951,0.152721696538462
"95",2015-08-27,0.2259,0.21956976475
"96",2015-09-04,0.27213,0.2693512826
"97",2015-09-05,0.37847,0.390089172076389
"98",2015-09-06,0.4058,0.2915612615
"99",2015-09-07,0.271,0.096449254
"100",2015-09-09,0.249745,0.1261371495
"101",2015-09-11,0.19993,0.207181610666667
"102",2015-09-13,0.07744,0.0353105365333333
"103",2015-09-14,0.05152,0.0519006116166667
"104",2015-09-15,0.128273333333333,0.116669074765152
"105",2015-12-16,0.02471,0.0315961444974359
"106",2015-12-29,0.05132,0.102475992142857
"107",2016-01-04,0.0259966666666667,0.0369810951794872
"108",2016-01-05,0.0206066666666667,0.0166592062268254
"109",2016-01-06,0.05765,0.0281012831666667
"110",2016-01-07,0.12579,0.0211434788
"111",2016-01-11,0.09166,0.0178640793611111
"112",2016-01-12,0.03662,0.0366506045863637
"113",2016-01-13,0.009105,0.0165380298631579
"114",2016-01-14,0.05532,0.0346969980833333
"115",2016-01-16,0.05378,0.0269509292666667
"116",2016-01-17,0.05653,0.0606956851090909
"117",2016-01-18,0.03631,0.0278388196
"118",2016-01-19,0.032665,0.0212022345875
"119",2016-01-24,0.03001,0.0271422160951417
"120",2016-01-29,0.01633,0.022018485625
