,date,AOD_550_maiac_mean,AOD_550_AER_mean,caract_AER
103,14/10/2015,0.106875,0.081177861,baja
657,9/9/2019,0.203625,0.081316559,baja
1130,10/8/2022,0.10925,0.081341351,baja
640,16/8/2019,0.13425,0.081356677,baja
984,30/8/2021,0.141375,0.081367827,baja
521,23/9/2018,0.1945,0.081384751,baja
1089,22/6/2022,0.08425,0.08146045,baja
1049,30/4/2022,0.133875,0.08166057,baja
277,2/5/2017,0.1095,0.081884536,baja
1176,4/10/2022,0.10475,0.082008277,baja
73,28/7/2015,0.1415,0.082229517,baja
906,17/5/2021,0.14525,0.082276112,baja
1054,5/5/2022,0.043,0.082466886,baja
1191,3/11/2022,0.1325,0.082709712,baja
104,4/11/2015,0.22075,0.082724634,baja
601,30/6/2019,0.0895,0.083133334,baja
941,7/7/2021,0.051,0.083179065,baja
603,2/7/2019,0.083125,0.083200557,baja
133,24/3/2016,0.14825,0.083206318,baja
1062,14/5/2022,0.119,0.083263587,baja
246,7/10/2016,0.104,0.083327678,baja
858,18/11/2020,0.097875,0.083517353,baja
908,19/5/2021,0.116625,0.083520462,baja
909,20/5/2021,0.144625,0.083532125,baja
741,28/5/2020,0.05675,0.083637975,baja
80,5/8/2015,0.118625,0.083671353,baja
835,25/9/2020,0.12325,0.083759545,baja
1108,13/7/2022,0.187,0.083862515,baja
761,22/6/2020,0.11425,0.083877686,baja
1208,3/12/2022,0.125,0.0840783,baja
497,18/8/2018,0.112875,0.084085055,baja
575,29/5/2019,0.06975,0.084217679,baja
488,31/7/2018,0.092,0.084355467,baja
1175,2/10/2022,0.19125,0.08441448,baja
799,2/8/2020,0.106625,0.084415151,baja
177,17/6/2016,0.064,0.084418872,baja
1069,23/5/2022,0.068,0.084471035,baja
809,13/8/2020,0.119,0.084593421,baja
584,8/6/2019,0.083,0.084791984,baja
564,11/5/2019,0.16625,0.084817204,baja
72,27/7/2015,0.098375,0.084878559,baja
307,24/6/2017,0.098625,0.084896164,baja
899,7/5/2021,0.235,0.08491966,baja
67,22/7/2015,0.09325,0.084966215,baja
664,23/9/2019,0.185,0.085010748,baja
652,29/8/2019,0.10325,0.085027716,baja
779,11/7/2020,0.274,0.085027992,baja
974,19/8/2021,0.1195,0.085245131,baja
27,28/5/2015,0.180915,0.085297378,baja
812,16/8/2020,0.161,0.085313332,baja
200,18/7/2016,0.066,0.08539241,baja
1074,30/5/2022,0.1455,0.085420163,baja
535,26/11/2018,0.1605,0.085433829,baja
334,30/7/2017,0.095625,0.085530739,baja
767,28/6/2020,0.13425,0.085686257,baja
788,20/7/2020,0.09475,0.085708532,baja
452,1/6/2018,0.062625,0.085776638,baja
529,30/10/2018,0.14525,0.085776691,baja
394,22/11/2017,0.18421,0.085782793,baja
1110,17/7/2022,0.1395,0.085786945,baja
405,22/3/2018,0.2125,0.085843503,baja
1099,3/7/2022,0.0725,0.085856487,baja
639,15/8/2019,0.115375,0.085986707,baja
367,19/9/2017,0.160375,0.085992256,baja
252,3/11/2016,0.16775,0.086090514,baja
526,1/10/2018,0.09575,0.086141379,baja
428,7/5/2018,0.12425,0.086294401,baja
502,27/8/2018,0.125,0.086301281,baja
456,17/6/2018,0.13175,0.0863567,baja
285,18/5/2017,0.102375,0.086409162,baja
987,2/9/2021,0.1145,0.086429586,baja
953,21/7/2021,0.108375,0.086565109,baja
1205,26/11/2022,0.1705,0.086588849,baja
204,25/7/2016,0.1155,0.086784872,baja
228,31/8/2016,0.124,0.086874272,baja
921,9/6/2021,0.101625,0.086916321,baja
1075,6/6/2022,0.15,0.086919359,baja
201,19/7/2016,0.16175,0.086923442,baja
797,31/7/2020,0.11275,0.086955136,baja
1134,14/8/2022,0.10175,0.087017257,baja
16,13/5/2015,0.0865,0.087150768,baja
627,2/8/2019,0.1325,0.087183518,baja
297,14/6/2017,0.066375,0.087201325,baja
595,23/6/2019,0.0835,0.087270135,baja
860,21/11/2020,0.107,0.087375231,baja
1136,16/8/2022,0.165375,0.087397028,baja
772,3/7/2020,0.075875,0.087422148,baja
245,5/10/2016,0.104,0.087466343,baja
283,12/5/2017,0.122125,0.087521128,baja
675,12/10/2019,0.15775,0.08761059,baja
742,29/5/2020,0.0935,0.08762527,baja
126,12/3/2016,0.1315,0.087773509,baja
985,31/8/2021,0.0885,0.087842926,baja
1031,29/3/2022,0.06275,0.087938801,baja
559,26/4/2019,0.22025,0.087994813,baja
1024,9/2/2022,0.22175,0.088046529,baja
530,31/10/2018,0.299,0.088076565,baja
969,14/8/2021,0.143125,0.088203905,baja
146,4/5/2016,0.099875,0.088292913,baja
770,1/7/2020,0.07875,0.088299288,baja
968,13/8/2021,0.109125,0.088323822,baja
904,15/5/2021,0.1355,0.088357427,baja
1096,29/6/2022,0.096375,0.088512171,baja
957,26/7/2021,0.087625,0.088689184,baja
789,21/7/2020,0.1245,0.088831746,baja
292,3/6/2017,0.0465,0.088854033,baja
616,15/7/2019,0.12775,0.088935227,baja
933,26/6/2021,0.1085,0.088971651,baja
1116,23/7/2022,0.11,0.089297593,baja
1101,5/7/2022,0.17196,0.089579192,baja
876,13/2/2021,0.1745,0.089608433,baja
182,23/6/2016,0.06825,0.089800702,baja
1142,22/8/2022,0.0955,0.089807051,baja
105,17/11/2015,0.174665,0.089861621,baja
122,25/1/2016,0.272,0.089902342,baja
1093,26/6/2022,0.06475,0.089970674,baja
1098,1/7/2022,0.072,0.090078335,baja
1207,1/12/2022,0.1065,0.09010311,baja
236,12/9/2016,0.15025,0.090145484,baja
1103,7/7/2022,0.07875,0.090157489,baja
216,13/8/2016,0.122,0.090670308,baja
888,21/4/2021,0.11275,0.09067748,baja
424,29/4/2018,0.154,0.09074716,baja
342,7/8/2017,0.10425,0.090785967,baja
1117,24/7/2022,0.1075,0.090870052,baja
534,23/11/2018,0.18125,0.090964451,baja
1065,17/5/2022,0.12375,0.090988653,baja
981,27/8/2021,0.184125,0.091001228,baja
949,16/7/2021,0.114125,0.091306298,baja
66,21/7/2015,0.101875,0.091336726,baja
1112,19/7/2022,0.11025,0.09136469,baja
439,19/5/2018,0.163,0.091462568,baja
153,16/5/2016,0.126,0.091541554,baja
669,29/9/2019,0.12725,0.091828036,baja
977,22/8/2021,0.105375,0.091987019,baja
218,17/8/2016,0.12375,0.092106146,baja
222,24/8/2016,0.05825,0.092107025,baja
499,22/8/2018,0.11325,0.092171844,baja
170,3/6/2016,0.111,0.092214955,baja
1017,18/11/2021,0.124875,0.092279909,baja
198,16/7/2016,0.1595,0.092317025,baja
798,1/8/2020,0.13925,0.092688248,baja
124,9/3/2016,0.28267,0.092702489,baja
1047,28/4/2022,0.09025,0.092771105,baja
882,15/4/2021,0.22225,0.0928628,baja
1084,16/6/2022,0.05275,0.092948395,baja
915,30/5/2021,0.157625,0.092953309,baja
287,20/5/2017,0.118,0.093125564,baja
519,21/9/2018,0.14925,0.093170121,baja
214,11/8/2016,0.21733,0.09327622,baja
383,20/10/2017,0.22133,0.093295148,baja
1170,22/9/2022,0.19325,0.093296202,baja
1192,4/11/2022,0.11875,0.093319212,baja
778,10/7/2020,0.1095,0.093320646,baja
1135,15/8/2022,0.08875,0.093329277,baja
25,26/5/2015,0.24933,0.09338978,baja
178,19/6/2016,0.130875,0.093569406,baja
668,28/9/2019,0.13425,0.093573863,baja
1015,8/11/2021,0.164,0.09359945,baja
1011,23/10/2021,0.14,0.093675999,baja
1086,18/6/2022,0.11725,0.093732846,baja
621,27/7/2019,0.1415,0.093753388,baja
78,2/8/2015,0.116875,0.093846774,baja
1201,17/11/2022,0.15129,0.093976108,baja
973,18/8/2021,0.102875,0.094140506,baja
962,7/8/2021,0.127125,0.094429905,baja
589,13/6/2019,0.1725,0.094448993,baja
922,12/6/2021,0.08975,0.094493036,baja
1200,16/11/2022,0.137085,0.094558308,baja
1166,18/9/2022,0.1485,0.094745505,baja
221,23/8/2016,0.11175,0.094794479,baja
403,11/3/2018,0.18033,0.094828251,baja
46,19/6/2015,0.135125,0.094996295,baja
940,5/7/2021,0.059125,0.094999053,baja
483,26/7/2018,0.1015,0.09500628,baja
93,28/9/2015,0.17575,0.095437478,baja
396,2/12/2017,0.198625,0.095464245,baja
893,30/4/2021,0.1795,0.09556365,baja
1143,23/8/2022,0.121875,0.095649416,baja
1006,15/10/2021,0.1025,0.095923813,baja
710,10/4/2020,0.13175,0.096003631,baja
866,1/12/2020,0.388,0.096026526,baja
1082,14/6/2022,0.04125,0.096089747,baja
116,1/1/2016,0.21275,0.096143043,baja
284,13/5/2017,0.11125,0.09650048,baja
143,30/4/2016,0.087875,0.096522742,baja
115,14/12/2015,0.1345,0.096566823,baja
914,29/5/2021,0.142125,0.096631371,baja
1123,30/7/2022,0.0805,0.09672334,baja
1059,11/5/2022,0.10875,0.096758959,baja
1070,24/5/2022,0.043375,0.097037656,baja
1050,1/5/2022,0.1465,0.097349137,baja
979,25/8/2021,0.1295,0.09739287,baja
996,14/9/2021,0.2115,0.097712347,baja
164,27/5/2016,0.09775,0.097829757,baja
464,26/6/2018,0.118125,0.097908578,baja
618,22/7/2019,0.1375,0.098036058,baja
967,12/8/2021,0.21,0.098166327,baja
508,6/9/2018,0.07475,0.098214824,baja
1157,6/9/2022,0.09125,0.098302861,baja
446,26/5/2018,0.098875,0.098317141,baja
112,9/12/2015,0.166,0.098323673,baja
404,15/3/2018,0.334,0.098405716,baja
708,8/4/2020,0.155,0.09846743,baja
503,28/8/2018,0.1045,0.098489465,baja
357,28/8/2017,0.143375,0.098641499,baja
1041,21/4/2022,0.082125,0.098873838,baja
474,9/7/2018,0.166,0.098891963,baja
492,9/8/2018,0.09925,0.098978996,baja
215,12/8/2016,0.144375,0.099002614,baja
395,25/11/2017,0.2225,0.099045613,baja
68,23/7/2015,0.096,0.099172358,baja
873,30/1/2021,0.126,0.099240611,baja
579,3/6/2019,0.1985,0.099306179,baja
70,25/7/2015,0.094,0.099382676,baja
1045,26/4/2022,0.0715,0.099389057,baja
960,5/8/2021,0.198,0.099471672,baja
223,25/8/2016,0.19025,0.09950734,baja
726,10/5/2020,0.1815,0.099652876,baja
1118,25/7/2022,0.114875,0.099773149,baja
1051,2/5/2022,0.10425,0.099869916,baja
1053,4/5/2022,0.158375,0.100096654,baja
703,7/3/2020,0.1745,0.100114286,baja
113,11/12/2015,0.274,0.100239834,baja
343,8/8/2017,0.142875,0.100341117,baja
302,19/6/2017,0.11075,0.10041261,baja
304,21/6/2017,0.10525,0.100422283,baja
1057,9/5/2022,0.09375,0.100459242,baja
312,3/7/2017,0.1255,0.100661503,baja
388,31/10/2017,0.22025,0.100693441,baja
859,20/11/2020,0.1265,0.100793289,baja
454,8/6/2018,0.114,0.100819878,baja
781,13/7/2020,0.082625,0.101003026,baja
470,3/7/2018,0.102875,0.101052293,baja
531,3/11/2018,0.209,0.101053504,baja
846,2/11/2020,0.1405,0.10143612,baja
1184,20/10/2022,0.294,0.101495578,baja
745,1/6/2020,0.16025,0.10164432,baja
659,15/9/2019,0.1875,0.101655321,baja
23,23/5/2015,0.12075,0.10166969,baja
955,23/7/2021,0.0715,0.101716048,baja
381,9/10/2017,0.123,0.101728348,baja
1189,31/10/2022,0.10725,0.101776885,baja
947,13/7/2021,0.11175,0.101803535,baja
803,6/8/2020,0.17175,0.101889727,baja
1066,18/5/2022,0.068,0.101955931,baja
1179,8/10/2022,0.083,0.101959656,baja
85,15/9/2015,0.16004,0.102097147,baja
380,6/10/2017,0.14525,0.102098407,baja
991,6/9/2021,0.1795,0.102106485,baja
1167,19/9/2022,0.11825,0.10251581,baja
1185,25/10/2022,0.14133,0.102528561,baja
948,15/7/2021,0.09075,0.10255968,baja
1168,20/9/2022,0.15033,0.102653929,baja
837,28/9/2020,0.2375,0.102696046,baja
641,17/8/2019,0.1115,0.102720808,baja
958,27/7/2021,0.13675,0.103016673,baja
686,3/11/2019,0.1895,0.103026173,baja
411,5/4/2018,0.1145,0.103054551,baja
743,30/5/2020,0.1205,0.10311633,baja
30,31/5/2015,0.138,0.10346231,baja
14,11/5/2015,0.172,0.103505344,baja
1079,11/6/2022,0.078625,0.103616821,baja
496,17/8/2018,0.1525,0.103685803,baja
1124,31/7/2022,0.11625,0.103865115,baja
1029,22/3/2022,0.28675,0.103992746,baja
927,18/6/2021,0.148375,0.10401033,baja
489,1/8/2018,0.17575,0.104436964,baja
1039,19/4/2022,0.030125,0.104507018,baja
651,28/8/2019,0.1535,0.104871546,baja
699,4/2/2020,0.3305,0.105052936,baja
280,6/5/2017,0.17225,0.10511974,baja
123,5/3/2016,0.174,0.105178944,baja
232,8/9/2016,0.159,0.105262191,baja
336,1/8/2017,0.114125,0.105397282,baja
278,3/5/2017,0.18175,0.105479237,baja
894,1/5/2021,0.24225,0.105602027,baja
925,15/6/2021,0.16275,0.105622063,baja
845,29/10/2020,0.15475,0.105675911,baja
801,4/8/2020,0.112875,0.10569934,baja
69,24/7/2015,0.15525,0.106072986,baja
91,26/9/2015,0.292,0.10635289,baja
229,1/9/2016,0.113375,0.106461796,baja
1061,13/5/2022,0.0975,0.106485205,baja
340,5/8/2017,0.1155,0.106722007,baja
51,25/6/2015,0.1175,0.106808844,baja
1032,30/3/2022,0.132375,0.106814191,baja
1100,4/7/2022,0.211875,0.106889948,baja
1158,7/9/2022,0.08825,0.107114423,baja
195,13/7/2016,0.12325,0.107133469,baja
1060,12/5/2022,0.111625,0.107165203,baja
316,7/7/2017,0.117125,0.107412868,baja
509,7/9/2018,0.090875,0.107416267,baja
186,27/6/2016,0.14875,0.10748298,baja
323,18/7/2017,0.12275,0.107515221,baja
716,19/4/2020,0.204,0.107649387,baja
263,19/12/2016,0.26075,0.107796785,baja
169,2/6/2016,0.094125,0.107814907,baja
251,2/11/2016,0.166,0.107928925,baja
406,24/3/2018,0.26125,0.107939778,baja
444,24/5/2018,0.134125,0.108044985,baja
94,29/9/2015,0.207375,0.108156075,baja
448,28/5/2018,0.13075,0.108250681,baja
633,8/8/2019,0.112,0.108317015,baja
986,1/9/2021,0.2015,0.108399029,baja
1034,13/4/2022,0.067,0.108400142,baja
1002,30/9/2021,0.21275,0.108576027,baja
1102,6/7/2022,0.11575,0.10859885,baja
20,20/5/2015,0.15625,0.108677481,baja
382,19/10/2017,0.21475,0.108884849,baja
498,19/8/2018,0.22125,0.108945288,baja
883,16/4/2021,0.2,0.109391939,baja
206,28/7/2016,0.14,0.10946084,baja
106,18/11/2015,0.12933,0.10970957,baja
966,11/8/2021,0.201,0.109769673,baja
32,3/6/2015,0.117875,0.109786805,baja
345,12/8/2017,0.168875,0.109918799,baja
491,8/8/2018,0.1745,0.110254749,baja
87,21/9/2015,0.19125,0.110605951,baja
1067,20/5/2022,0.061,0.111351931,baja
1206,30/11/2022,0.1665,0.111506013,baja
665,24/9/2019,0.15625,0.111517306,baja
654,31/8/2019,0.11775,0.111572512,baja
1003,1/10/2021,0.17667,0.111703661,baja
918,4/6/2021,0.448,0.111912564,baja
242,26/9/2016,0.241,0.111974922,baja
31,2/6/2015,0.249625,0.111999199,baja
305,22/6/2017,0.113375,0.112087847,baja
337,2/8/2017,0.098,0.112240885,baja
273,21/4/2017,0.086,0.112372981,baja
17,14/5/2015,0.19375,0.112529266,baja
1027,20/2/2022,0.16875,0.112558241,baja
347,14/8/2017,0.125,0.112602347,baja
37,8/6/2015,0.0815,0.112620747,baja
1048,29/4/2022,0.22375,0.112644346,baja
175,15/6/2016,0.115,0.112816581,baja
443,23/5/2018,0.11575,0.112922142,baja
325,20/7/2017,0.2285,0.112935341,baja
276,28/4/2017,0.163,0.113137435,baja
256,15/11/2016,0.36875,0.113594281,baja
1165,17/9/2022,0.14075,0.113925824,baja
1071,27/5/2022,0.085625,0.113947459,baja
173,13/6/2016,0.13325,0.113992903,baja
453,2/6/2018,0.13425,0.11402506,baja
817,24/8/2020,0.2175,0.114099309,baja
329,25/7/2017,0.07325,0.114356685,baja
481,24/7/2018,0.16075,0.114531134,baja
970,15/8/2021,0.20075,0.114591904,baja
306,23/6/2017,0.088875,0.114912094,baja
1068,21/5/2022,0.099625,0.115115942,baja
952,20/7/2021,0.22625,0.115285911,baja
308,25/6/2017,0.131375,0.115476699,baja
1119,26/7/2022,0.11725,0.115637084,baja
857,17/11/2020,0.31046,0.115648248,baja
723,6/5/2020,0.2345,0.115869851,baja
790,22/7/2020,0.075125,0.115924712,baja
1132,12/8/2022,0.11025,0.116079527,baja
848,4/11/2020,0.125625,0.116141657,baja
1164,15/9/2022,0.1935,0.11631533,baja
1023,4/2/2022,0.2655,0.116422547,baja
813,17/8/2020,0.23125,0.116631595,baja
855,13/11/2020,0.153,0.117543112,baja
50,24/6/2015,0.130625,0.117645778,baja
982,28/8/2021,0.2395,0.117975215,baja
348,15/8/2017,0.075,0.117988473,baja
1064,16/5/2022,0.1125,0.118400591,baja
1152,1/9/2022,0.16275,0.118497124,baja
1154,3/9/2022,0.231,0.118654505,baja
442,22/5/2018,0.127,0.119235472,baja
995,13/9/2021,0.27867,0.119363227,baja
1004,3/10/2021,0.20025,0.11936803,baja
207,29/7/2016,0.100375,0.119462637,baja
646,22/8/2019,0.153375,0.119593931,baja
811,15/8/2020,0.18225,0.119828576,baja
565,14/5/2019,0.23275,0.119944241,baja
471,4/7/2018,0.133375,0.120071986,baja
524,29/9/2018,0.1715,0.120128617,baja
148,6/5/2016,0.05275,0.12015456,baja
1145,25/8/2022,0.0845,0.120208791,baja
765,26/6/2020,0.137,0.120213192,baja
752,12/6/2020,0.24025,0.120532934,baja
1014,27/10/2021,0.182,0.120643671,baja
303,20/6/2017,0.12125,0.120844291,baja
774,5/7/2020,0.22325,0.121031358,baja
361,1/9/2017,0.16825,0.121242229,baja
700,25/2/2020,0.141,0.121287419,baja
1000,27/9/2021,0.1775,0.121360611,baja
994,12/9/2021,0.27975,0.12136167,baja
5,2/4/2015,0.21267,0.121368366,baja
75,30/7/2015,0.13475,0.121766931,baja
213,8/8/2016,0.166,0.121771595,baja
1076,7/6/2022,0.10975,0.121836843,baja
311,28/6/2017,0.152875,0.121858957,baja
932,25/6/2021,0.10375,0.121884785,baja
151,11/5/2016,0.16325,0.121939637,baja
634,9/8/2019,0.184875,0.121946654,baja
1016,9/11/2021,0.17,0.122183562,baja
244,29/9/2016,0.235,0.122625738,baja
55,1/7/2015,0.06925,0.123322365,baja
512,12/9/2018,0.150875,0.123790786,baja
615,14/7/2019,0.13675,0.12409504,baja
600,29/6/2019,0.1405,0.124178749,baja
666,26/9/2019,0.2275,0.124193784,baja
368,20/9/2017,0.1575,0.124254912,baja
335,31/7/2017,0.093375,0.124377921,baja
755,16/6/2020,0.120375,0.124667797,baja
77,1/8/2015,0.109875,0.125082049,baja
205,27/7/2016,0.161625,0.125118572,baja
802,5/8/2020,0.10925,0.125200373,baja
478,17/7/2018,0.06725,0.125393521,baja
537,5/12/2018,0.1255,0.125497156,baja
1197,10/11/2022,0.133875,0.125818171,baja
645,21/8/2019,0.1235,0.12584895,baja
294,9/6/2017,0.3375,0.125998304,baja
660,17/9/2019,0.20575,0.126216355,baja
1155,4/9/2022,0.224835,0.126718953,baja
814,20/8/2020,0.34175,0.12702087,baja
1188,29/10/2022,0.3395,0.127452136,baja
1186,27/10/2022,0.22925,0.127881072,baja
965,10/8/2021,0.171375,0.127991249,baja
861,22/11/2020,0.2495,0.128078577,baja
997,20/9/2021,0.193,0.128245976,baja
691,27/11/2019,0.2555,0.128259652,baja
429,9/5/2018,0.22025,0.128515457,baja
806,9/8/2020,0.1445,0.128616076,baja
795,29/7/2020,0.139875,0.128933987,baja
1035,14/4/2022,0.11525,0.12899791,baja
1113,20/7/2022,0.154,0.129050841,baja
1091,24/6/2022,0.128,0.129945327,baja
212,4/8/2016,0.112875,0.130522804,baja
1083,15/6/2022,0.07625,0.130817617,baja
1180,9/10/2022,0.18475,0.131190349,baja
258,23/11/2016,0.131,0.131761678,baja
49,23/6/2015,0.21175,0.131866788,baja
43,15/6/2015,0.18925,0.131935663,baja
409,30/3/2018,0.357,0.132523264,baja
1122,29/7/2022,0.15975,0.132567921,baja
1042,22/4/2022,0.07525,0.132832549,baja
1104,8/7/2022,0.198,0.132856628,baja
1169,21/9/2022,0.12925,0.132924181,baja
1005,14/10/2021,0.248625,0.133009761,baja
1194,6/11/2022,0.149,0.133031257,baja
355,26/8/2017,0.16675,0.133097469,baja
527,2/10/2018,0.1955,0.133382468,baja
397,6/12/2017,0.187,0.134002101,baja
52,26/6/2015,0.137375,0.13418674,baja
220,21/8/2016,0.247,0.134535091,baja
1026,19/2/2022,0.259915,0.135647707,baja
176,16/6/2016,0.0825,0.135705984,baja
942,8/7/2021,0.0915,0.135811305,baja
1128,4/8/2022,0.167,0.135957166,baja
1001,28/9/2021,0.16375,0.13604881,baja
268,5/4/2017,0.1645,0.136270812,baja
818,26/8/2020,0.14575,0.136338193,baja
427,4/5/2018,0.3215,0.136500202,baja
510,9/9/2018,0.17375,0.136551336,baja
356,27/8/2017,0.2015,0.136551579,baja
1056,7/5/2022,0.144375,0.137135656,baja
926,16/6/2021,0.16,0.137218173,baja
1125,1/8/2022,0.127625,0.137431996,baja
1107,12/7/2022,0.183,0.137683682,baja
849,5/11/2020,0.179,0.137715037,baja
363,3/9/2017,0.189,0.138102553,baja
117,4/1/2016,0.2215,0.138346514,baja
1187,28/10/2022,0.21975,0.138770326,baja
511,10/9/2018,0.12775,0.139478442,baja
44,16/6/2015,0.1085,0.140289671,baja
97,8/10/2015,0.17033,0.14030955,baja
1139,19/8/2022,0.21433,0.14032935,baja
282,11/5/2017,0.1685,0.140845392,baja
999,26/9/2021,0.19675,0.141444523,baja
15,12/5/2015,0.20067,0.141721455,baja
1008,18/10/2021,0.197,0.141792839,baja
782,14/7/2020,0.22125,0.142355595,baja
1052,3/5/2022,0.26225,0.142397856,baja
655,1/9/2019,0.24325,0.142765962,baja
495,16/8/2018,0.129625,0.142924591,baja
211,3/8/2016,0.130625,0.143561603,baja
980,26/8/2021,0.20525,0.143896587,baja
1030,24/3/2022,0.247,0.144494381,baja
617,16/7/2019,0.19625,0.144955309,baja
1195,8/11/2022,0.13225,0.145071509,baja
281,8/5/2017,0.175125,0.145101946,baja
978,23/8/2021,0.136,0.145200718,baja
1148,28/8/2022,0.22775,0.145282112,baja
533,22/11/2018,0.228,0.146166835,baja
364,4/9/2017,0.20375,0.147312777,baja
362,2/9/2017,0.167375,0.147747432,baja
161,24/5/2016,0.09675,0.147769893,baja
612,11/7/2019,0.1275,0.148205348,baja
147,5/5/2016,0.18525,0.148375476,baja
174,14/6/2016,0.23875,0.148521552,baja
988,3/9/2021,0.24225,0.148613706,baja
225,27/8/2016,0.2005,0.148662897,baja
1147,27/8/2022,0.153625,0.149222984,baja
1090,23/6/2022,0.15325,0.149447994,baja
1043,23/4/2022,0.24725,0.149921739,baja
1058,10/5/2022,0.19425,0.150374992,baja
86,20/9/2015,0.304,0.150692415,baja
402,8/3/2018,0.404,0.150828468,baja
1150,30/8/2022,0.20225,0.150992795,baja
831,21/9/2020,0.22533,0.151041379,baja
682,26/10/2019,0.34925,0.151085801,baja
830,19/9/2020,0.18575,0.151384291,baja
522,26/9/2018,0.209,0.15143492,baja
1105,9/7/2022,0.17675,0.151524344,baja
1159,8/9/2022,0.1435,0.151825836,baja
241,20/9/2016,0.242,0.152233971,baja
1162,12/9/2022,0.155125,0.152670905,baja
88,22/9/2015,0.26225,0.15422714,baja
650,27/8/2019,0.2365,0.154505037,baja
1111,18/7/2022,0.19267,0.154541859,baja
254,12/11/2016,0.2055,0.155625369,baja
648,25/8/2019,0.239,0.15619292,baja
1115,22/7/2022,0.0655,0.156394314,baja
408,29/3/2018,0.2835,0.156455017,baja
636,12/8/2019,0.159625,0.156598134,baja
823,5/9/2020,0.20125,0.157182621,baja
983,29/8/2021,0.31,0.158428842,baja
1146,26/8/2022,0.1535,0.158896359,baja
513,13/9/2018,0.157125,0.159396912,baja
643,19/8/2019,0.188125,0.159576689,baja
465,28/6/2018,0.142,0.159850976,baja
183,24/6/2016,0.15925,0.160089223,baja
998,24/9/2021,0.18275,0.161317956,baja
635,11/8/2019,0.25125,0.161334449,baja
826,10/9/2020,0.17875,0.161520768,baja
1151,31/8/2022,0.17725,0.162843325,baja
819,29/8/2020,0.3455,0.163663342,baja
807,10/8/2020,0.15925,0.16501937,baja
821,3/9/2020,0.196125,0.165610935,baja
1163,13/9/2022,0.23875,0.166562708,baja
644,20/8/2019,0.262,0.166708544,baja
670,30/9/2019,0.19275,0.16675874,baja
976,21/8/2021,0.20525,0.167256264,baja
240,17/9/2016,0.23525,0.167352757,baja
1149,29/8/2022,0.2235,0.168065998,baja
1204,20/11/2022,0.24725,0.16826431,baja
836,26/9/2020,0.14675,0.168339201,baja
1126,2/8/2022,0.1405,0.168547748,baja
854,12/11/2020,0.346,0.169523391,baja
184,25/6/2016,0.14175,0.170120475,baja
210,2/8/2016,0.187625,0.171056346,baja
1044,24/4/2022,0.2015,0.172259817,baja
661,18/9/2019,0.18825,0.1729846,baja
992,10/9/2021,0.2905,0.173407247,baja
250,1/11/2016,0.252,0.175323244,baja
775,6/7/2020,0.17975,0.175590438,baja
369,21/9/2017,0.2375,0.176452252,baja
838,6/10/2020,0.195,0.177257173,baja
804,7/8/2020,0.155875,0.18028933,baja
701,2/3/2020,0.356,0.18096196,baja
662,19/9/2019,0.21646,0.183109667,baja
89,24/9/2015,0.19375,0.183154401,baja
410,3/4/2018,0.273,0.18481341,baja
338,3/8/2017,0.198,0.184834451,baja
614,13/7/2019,0.17975,0.185959853,baja
800,3/8/2020,0.180375,0.186928587,baja
344,9/8/2017,0.28775,0.187006999,baja
1161,11/9/2022,0.237125,0.188189735,baja
805,8/8/2020,0.198375,0.188682825,baja
1160,9/9/2022,0.145,0.188942417,baja
637,13/8/2019,0.1985,0.189698051,baja
239,16/9/2016,0.22275,0.190758786,baja
528,10/10/2018,0.338,0.192212629,baja
90,25/9/2015,0.263,0.192513428,baja
462,24/6/2018,0.2405,0.193368008,baja
656,2/9/2019,0.215,0.193408306,baja
514,14/9/2018,0.201125,0.193529142,baja
862,24/11/2020,0.23829,0.194519044,baja
371,25/9/2017,0.17225,0.197302517,baja
1202,18/11/2022,0.25775,0.198078586,baja
829,16/9/2020,0.27533,0.201435965,media
647,23/8/2019,0.2475,0.201466817,media
1198,11/11/2022,0.22875,0.203155525,media
839,9/10/2020,0.1775,0.203596669,media
763,24/6/2020,0.19625,0.203867131,media
658,10/9/2019,0.28125,0.206111906,media
853,11/11/2020,0.24175,0.208428917,media
850,6/11/2020,0.23575,0.211022619,media
1033,11/4/2022,0.24025,0.215803875,media
1025,11/2/2022,0.34,0.217874106,media
238,15/9/2016,0.27875,0.220830969,media
1196,9/11/2022,0.333,0.224826811,media
863,25/11/2020,0.271,0.230737313,media
864,27/11/2020,0.298,0.2356013,media
1156,5/9/2022,0.301,0.23606454,media
851,7/11/2020,0.1745,0.237097096,media
1203,19/11/2022,0.271,0.237426002,media
209,1/8/2016,0.23825,0.239709704,media
370,24/9/2017,0.28375,0.255413935,media
852,8/11/2020,0.1965,0.265949052,media
372,26/9/2017,0.3845,0.267290253,media
596,24/6/2019,0.214125,0.27582387,media
822,4/9/2020,0.35475,0.278944976,media
1153,2/9/2022,0.33033,0.282951144,media
663,20/9/2019,0.218,0.286118084,media
840,10/10/2020,0.32025,0.287254339,media
824,7/9/2020,0.4115,0.297698861,media
825,8/9/2020,0.3265,0.305859086,media
827,11/9/2020,0.237,0.320749296,media
828,12/9/2020,0.341,0.41690214,media
