"","date","AOD_550_maiac_mean","AOD_550_AER_mean"
"1",2015-01-01,0.05166,0.04310859075
"2",2015-01-05,0.02129,0.0448352289666667
"3",2015-01-15,0.10022,0.094705358
"4",2015-01-17,0.07783,0.0584018144
"5",2015-01-28,0.114276666666667,0.02923730455
"6",2015-01-31,0.0589766666666667,0.0406921975
"7",2015-02-03,0.019645,0.041270990675
"8",2015-02-04,0.05833,0.0640652518
"9",2015-02-11,0.05485,0.0526941198
"10",2015-02-13,0.0217766666666667,0.0403849701333333
"11",2015-03-12,0.042675,0.0292159855
"12",2015-03-15,0.11074,0.0808319022
"13",2015-03-21,0.277,0.224264235
"14",2015-03-23,0.064955,0.07694031195
"15",2015-03-29,0.0460833333333333,0.04727044085
"16",2015-03-31,0.19132,0.10742236845
"17",2015-04-01,0.052415,0.089956915125
"18",2015-04-02,0.09586,0.11371440025
"19",2015-04-04,0.03453,0.05596252525
"20",2015-04-05,0.08576,0.11191689375
"21",2015-04-06,0.057905,0.09722503125
"22",2015-04-11,0.0676666666666667,0.0764711810277778
"23",2015-04-12,0.18329,0.095004716
"24",2015-04-16,0.09882,0.06395953
"25",2015-04-17,0.15375,0.090981492
"26",2015-04-18,0.11885,0.113696368625
"27",2015-04-21,0.261776666666667,0.3195498925
"28",2015-04-24,0.079055,0.099063907
"29",2015-04-26,0.1,0.0830395346666667
"30",2015-04-29,0.11168,0.0890968425
"31",2015-05-02,0.14808,0.086249725
"32",2015-05-03,0.254935,0.168399860875
"33",2015-05-04,0.190303333333333,0.153302615916667
"34",2015-05-06,0.40104,0.394335858
"35",2015-05-07,0.24796,0.246442158875
"36",2015-05-14,0.148085,0.114308553833333
"37",2015-05-15,0.17221,0.160039989875
"38",2015-05-19,0.22433,0.145662775
"39",2015-05-22,0.136515,0.116066593125
"40",2015-05-23,0.0800666666666667,0.0577489352777778
"41",2015-05-24,0.13759,0.101749397666667
"42",2015-05-25,0.2199,0.156504898
"43",2015-05-26,0.24533,0.152253429
"44",2015-05-30,0.24825,0.157653753666667
"45",2015-06-08,0.30029,0.24363764275
"46",2015-06-11,0.4093,0.3442955185
"47",2015-06-12,0.21817,0.158028307333334
"48",2015-06-14,0.28071,0.245379273
"49",2015-06-24,0.07078,0.0475565076666667
"50",2015-06-29,0.185415,0.0997515663333335
"51",2015-07-01,0.46286,0.496557002333333
"52",2015-07-07,0.375,0.356809187333333
"53",2015-07-10,0.13832,0.078616422
"54",2015-07-14,0.118,0.07391915075
"55",2015-07-16,0.111746666666667,0.118382402083333
"56",2015-07-20,0.15738,0.17856525775
"57",2015-07-22,0.08735,0.06653229425
"58",2015-07-23,0.089015,0.0846737675
"59",2015-07-24,0.09879,0.07749463275
"60",2015-07-31,0.127625,0.078274390875
"61",2015-08-03,0.08971,0.07787202425
"62",2015-08-04,0.17186,0.18272653125
"63",2015-08-05,0.2175,0.112923320333333
"64",2015-08-08,0.134875,0.0882232390833333
"65",2015-08-09,0.20235,0.175983484
"66",2015-08-14,0.205835,0.19117704375
"67",2015-08-15,0.12312,0.1174296645
"68",2015-08-16,0.169175,0.150263446625
"69",2015-08-17,0.262985,0.286835717833334
"70",2015-08-22,0.047965,0.048055219875
"71",2015-08-24,0.20458,0.22065419975
"72",2015-08-25,0.11523,0.100905228416667
"73",2015-08-27,0.11997,0.076234945
"74",2015-08-29,0.23,0.243654131333333
"75",2015-09-03,0.39667,0.44329247775
"76",2015-09-06,0.08068,0.0588661025
"77",2015-09-07,0.098425,0.0884697118666667
"78",2015-09-08,0.10489,0.084506935
"79",2015-09-09,0.099295,0.107819866875
"80",2015-09-11,0.03289,0.047456836
"81",2015-09-14,0.04508,0.0463033187
"82",2015-09-16,0.08358,0.084080248225
"83",2015-09-17,0.1178,0.1203370165
"84",2015-09-18,0.125256666666667,0.1024420467
"85",2015-10-06,0.038405,0.0330162296
"86",2015-10-08,0.16324,0.177386938333333
"87",2015-10-09,0.191,0.121586561666667
"88",2015-10-10,0.0282,0.02650288
"89",2015-10-11,0.018245,0.02820602765
"90",2015-10-12,0.049915,0.0331344028
"91",2015-10-13,0.0545,0.076095472
"92",2015-10-15,0.058855,0.05463453065
"93",2015-10-16,0.07695,0.04933157395
"94",2015-10-18,0.13333,0.0480107365
"95",2015-10-19,0.041305,0.0341325574
"96",2015-10-20,0.10011,0.0883176228333333
"97",2015-10-21,0.04868,0.05890254975
